Date,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score,Bitcoin Core (BTC) Price
23/03/2016,174.81,0.15368,1.1181,19.03,14.94,86.06,3009.96,8766.09,2036.71,-0.561048,30,0,415.64
24/03/2016,174.94,0.15347,1.1174,19.46,14.74,84.2,2960.97,8743.38,2035.94,-0.554537,28,0,417.14
25/03/2016,174.94,0.15336,1.1167,19.46,14.74,84.2,2979.434,8704.97,2035.94,-0.546932,27,0,414.97
28/03/2016,175.12,0.1541,1.1196,19.42,15.24,83.29,2957.82,8690.45,2037.05,-0.517738,28,0,423.82
29/03/2016,176.07,0.15392,1.1291,20.54,13.82,81.39,2919.832,8617.35,2055.01,-0.506143,30,5.168,422.89
30/03/2016,176.89,0.15463,1.1338,20.23,13.56,80.33,3000.645,8737.04,2063.95,-0.493645,32,0,415.82
31/03/2016,176.64,0.15506,1.138,19.97,13.95,82.94,3003.915,8744.83,2059.74,-0.480239,30,0,412.46
01/04/2016,177.72,0.15435,1.1391,20.12,13.1,81.57,3009.53,8657.55,2072.78,-0.465923,28,0,414.81
04/04/2016,177.12,0.15429,1.1391,19.53,14.12,84.43,3009.53,8657.55,2066.13,-0.428703,29,0,419.05
05/04/2016,175.82,0.15438,1.1384,20.13,15.42,89.11,3053.065,8657.55,2045.17,-0.41889,31,0,418.93
06/04/2016,177.04,0.15441,1.1399,20.15,14.09,85.59,3050.592,8513.3,2066.66,-0.410454,30,0,421.66
07/04/2016,175.29,0.15468,1.1378,20.78,16.16,92.74,3008.42,8490.25,2041.91,-0.403394,30,7.5269,421.53
08/04/2016,175.66,0.15462,1.1399,21.44,15.36,89.73,2984.958,8541.5,2047.6,-0.397708,29,0,420.48
11/04/2016,175.44,0.15484,1.1408,22.7,16.26,92.81,3033.957,8562.59,2041.99,-0.388705,29,0,419.94
12/04/2016,177.09,0.15472,1.1386,22.88,14.85,89.78,3023.647,8531.18,2061.72,-0.388163,31,0,421.46
13/04/2016,178.92,0.15445,1.1274,22.25,13.84,87.89,3066.638,8652.08,2082.42,-0.388823,32,0,424.93
14/04/2016,179.11,0.15427,1.1268,21.6,13.72,87.92,3082.362,8667.71,2082.78,-0.390684,27,0,424.14
15/04/2016,178.68,0.15437,1.1284,22.2,13.62,90.27,3078.116,8700.39,2080.73,-0.393747,25,0.8979,424.25
18/04/2016,179.78,0.1544,1.1313,22.18,13.35,86.57,3033.66,8666.01,2094.34,-0.409815,27,0,428.35
19/04/2016,180.32,0.15482,1.1358,23.26,13.24,86.98,3042.823,8633.72,2100.8,-0.417012,30,0,428.42
20/04/2016,180.75,0.15458,1.1297,22.84,13.28,87.97,2972.584,8514.48,2102.4,-0.425074,29,0,433.81
21/04/2016,179.7,0.15427,1.1288,23.25,13.95,87.07,2952.891,8568.65,2091.48,-0.434006,32,0,432.96
22/04/2016,179.9,0.15369,1.1222,22.59,13.22,84.1,2959.24,8535.75,2091.58,-0.443808,34,0,448.47
25/04/2016,179.54,0.15411,1.1268,22.46,14.08,85.77,2946.67,8560.28,2087.79,-0.477727,32,0,458.83
26/04/2016,179.64,0.15406,1.1297,22.99,13.96,84.51,2964.7,8581.57,2091.7,-0.489548,33,0,461.08
27/04/2016,180.25,0.15386,1.1322,23.24,13.77,83.1,2953.671,8563.05,2095.15,-0.501508,34,0,465.95
28/04/2016,178.2,0.15437,1.1352,24.2775,15.22,87.36,2945.588,8473.87,2075.81,-0.51361,38,0,450.34
29/04/2016,177.59,0.1544,1.1451,25.83,15.7,91.68,2938.324,8377.9,2065.3,-0.525857,33,0,445.66
02/05/2016,178.7,0.15446,1.1534,25.39,14.68,89.49,2938.324,8377.9,2081.43,-0.561454,100,0,451.4
03/05/2016,177.3,0.15404,1.1496,24.66,15.6,91.66,2992.643,8294.12,2063.37,-0.570204,63,0,445.02
04/05/2016,176.32,0.15393,1.1487,23.41,16.05,91.86,2991.272,8185.47,2051.12,-0.57706,43,0,448.03
05/05/2016,176.4408125,0.15357,1.1405,24.18,15.91,91.58,2997.842,8167.96,2050.63,-0.582022,43,0,446.98
06/05/2016,177.34,0.15392,1.1404,25.13,14.72,88.86,2913.248,8146.43,2057.14,-0.585093,39,0,447.68
09/05/2016,176.98,0.15344,1.1383,23.52,14.57,86.42,2832.113,8131.83,2058.69,-0.58388,37,0,458.31
10/05/2016,179.2,0.15344,1.1372,24.4,13.63,85.92,2832.591,8156.29,2084.39,-0.581228,36,0,460.52
11/05/2016,177.2991875,0.15408,1.1426,25.05,14.69,91.53,2837.037,8135.56,2064.46,-0.577604,36,1.508,452.62
12/05/2016,177.42,0.15341,1.1377,24.55,14.41,91.25,2835.862,8108.05,2064.11,-0.573007,33,0,452.52
13/05/2016,175.48,0.15309,1.1309,24.79,15.04,94,2827.109,8053.69,2046.61,-0.567436,33,0,453.11
16/05/2016,177.26,0.1534,1.1321,25.24,14.68,90.61,2850.862,8067.6,2066.66,-0.544955,27,0,457.87
17/05/2016,175.56,0.15336,1.1313,25.58,15.57,91.76,2843.684,8140.48,2047.21,-0.535658,34,0,454.27
18/05/2016,175.63,0.15289,1.1216,23.56,15.95,89.99,2807.514,8159.68,2047.63,-0.525472,32,0,453.43
19/05/2016,174.68,0.1528,1.1203,23.96,16.33,90.46,2806.906,8095.98,2040.04,-0.514393,33,0,454.12
20/05/2016,174.76,0.15276,1.1224,24.05,15.2,85.46,2825.483,8131.26,2052.32,-0.502418,33,0,440.29
23/05/2016,174.78,0.15257,1.122,23.78,15.82,84.12,2843.645,8344.44,2048.04,-0.460724,31,0,439.27
24/05/2016,176.86,0.15251,1.1141,22.47,14.42,79.48,2821.666,8300.66,2076.06,-0.444419,30,0,442.7
25/05/2016,178.28,0.15258,1.1155,23.03,13.9,78.54,2815.086,8396.2,2090.54,-0.426845,32,0,445.16
26/05/2016,178.08,0.15249,1.1194,22.95,13.43,77.48,2822.443,8394.12,2090.1,-0.407995,27,0,448.69
27/05/2016,178.5,0.15237,1.1115,22.28,13.12,76.17,2821.046,8463.61,2099.06,-0.387864,37,0.3685,452.15
30/05/2016,178.5,0.15185,1.1138,22.28,13.12,76.17,2822.451,8535.87,2099.06,-0.319439,46,0,528.62
31/05/2016,177.65,0.15192,1.1132,22.58,14.19,79.43,2916.616,8535.59,2096.96,-0.293556,42,0,532.36
01/06/2016,177.73,0.15209,1.1188,22.72,14.2,78.93,2913.508,8597.16,2099.33,-0.266075,41,0,530.03
02/06/2016,178.28,0.15186,1.1151,22.77,13.63,79.54,2925.23,8556.02,2105.26,-0.239516,38,0,534.13
03/06/2016,178.06,0.15263,1.1367,25.33,13.47,79.08,2938.682,8587.36,2099.13,-0.21387,41,0,536.79
06/06/2016,179.18,0.15249,1.1355,25.45,13.65,80.71,2934.098,8597.11,2109.41,-0.142045,42,-0.5267,574.69
07/06/2016,179.38,0.15222,1.1358,25.11,14.05,82.3,2936.045,8679.9,2112.13,-0.119396,41,0,583.09
08/06/2016,180.06,0.15243,1.1395,25.93,14.08,86.61,2927.159,8715.48,2119.12,-0.0973339,38,0,574.72
09/06/2016,179.88,0.15235,1.1316,26.33,14.64,89.98,2927.159,8715.48,2115.48,-0.075851,38,0,579.05
10/06/2016,178.71,0.15216,1.1251,25.96,17.03,103.78,2927.159,8715.48,2096.07,-0.0549412,36,0,575.17
13/06/2016,177.36,0.15193,1.1292,25.91,20.97,124.56,2833.071,8536.22,2079.06,0.00354962,65,0,656.9
14/06/2016,176.81,0.15161,1.1207,25.34,20.5,116.44,2842.189,8576.12,2075.32,0.0205025,56,0,695.24
15/06/2016,176.57,0.15199,1.126,26.32,20.14,114.23,2887.21,8606.37,2071.5,0.0360484,50,0,682.11
16/06/2016,177.46,0.15179,1.1225,25.485,19.37,115.47,2872.817,8494.14,2077.99,0.0501921,65,0,688.79
17/06/2016,176.52,0.15189,1.1277,25.79,19.41,115.72,2885.105,8568.08,2071.22,0.062938,65,0,750.27
20/06/2016,177.8,0.15198,1.1314,25.64,18.37,112.4,2888.809,8625.92,2083.25,0.0933969,50,0,760
21/06/2016,178.06,0.15168,1.1242,24.93,18.48,113.46,2878.557,8684.85,2088.9,0.10173,59,0,736.56
22/06/2016,177.57,0.15216,1.1296,25.5,21.17,122.94,2905.55,8716.25,2085.45,0.109252,50,0,673.04
23/06/2016,179.81,0.15197,1.1385,25.22,17.25,104.71,2891.96,8676.68,2113.32,0.115967,55,0,615.32
24/06/2016,173.76,0.15101,1.1117,26.71,25.76,125.13,2854.286,8476.99,2037.41,0.121875,73,0,593.76
27/06/2016,171.2,0.15027,1.1025,27.06,23.85,115.6,2895.703,8458.87,2000.54,0.13443,47,0,633.17
28/06/2016,173.82,0.15033,1.1065,26.6,18.75,108,2912.557,8505.51,2036.09,0.136427,47,0,647.77
29/06/2016,176.64,0.15071,1.1125,27.15,16.64,98.6,2931.592,8586.56,2070.77,0.137274,41,0,646.39
30/06/2016,179,0.15057,1.1106,27.71,15.63,94.23,2929.606,8666.58,2098.86,0.136969,43,0,635.53
01/07/2016,179.31,0.15023,1.1136,29.05,14.77,91.7,2932.476,8738.24,2102.95,0.135513,57,0,663.2
04/07/2016,179.31,0.14994,1.1154,29.05,14.77,91.7,2988.604,8760.58,2102.95,0.127261,53,0,666.32
05/07/2016,178.21,0.14973,1.1076,29.64,15.58,91.85,3006.392,8716.07,2088.55,0.123434,50,0,671.8
06/07/2016,178.98,0.14942,1.11,30.57,14.96,89.24,3017.293,8575.75,2099.73,0.119096,53,0,667.52
07/07/2016,178.79,0.14967,1.1063,29.61,14.76,89.5,3016.847,8640.91,2097.9,0.114244,56,0,673.66
08/07/2016,181.3,0.14952,1.1051,30.54,13.2,84.72,2988.094,8640.91,2129.9,0.108877,53,0,640.7
11/07/2016,182.12,0.14934,1.1058,30.6,13.54,84.78,2994.917,8786.47,2137.16,0.0901515,52,0,646.21
12/07/2016,183.39,0.14966,1.1061,29.4,13.55,84.98,3049.381,8841.46,2152.14,0.0836689,51,0.5374,648.71
13/07/2016,183.6,0.14955,1.109,30.37,13.04,84.18,3060.689,8857.75,2152.43,0.0771427,46,0,662.79
14/07/2016,184.96,0.14966,1.112,30.21,12.82,86.03,3054.018,8866.36,2163.75,0.0705709,46,0,657.43
15/07/2016,184.88,0.14942,1.1035,29.87,12.67,89.04,3054.296,8949.85,2161.74,0.0639515,46,0,657.22
18/07/2016,185.08,0.14923,1.1075,29.98,12.44,87.2,3043.564,9008.21,2166.89,0.0436142,45,-0.1779,677.15
19/07/2016,185.42,0.14931,1.1021,29.67,11.97,89.03,3036.598,9034.87,2163.78,0.0364373,44,0,672.92
20/07/2016,185.78,0.14974,1.1015,27.99,11.77,87.09,3027.899,9007.68,2173.02,0.0290289,43,0,671.15
21/07/2016,184.98,0.14983,1.1026,28.87,12.74,92.84,3039.009,9056.56,2165.17,0.021387,46,0,665.91
22/07/2016,185.51,0.14966,1.0977,28.78,12.02,89.51,3012.816,9013.14,2175.03,0.013509,39,0,663.27
25/07/2016,184.81,0.14981,1.0995,27.73,12.87,91.95,3015.828,8991.67,2168.48,-0.0116562,39,0,659.14
26/07/2016,184.6,0.14988,1.0986,28.5,13.05,91.44,3050.166,9024.79,2169.18,-0.0206849,45,0,655.77
27/07/2016,184.58,0.14971,1.1058,29.8,12.83,91.23,2991.999,9063.39,2166.58,-0.0300534,47,2.8102,650.28
28/07/2016,184.38,0.15026,1.1077,29.75,12.72,89.81,2994.324,9076.64,2170.06,-0.0397647,43,0,654.24
29/07/2016,184.13,0.15064,1.1174,30.59,11.87,90.84,2979.339,8984.41,2173.6,-0.0498216,38,0,654.69
01/08/2016,183.87,0.15056,1.1163,30.93,12.44,90.68,2953.385,9080.71,2170.84,-0.082237,46,0,630.54
02/08/2016,182.97,0.15096,1.1224,31.32,13.37,93.89,2971.279,9068.76,2157.03,-0.0929278,58,0,611.53
03/08/2016,183.36,0.15078,1.1149,30.94,12.86,88.59,2978.461,9001.71,2163.79,-0.10306,100,4.423,555.99
04/08/2016,183.45,0.15057,1.113,31.23,12.42,88.14,2982.426,9024.71,2164.25,-0.112637,65,0,557.14
05/08/2016,185.26,0.15029,1.1086,30.23,11.39,85.23,2976.696,9092.12,2182.87,-0.121662,48,0,575.88
08/08/2016,185.28,0.15021,1.1088,30.5,11.5,84.5,3004.277,9150.26,2180.89,-0.145458,49,0,590.36
09/08/2016,185.35,0.15026,1.1117,30.76,11.66,86.65,3025.681,9155.08,2181.74,-0.152316,48,0,589.99
10/08/2016,185.12,0.15068,1.1176,31.3,12.05,89.4,3018.746,9200.42,2175.49,-0.158641,43,0,585.68
11/08/2016,186.3,0.15082,1.1137,31.04,11.68,97.36,3002.637,9131.83,2185.79,-0.164437,38,0,592.2
12/08/2016,185.9,0.15058,1.1162,31.05,11.55,94.49,3050.668,9150.39,2184.05,-0.169704,39,0.8074,590.36
15/08/2016,186.52,0.15063,1.1184,30.86,11.81,91.67,3125.195,9148.51,2190.15,-0.182312,40,0,571.7
16/08/2016,185.76,0.15097,1.1279,30.81,12.64,91.86,3110.037,9110.36,2178.15,-0.185401,41,0,567.29
17/08/2016,186.1,0.1504,1.1289,30.37,12.19,84.84,3109.555,9117.7,2182.22,-0.187929,40,0,575.05
18/08/2016,186.34,0.15081,1.1354,30.75,11.43,82.83,3104.114,9122.5,2187.02,-0.189896,39,0,573
19/08/2016,185.32,0.1504,1.1325,29.96,11.34,82.44,3108.102,9034.27,2183.87,-0.191303,41,0,574.03
22/08/2016,185.12,0.15035,1.132,29.46,12.27,83.13,3084.805,8981.81,2182.64,-0.192299,39,0,581.73
23/08/2016,185.3,0.15052,1.1305,29.02,12.38,83.45,3089.706,9030.93,2186.9,-0.191736,41,0,585.59
24/08/2016,184.66,0.15015,1.1264,26.97,13.45,85.37,3085.88,9017.38,2175.44,-0.190747,43,0,584.09
25/08/2016,184.37,0.15028,1.1285,27.31,13.63,85.43,3068.329,9115.47,2172.47,-0.189332,44,0,580.4
26/08/2016,183.82,0.14996,1.1198,27.18,13.65,88.62,3070.309,9131.72,2169.04,-0.18749,43,0,576.26
29/08/2016,184.83,0.14972,1.1189,27.24,12.94,85.83,3070.027,9110.17,2180.38,-0.179446,41,0,573.97
30/08/2016,184.51,0.1496,1.1143,25.9,13.12,84.44,3074.677,9110.56,2176.12,-0.175985,40,0,574.62
31/08/2016,183.94,0.14975,1.1158,25.49,13.42,84.87,3085.491,9068.85,2170.95,-0.172139,43,0,576.93
01/09/2016,184.1,0.14994,1.1197,26.42,13.48,84.9,3063.305,9001.15,2170.86,-0.167907,44,0,575.15
02/09/2016,184.86,0.14965,1.1156,27.35,11.98,81.35,3067.352,8987.55,2179.98,-0.164079,39,0,573
05/09/2016,184.86,0.14977,1.1147,27.35,11.98,81.35,3072.095,9090.13,2179.98,-0.155049,45,0,607.27
06/09/2016,185.32,0.14977,1.1255,28.68,12.02,82.14,3090.713,9181.85,2186.48,-0.152918,44,0.8617,606.92
07/09/2016,185.32,0.15009,1.1239,28.52,11.94,83.08,3091.928,9259.07,2186.16,-0.151232,44,0,609.47
08/09/2016,184.82,0.15004,1.126,27.9,12.51,85.57,3095.954,9262.89,2181.3,-0.149992,47,0,613.81
09/09/2016,180.91,0.14952,1.1233,26.41,17.5,110.02,3078.855,9164.88,2127.81,-0.149197,45,0,624.52
12/09/2016,183.3,0.1497,1.1235,27.04,15.16,99.53,3021.977,8947.06,2159.04,-0.149355,48,5.3239,610.51
13/09/2016,180.8,0.14975,1.122,26.06,17.85,110.02,3023.51,8940.83,2127.02,-0.150085,46,0,607.96
14/09/2016,180.43,0.14988,1.125,26.01,18.14,113.15,3002.849,8902.3,2125.77,-0.151134,43,4.4413,611.89
15/09/2016,182.26,0.14984,1.1244,26.18,16.3,109.27,3002.849,8902.3,2147.26,-0.152501,46,0,610.73
16/09/2016,180.97,0.14992,1.1155,25.96,15.37,102.59,3002.849,8902.3,2139.16,-0.154187,43,0,609.05
19/09/2016,180.98,0.14995,1.1175,26.09,15.53,101.58,3026.051,9152.88,2139.12,-0.161214,42,0,610.04
20/09/2016,181.05,0.14993,1.1151,26.06,15.92,101.98,3022.999,9161.58,2139.76,-0.16428,42,0,609.87
21/09/2016,182.66,0.15002,1.1189,27.9,13.3,92.59,3025.874,9228.5,2163.12,-0.167718,46,0,604.6
22/09/2016,183.66,0.15006,1.1208,27.74,12.02,89.22,3042.313,9235.26,2177.18,-0.171529,46,0,597.45
23/09/2016,182.42,0.15003,1.1226,27.02,12.29,90.4,3033.896,9284.62,2164.69,-0.175713,42,0,596
26/09/2016,180.75,0.15012,1.1254,26.78,14.5,96.24,2980.429,9194.52,2146.1,-0.190488,42,0,601.42
27/09/2016,182,0.14998,1.1215,26.28,13.1,88.94,2998.172,9194.52,2159.93,-0.196109,42,0,605.76
28/09/2016,183.1,0.14991,1.1217,26.91,12.39,87.55,2987.858,9194.52,2171.37,-0.202076,40,0,605.78
29/09/2016,181.22,0.14994,1.1222,26.69,14.02,93.78,2998.483,9270.9,2151.13,-0.208389,41,0,604.8
30/09/2016,182.78,0.15006,1.1235,26.43,13.29,91.42,3004.703,9166.85,2168.27,-0.215052,39,0,604.69
03/10/2016,182.32,0.14995,1.1211,25.96,13.57,91.51,3004.703,9234.2,2161.2,-0.236348,42,56.8868,607.75
04/10/2016,181.48,0.14959,1.1204,23.4,13.63,89.94,3004.703,9287.77,2150.49,-0.243318,42,0,611.5
05/10/2016,182.66,0.14943,1.1205,23.58,12.99,89.88,3004.703,9272.28,2159.73,-0.250178,42,0,609.89
06/10/2016,182.52,0.14921,1.1151,22.84,12.84,89.86,3004.703,9284.31,2160.77,-0.256929,43,0,611.6
07/10/2016,182.22,0.14934,1.1201,23,13.48,90.86,3004.703,9265.81,2153.74,-0.263574,45,0,611.49
10/10/2016,183.12,0.14908,1.1139,23.16,13.38,90.66,3048.143,9265.81,2163.66,-0.282529,43,0,615.89
11/10/2016,181.2,0.1486,1.1054,22.58,15.36,95.43,3065.25,9219.82,2136.73,-0.288052,50,0,616.85
12/10/2016,181.37,0.1487,1.1007,23.07,15.91,102.02,3058.498,9252.6,2139.18,-0.29312,48,0,635.06
13/10/2016,180.84,0.14863,1.1056,23.49,16.69,103.4,3061.346,9219.17,2132.55,-0.297734,45,0,636.46
14/10/2016,181.29,0.14854,1.0972,22.99,16.12,101.01,3063.809,9165.17,2132.98,-0.301897,47,0,636.14
17/10/2016,180.72,0.14844,1.1,23.34,16.21,99.34,3041.167,9176.22,2126.5,-0.312565,45,0,640.35
18/10/2016,181.37,0.14855,1.0981,24.2,15.28,96.87,3083.875,9222.58,2139.6,-0.316685,44,0,638.25
19/10/2016,182,0.14867,1.0974,24.87,14.41,93.9,3084.719,9283.99,2144.29,-0.321237,45,0,636.16
20/10/2016,181.54,0.14838,1.0929,24.81,13.75,89.72,3084.458,9317.24,2141.34,-0.32622,42,0,630.77
21/10/2016,181.22,0.14792,1.0884,24.62,13.34,87.34,3090.941,9306.57,2141.16,-0.331637,41,0,629.04
24/10/2016,181.96,0.14767,1.0882,24.09,13.02,85.81,3128.247,9322.5,2151.33,-0.349808,47,0,655.56
25/10/2016,181.48,0.14784,1.0889,24.65,13.46,86.23,3131.939,9385.65,2143.16,-0.355581,45,0,651.25
26/10/2016,181.77,0.14771,1.0908,24.13,14.24,86.9,3116.312,9362.25,2139.43,-0.361098,48,0,655.96
27/10/2016,181.53,0.1474,1.0897,23.73,15.36,91.21,3112.35,9299.55,2133.04,-0.366361,51,0,672.09
28/10/2016,181.36,0.14763,1.0985,23.81,16.19,99.44,3104.271,9306.92,2126.41,-0.371372,54,0,684.04
31/10/2016,181.17,0.14779,1.0981,24.52,17.06,102.82,3100.492,9290.12,2126.15,-0.385966,55,0,703.02
01/11/2016,180.12,0.14794,1.1055,25.13,18.56,108.26,3122.436,9272.7,2111.72,-0.392104,58,0,696.93
02/11/2016,179.35,0.14815,1.1098,24.76,19.32,112.39,3102.732,9139.04,2097.94,-0.397446,55,0,724.98
03/11/2016,179.11,0.14807,1.1105,25.3,22.08,120.24,3128.936,9067.27,2088.66,-0.401994,57,0,737.57
04/11/2016,178.71,0.14793,1.1141,25.07,22.51,120.23,3125.317,9068.15,2085.18,-0.40575,54,0,700.3
07/11/2016,182.36,0.14735,1.1041,24.08,18.71,107.84,3133.333,9189.84,2131.52,-0.412428,49,0,710.15
08/11/2016,183.38,0.14741,1.1026,23.96,18.74,108.67,3147.887,9217.43,2139.56,-0.413334,51,0,706.17
09/11/2016,185.96,0.14691,1.091,24.59,14.38,96.14,3128.37,8943.2,2163.26,-0.413606,74,0,709.37
10/11/2016,188.13,0.14695,1.0893,22.75,14.74,102.67,3171.282,9152.18,2167.48,-0.413245,51,-1.7134,723.84
11/11/2016,188.47,0.14687,1.0855,20.92,14.17,97.22,3196.043,8957.76,2164.45,-0.41225,50,0,715.04
14/11/2016,188.77,0.14606,1.0737,21.12,14.48,98.22,3210.371,8940.4,2164.2,-0.404055,52,4.7936,699.59
15/11/2016,189.34,0.1458,1.0722,22.02,13.37,91.77,3206.986,8931.03,2180.39,-0.397712,53,0,704.46
16/11/2016,188.98,0.14552,1.0691,21.84,13.72,92.45,3205.057,8962.22,2176.94,-0.389328,55,0,710.89
17/11/2016,189.3,0.14511,1.0626,21.3,13.35,87.58,3208.452,8995.26,2187.12,-0.378899,58,1.8391,735.22
18/11/2016,188.46,0.14518,1.0588,21.05,12.85,86.4,3192.856,9008.79,2181.9,-0.366422,59,0,742.43
21/11/2016,189.34,0.14512,1.063,21.48,12.42,80.75,3218.148,9041.11,2198.18,-0.316854,53,0,732.5
22/11/2016,190.02,0.14517,1.0627,21.56,12.41,83.4,3248.352,9133.39,2202.94,-0.296521,55,0,737.09
23/11/2016,190.59,0.14462,1.0553,20.5,12.43,82.45,3241.137,9178.23,2204.72,-0.274306,59,0,746.57
24/11/2016,190.59,0.14448,1.0554,20.5,12.43,82.45,3241.736,9152.11,2204.72,-0.250201,58,0,744.14
25/11/2016,191.3,0.14471,1.0589,20.61,12.34,82.65,3261.938,9159.07,2213.35,-0.224199,52,0,739.13
28/11/2016,190.78,0.14491,1.0614,21.4,13.15,86.17,3277,9222.24,2201.72,-0.135402,55,0,731.18
29/11/2016,191.19,0.14525,1.065,21.23,12.9,86.28,3282.924,9192.38,2204.66,-0.103077,57,0,734.59
30/11/2016,191.4,0.14498,1.0589,20.83,13.33,88.99,3250.035,9240.71,2198.81,-0.0694851,52,0,733.73
01/12/2016,191.9,0.14544,1.0661,20.66,14.07,97.79,3273.309,9263.53,2191.08,-0.0346165,58,0,741.46
02/12/2016,191.74,0.14556,1.0664,21.37,14.12,98.07,3243.843,9189.49,2191.95,-0.00204585,61,0,751.36
05/12/2016,192.22,0.14578,1.0764,21.33,12.14,88.88,3204.709,9160.66,2204.71,0.0824778,60,0,766.83
06/12/2016,192.49,0.14542,1.0718,21.2,11.79,88.12,3199.647,9250.77,2212.23,0.106957,54,0,759.51
07/12/2016,195.48,0.14534,1.0753,21.44,12.22,89.11,3222.242,9263.89,2241.35,0.129686,57,0,758.61
08/12/2016,196.28,0.14484,1.0615,21.46,12.64,91.27,3215.366,9375.86,2246.19,0.150671,59,0,762.9
09/12/2016,197.69,0.14474,1.0561,20.67,11.75,89.4,3232.884,9392.68,2259.53,0.169919,57,0.4939,767.16
12/12/2016,198.08,0.14495,1.0635,20.75,12.64,91.87,3152.97,9349.94,2256.96,0.217493,56,1.4774,770.1
13/12/2016,199.23,0.14505,1.0626,21.04,12.72,93.32,3155.037,9382.14,2271.72,0.23024,59,0,777
14/12/2016,198.14,0.1447,1.0536,19.89,13.19,96.82,3140.531,9368.52,2253.28,0.241471,57,0,779.25
15/12/2016,198.66,0.14422,1.0414,18.99,12.79,93.08,3117.677,9360.35,2262.03,0.251189,53,0,776.06
16/12/2016,198.19,0.14347,1.0451,19.08,12.2,93.79,3122.981,9326.78,2258.07,0.259398,54,0,775.71
19/12/2016,198.6,0.14441,1.0402,19.08,11.71,90.51,3118.085,9239.32,2262.53,0.274516,58,0,787.43
20/12/2016,199.42,0.144,1.0388,19.13,11.45,88.26,3102.876,9242.41,2270.76,0.275757,59,0,788.95
21/12/2016,199.16,0.14409,1.0424,19.09,11.27,87.97,3137.43,9204.26,2265.18,0.275022,72,0,795.33
22/12/2016,198.97,0.14387,1.0437,19.07,11.43,89.72,3139.558,9118.75,2260.96,0.272309,85,0,820.84
23/12/2016,199.05,0.14388,1.0456,19.34,11.44,87.64,3110.154,9078.64,2263.79,0.267618,96,0,853.03
26/12/2016,199.05,0.14391,1.0455,19.34,11.44,87.64,3122.569,9110.54,2263.79,0.241204,76,0,882.56
27/12/2016,199.21,0.14375,1.0457,19.87,11.99,86.37,3114.664,9109.27,2268.88,0.227667,81,0,898.76
28/12/2016,198.08,0.14335,1.0413,20.24,12.95,89.17,3102.236,9201.4,2249.92,0.211682,96,0,920.99
29/12/2016,197.99,0.14393,1.049,21.75,13.37,88.87,3096.097,9153.09,2249.26,0.193243,95,0,963.09
30/12/2016,197.51,0.14388,1.0517,20.92,14.04,91.6,3103.637,9253.5,2238.83,0.172346,84,0,966.43
02/01/2017,197.51,0.14376,1.0455,20.92,14.04,91.6,3103.637,9253.5,2238.83,0.0979825,23,0,987.1
03/01/2017,198.42,0.14385,1.0405,21.76,12.85,85.37,3135.921,9272.88,2257.83,0.0734817,21,0,1013.31
04/01/2017,199.15,0.14504,1.0489,21.92,11.85,82.27,3158.794,9286.96,2270.75,0.0496369,24,0,1025.67
05/01/2017,198.75,0.14547,1.0607,23.2,11.67,81.33,3165.411,9358.14,2269,0.026441,29,1.379,1106.48
06/01/2017,199.51,0.14424,1.0532,22.39,11.32,80.59,3154.321,9372.22,2276.98,0.00388668,26,0,1007.97
09/01/2017,198.76,0.14416,1.0574,22.46,11.56,83.47,3171.236,9342.42,2268.9,-0.0602781,19,0,910.66
10/01/2017,198.4,0.14435,1.0554,22.62,11.49,86.36,3161.671,9349.64,2268.9,-0.0809012,18,0,894.62
11/01/2017,199.33,0.14471,1.0582,22.57,11.26,86.72,3136.754,9345.74,2275.32,-0.1012,20,0,901.46
12/01/2017,198.75,0.14515,1.0613,22.62,11.54,90.44,3119.289,9410.18,2270.44,-0.12118,21,0,807.68
13/01/2017,198.7,0.14506,1.0643,22.74,11.23,92.9,3112.764,9378.83,2274.64,-0.140847,17,0,793.43
16/01/2017,198.7,0.14506,1.0601,22.74,11.23,92.9,3103.428,9292.33,2274.64,-0.197391,14,4.2506,818.34
17/01/2017,198.09,0.14613,1.0713,23.36,11.87,92.39,3108.775,9354.53,2267.89,-0.214577,16,0,826.96
18/01/2017,197.95,0.14546,1.063,23.01,12.48,87.06,3113.012,9341.97,2271.89,-0.230835,15,0,885.11
19/01/2017,197.28,0.1453,1.0664,22.88,12.78,86.84,3101.299,9318.12,2263.69,-0.246169,15,0,883.08
20/01/2017,197.96,0.14551,1.0703,23.12,11.54,83.63,3123.139,9331.46,2271.31,-0.260584,14,-1.1944,895.72
23/01/2017,197.78,0.14635,1.0765,23.81,11.77,84.51,3136.775,9424.05,2265.2,-0.299198,14,0,918.69
24/01/2017,198.84,0.14599,1.0731,23.83,11.07,79.05,3142.553,9447.95,2280.07,-0.311664,14,1.2827,915.75
25/01/2017,200.42,0.14569,1.0748,23.47,10.81,78.66,3149.554,9447.95,2298.37,-0.324076,13,0,895.6
26/01/2017,200.72,0.14543,1.0682,22.87,10.63,79.65,3159.166,9447.95,2296.68,-0.336435,13,0,893.13
27/01/2017,200.63,0.145,1.0699,23.22,10.58,83.63,3159.166,9447.95,2294.69,-0.348747,13,0,909.53
