#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,Lumber prices,WTI Oil
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)"
07/04/2017,206.38,0.14482,1.0591,1.351648352,#N/A,#N/A,#N/A,399.6,52.24
10/04/2017,206.39,0.14481,1.0596,1.373626374,#N/A,#N/A,#N/A,393.8,53.08
11/04/2017,206.33,0.14499,1.0605,1.384835165,#N/A,#N/A,#N/A,403.5,53.4
12/04/2017,205.67,0.14537,1.0665,1.384725275,#N/A,#N/A,#N/A,393.5,53.11
13/04/2017,204.37,0.14529,1.0613,1.318791209,#N/A,#N/A,#N/A,385,53.18
14/04/2017,204.37,0.14536,1.0618,1.318791209,#N/A,#N/A,#N/A,385,53.18
17/04/2017,206.17,0.1454,1.0643,1.351648352,#N/A,#N/A,#N/A,386.7,52.742
18/04/2017,205.08,0.14547,1.073,1.386043956,#N/A,#N/A,#N/A,385,52.586
19/04/2017,203.85,0.14537,1.0711,1.379120879,#N/A,#N/A,#N/A,387.4,50.686
20/04/2017,205.7,0.14541,1.0717,1.410989011,#N/A,#N/A,#N/A,388.8,50.622
21/04/2017,205.25,0.14512,1.0728,1.39010989,#N/A,#N/A,#N/A,398.5,49.62
24/04/2017,207.38,0.14533,1.0868,1.400549451,#N/A,#N/A,#N/A,395.1,49.23
25/04/2017,209.68,0.14522,1.0926,1.413186813,#N/A,#N/A,#N/A,392.9,49.56
26/04/2017,209.47,0.14524,1.0904,1.472527473,#N/A,#N/A,#N/A,385,49.62
27/04/2017,209.56,0.14509,1.0873,1.56043956,#N/A,#N/A,#N/A,386,48.97
28/04/2017,209.08,0.14519,1.0895,1.513186813,#N/A,#N/A,#N/A,386.1,49.33
01/05/2017,208.92,0.14498,1.0899,1.697692308,#N/A,#N/A,#N/A,392.2,48.84
02/05/2017,209.13,0.14518,1.093,1.652747253,#N/A,#N/A,#N/A,390.8,47.66
03/05/2017,209.22,0.1451,1.0886,1.82967033,#N/A,#N/A,#N/A,390.1,47.82
04/05/2017,209.19,0.14509,1.0985,1.868131868,#N/A,#N/A,#N/A,395.1,45.52
05/05/2017,209.77,0.1451,1.0998,2.010989011,#N/A,#N/A,#N/A,388.8,46.22
08/05/2017,209.92,0.14492,1.0924,2.197802198,#N/A,#N/A,#N/A,387.5,46.43
09/05/2017,209.62,0.14481,1.0874,2.56043956,#N/A,#N/A,#N/A,384.4,45.88
10/05/2017,209.48,0.14487,1.0868,2.417582418,#N/A,#N/A,#N/A,374.4,47.33
11/05/2017,209.28,0.14501,1.0861,2.351648352,#N/A,#N/A,#N/A,372.6,47.83
12/05/2017,209.01,0.14514,1.0931,2.065934066,#N/A,#N/A,#N/A,364.2,47.84
15/05/2017,209.93,0.14532,1.0975,2.197802198,#N/A,#N/A,#N/A,373.4,48.85
16/05/2017,209.95,0.14554,1.1083,2.252747253,#N/A,#N/A,#N/A,371.7,48.66
17/05/2017,206.47,0.1456,1.1159,2.324175824,#N/A,#N/A,#N/A,373.7,49.138
18/05/2017,206.96,0.14555,1.1103,2.362637363,#N/A,#N/A,#N/A,367.7,49.474
19/05/2017,207.77,0.14567,1.1206,2.406593407,#N/A,#N/A,#N/A,363,50.534
22/05/2017,208.65,0.14566,1.1237,2.648351648,#N/A,#N/A,#N/A,363.3,51.05
23/05/2017,209.12,0.14557,1.1183,3.230769231,#N/A,#N/A,#N/A,362.7,51.47
24/05/2017,209.82,0.14558,1.1219,4.56043956,#N/A,#N/A,#N/A,361.6,51.36
25/05/2017,210.58,0.14579,1.121,5.241758242,#N/A,#N/A,#N/A,353,48.9
26/05/2017,210.54,0.14584,1.1183,4.450549451,#N/A,#N/A,#N/A,354.2,49.8
29/05/2017,210.54,0.1459,1.1164,4.450549451,#N/A,#N/A,#N/A,354.2,49.8
30/05/2017,210.21,0.14602,1.1186,4.692307692,#N/A,#N/A,#N/A,346.8,49.66
31/05/2017,210,0.14663,1.1244,5.319230769,#N/A,#N/A,#N/A,345.1,48.32
01/06/2017,211.4,0.14695,1.1213,5.623626374,#N/A,#N/A,#N/A,353.2,48.36
02/06/2017,211.91,0.14708,1.1279,5.494505495,#N/A,#N/A,#N/A,353.5,47.66
05/06/2017,211.86,0.14704,1.1254,5.67032967,#N/A,#N/A,#N/A,351.6,47.4
06/06/2017,211.37,0.14746,1.1277,6.004945055,#N/A,#N/A,#N/A,355,48.19
07/06/2017,211.72,0.14741,1.1257,5.802197802,#N/A,#N/A,#N/A,357.9,45.72
08/06/2017,211.86,0.14718,1.1214,5.32967033,#N/A,#N/A,#N/A,363.6,45.64
09/06/2017,212.67,0.14723,1.1195,5,#N/A,#N/A,#N/A,364.4,45.83
12/06/2017,212.4,0.14713,1.1203,4.250659341,#N/A,#N/A,#N/A,370.2,46.08
13/06/2017,213.37,0.14724,1.1211,4.376373626,#N/A,#N/A,#N/A,368.9,46.46
14/06/2017,213.84,0.14736,1.1218,3.846153846,#N/A,#N/A,#N/A,368,44.73
15/06/2017,213.69,0.14702,1.1145,4.203296703,#N/A,#N/A,#N/A,365.5,44.504
16/06/2017,213.56,0.1471,1.1198,4.395604396,#N/A,#N/A,#N/A,363.4,44.832
19/06/2017,214.92,0.14693,1.1149,4.659340659,#N/A,#N/A,#N/A,368.2,44.338
20/06/2017,214.4,0.14684,1.1134,5.054835165,#N/A,#N/A,#N/A,363.6,43.454
21/06/2017,213.89,0.1467,1.1168,4.78021978,#N/A,#N/A,#N/A,360.1,42.53
22/06/2017,213.73,0.14655,1.1152,4.660824176,#N/A,#N/A,#N/A,363,42.74
23/06/2017,213.74,0.14666,1.1194,4.816483516,#N/A,#N/A,#N/A,363.7,43.01
26/06/2017,213.87,0.14653,1.1182,4.305494505,#N/A,#N/A,#N/A,360.9,43.38
27/06/2017,212.93,0.14682,1.1339,4.35989011,#N/A,#N/A,#N/A,353.6,44.24
28/06/2017,214.24,0.14702,1.1378,4.527472527,#N/A,#N/A,#N/A,342.5,44.74
29/06/2017,212.61,0.14744,1.1441,4.395604396,#N/A,#N/A,#N/A,352.5,44.93
30/06/2017,213.24,0.1475,1.1426,4.285714286,#N/A,#N/A,#N/A,356.1,46.04
03/07/2017,214.49,0.14736,1.1364,4.43956044,#N/A,#N/A,#N/A,357.7,47.07
04/07/2017,214.49,0.14706,1.1346,4.43956044,#N/A,#N/A,#N/A,357.7,47.07
05/07/2017,214.58,0.14729,1.1352,4.476373626,#N/A,#N/A,#N/A,354.4,45.13
06/07/2017,213.14,0.14729,1.1423,4.395604396,#N/A,#N/A,#N/A,352.8,45.52
07/07/2017,214.05,0.14706,1.1401,4.318791209,#N/A,#N/A,#N/A,352.8,44.23
10/07/2017,213.99,0.14716,1.1399,4.230769231,#N/A,#N/A,#N/A,360.2,44.4
11/07/2017,213.98,0.14727,1.1467,4.131868132,#N/A,#N/A,#N/A,369.1,45.04
12/07/2017,215.23,0.14744,1.1412,4.394615385,#N/A,#N/A,#N/A,371.2,45.49
13/07/2017,215.46,0.14746,1.1398,4.302197802,#N/A,#N/A,#N/A,367.4,46.08
14/07/2017,216.26,0.14794,1.147,4.120879121,#N/A,#N/A,#N/A,377.3,46.54
17/07/2017,216.22,0.14804,1.1478,3.802197802,#N/A,#N/A,#N/A,387.3,46.062
18/07/2017,215.7,0.14826,1.1554,4.153846154,#N/A,#N/A,#N/A,385.5,46.476
19/07/2017,216.32,0.14814,1.1515,3.934065934,#N/A,#N/A,#N/A,388.8,47.24
20/07/2017,216.19,0.14822,1.1631,4.286263736,#N/A,#N/A,#N/A,388.6,46.894
21/07/2017,215.53,0.14824,1.1663,4.351648352,#N/A,#N/A,#N/A,386.7,45.77
24/07/2017,215.09,0.14841,1.1642,4.593406593,#N/A,#N/A,#N/A,378.9,46.34
25/07/2017,215.86,0.14812,1.1647,4.43956044,#N/A,#N/A,#N/A,377.2,47.89
26/07/2017,216.81,0.14836,1.1734,4.401098901,#N/A,#N/A,#N/A,377.5,48.75
27/07/2017,217.72,0.14842,1.1677,4.450549451,#N/A,#N/A,#N/A,381.4,49.04
28/07/2017,218.02,0.14852,1.1751,4.615384615,#N/A,#N/A,#N/A,377.7,49.71
31/07/2017,218.7,0.14877,1.1842,4.615384615,#N/A,#N/A,#N/A,378.3,50.17
01/08/2017,219.37,0.14878,1.1802,4.659340659,#N/A,#N/A,#N/A,380.9,49.16
02/08/2017,219.89,0.14885,1.1856,4.869230769,#N/A,#N/A,#N/A,384.7,49.59
03/08/2017,220.06,0.14879,1.187,5.186813187,#N/A,#N/A,#N/A,383.8,49.03
04/08/2017,220.57,0.14886,1.1773,5.21978022,#N/A,#N/A,#N/A,373.8,49.58
07/08/2017,220.85,0.14887,1.1795,5.923076923,#N/A,#N/A,#N/A,367.6,49.39
08/08/2017,220.69,0.14919,1.1752,5.813186813,#N/A,#N/A,#N/A,368,49.17
09/08/2017,220.5,0.14969,1.1759,5.714285714,#N/A,#N/A,0.1848,368,49.56
10/08/2017,218.6,0.15032,1.1772,6.153846154,#N/A,#N/A,0.185,365.5,48.59
11/08/2017,218.7,0.15014,1.1821,6.775274725,#N/A,#N/A,0.1796,365.4,48.82
14/08/2017,219.97,0.14991,1.178,8.131868132,#N/A,#N/A,0.1684,370.3,47.59
15/08/2017,220.16,0.14975,1.1735,7.527582418,#N/A,#N/A,0.1565,373.6,47.55
16/08/2017,220.47,0.14978,1.1767,8.054945055,#N/A,#N/A,0.1561,370.3,46.78
17/08/2017,217.81,0.14986,1.1723,8.164835165,#N/A,#N/A,0.1581,371.3,47.12
18/08/2017,216.53,0.15001,1.1761,7.73077033,#N/A,#N/A,0.1577,366.3,48.57
21/08/2017,216.74,0.15018,1.1815,7.681318681,#N/A,#N/A,0.1595,365.3,47.466
22/08/2017,218.69,0.15006,1.1762,7.887362637,#N/A,#N/A,0.1972,367.6,47.792
23/08/2017,217.92,0.15007,1.1807,8.021978022,#N/A,#N/A,0.2925,365.9,48.41
24/08/2017,217.66,0.15024,1.1799,8.241758242,#N/A,#N/A,0.2818,373.9,47.43
25/08/2017,218.04,0.15045,1.1924,8.296703297,#N/A,#N/A,0.2184,372,47.87
28/08/2017,217.94,0.1511,1.1979,8.42032967,#N/A,#N/A,0.1967,380.1,46.57
29/08/2017,218.59,0.15127,1.1972,9.153736264,#N/A,#N/A,0.2229,376.3,46.44
30/08/2017,218.93,0.1515,1.1884,10.18681319,#N/A,#N/A,0.2246,366.3,45.96
31/08/2017,219.52,0.1516,1.191,11.04395604,#N/A,#N/A,0.2429,371.8,47.23
01/09/2017,219.92,0.15245,1.186,8.791208791,#N/A,#N/A,0.2523,374.2,47.29
04/09/2017,219.92,0.15315,1.1896,8.791208791,#N/A,#N/A,0.2031,374.2,47.29
05/09/2017,217.67,0.15298,1.1914,8.516483516,#N/A,#N/A,0.2151,384.2,48.66
06/09/2017,218.25,0.15311,1.1917,9.123626374,#N/A,#N/A,0.2282,379.3,49.16
07/09/2017,218.11,0.15415,1.2023,8.681318681,#N/A,#N/A,0.229,382.9,49.09
08/09/2017,218.24,0.15394,1.2036,7.901318681,#N/A,#N/A,0.2128,388.1,47.48
11/09/2017,220.76,0.15312,1.1953,7.582417582,#N/A,#N/A,0.221,378.1,48.07
12/09/2017,221.42,0.15316,1.1967,7.637362637,#N/A,#N/A,0.2194,376.1,48.23
13/09/2017,221.76,0.15277,1.1885,6.21978022,#N/A,#N/A,0.1926,378.9,49.3
14/09/2017,222.32,0.15284,1.1919,5.696483516,#N/A,#N/A,0.1805,378.9,49.89
15/09/2017,222.45,0.15285,1.1945,6.923131868,#N/A,#N/A,0.1791,379.2,50
18/09/2017,223.16,0.15232,1.1954,8.186593407,#N/A,#N/A,0.192,379.2,50.086
19/09/2017,223.58,0.15227,1.1994,7.747252747,#N/A,#N/A,0.1869,381.8,49.732
20/09/2017,223.9,0.15202,1.1892,7.802197802,#N/A,#N/A,0.1878,390,50.634
21/09/2017,223.47,0.15237,1.1941,7.197912088,#N/A,#N/A,0.182,388.4,50.55
22/09/2017,223.2,0.15186,1.1951,7.285714286,#N/A,#N/A,0.1708,393.1,50.66
25/09/2017,222.82,0.15123,1.1848,7.583516484,#N/A,#N/A,0.1828,390,52.22
26/09/2017,222.69,0.15087,1.1793,7.60989011,#N/A,#N/A,0.1852,388.9,51.88
27/09/2017,223.12,0.15073,1.1745,8.126373626,#N/A,#N/A,0.2103,393.5,52.14
28/09/2017,223.6,0.1504,1.1786,7.862637363,#N/A,#N/A,0.1997,402.4,51.56
29/09/2017,223.82,0.15075,1.1814,7.714285714,#N/A,#N/A,0.1982,402.2,51.67
02/10/2017,225.24,0.15008,1.1733,7.807802198,#N/A,#N/A,0.203,406.8,50.58
03/10/2017,226.24,0.15036,1.1744,7.538461538,#N/A,#N/A,0.1989,410.4,50.42
04/10/2017,226.41,0.15073,1.1759,7.523351648,#N/A,#N/A,0.2051,408.8,49.98
05/10/2017,227.64,0.15057,1.1711,7.648351648,#N/A,#N/A,0.2288,408.9,50.79
06/10/2017,227.55,0.15064,1.173,7.56043956,#N/A,#N/A,0.2404,412.1,49.29
09/10/2017,227.53,0.15104,1.174,7.667582418,#N/A,#N/A,0.2743,413.7,49.58
10/10/2017,228.26,0.15197,1.1808,7.356373626,#N/A,#N/A,0.2569,407.3,50.92
11/10/2017,228.61,0.15214,1.1859,6.868351648,#N/A,#N/A,0.2606,409.2,51.3
12/10/2017,228.33,0.152,1.183,7.457472527,#N/A,#N/A,0.2585,417.2,50.6
13/10/2017,228.73,0.15215,1.182,7.442857143,#N/A,#N/A,0.2509,424.3,51.45
16/10/2017,229.45,0.15178,1.1796,7.208791209,#N/A,#N/A,0.2902,429.8,51.87
17/10/2017,229.85,0.15155,1.1766,7.383516484,#N/A,#N/A,0.2539,428.5,51.926
18/10/2017,231.46,0.15136,1.1787,7.32043956,#N/A,#N/A,0.2168,423.7,52.128
19/10/2017,231.65,0.15154,1.1852,7.429450549,#N/A,#N/A,0.2073,426.7,51.422
20/10/2017,233.13,0.1511,1.1784,7.71989011,#N/A,#N/A,0.2143,427.5,51.766
23/10/2017,232.65,0.15098,1.1749,7.56043956,#N/A,#N/A,0.1872,435.6,51.9
24/10/2017,234.29,0.15076,1.1761,7.472527473,#N/A,#N/A,0.2127,433.7,52.47
25/10/2017,233.16,0.1506,1.1813,7.43956044,#N/A,#N/A,0.1994,432.6,52.18
26/10/2017,233.85,0.1505,1.1651,7.68956044,#N/A,#N/A,0.2034,435.3,52.64
27/10/2017,234.17,0.15056,1.1608,7.489010989,#N/A,#N/A,0.2006,444.2,53.9
30/10/2017,233.33,0.15075,1.1651,7.978021978,#N/A,#N/A,0.2026,438.7,54.15
31/10/2017,233.63,0.15082,1.1646,9.102857143,#N/A,#N/A,0.2009,444,54.38
01/11/2017,234.19,0.15131,1.1619,9.318681319,#N/A,#N/A,0.1978,453.6,54.3
02/11/2017,234.96,0.15141,1.1658,10.18681319,#N/A,#N/A,0.1907,443.6,54.54
03/11/2017,235.18,0.15089,1.1608,10.43956044,#N/A,#N/A,0.2083,439.6,55.64
06/11/2017,235.41,0.1512,1.161,10.15395604,#N/A,#N/A,0.203,449.6,57.35
07/11/2017,235.42,0.15075,1.1587,9.879120879,#N/A,#N/A,0.2018,457.1,57.2
08/11/2017,235.46,0.15102,1.1595,10.12087912,#N/A,#N/A,0.2103,455.8,56.81
09/11/2017,234.72,0.15058,1.1642,10.17857143,#N/A,#N/A,0.2175,455.4,57.17
10/11/2017,234.43,0.15061,1.1665,9.67032967,#N/A,#N/A,0.2073,459.6,56.74
13/11/2017,234.66,0.15057,1.1667,9.417582418,#N/A,#N/A,0.1993,456.3,56.76
14/11/2017,234.28,0.15085,1.1798,8.791208791,#N/A,#N/A,0.2035,452.5,55.7
15/11/2017,232.96,0.15095,1.1791,9.56043956,#N/A,#N/A,0.207,449.4,55.368
16/11/2017,234.91,0.15106,1.177,9.923021978,#N/A,#N/A,0.2445,449.7,55.224
17/11/2017,233.39,0.15099,1.179,9.950549451,#N/A,#N/A,0.228,439.7,56.646
20/11/2017,234.15,0.15068,1.1733,10.54945055,#N/A,#N/A,0.2411,429.7,56.354
21/11/2017,235.73,0.15089,1.1738,10.67252747,#N/A,#N/A,0.2366,431.3,56.83
22/11/2017,235.17,0.15144,1.1822,10.93406593,#N/A,#N/A,0.2344,427.5,58.02
23/11/2017,235.17,0.15196,1.1851,10.93406593,#N/A,#N/A,0.242,427.5,58.02
24/11/2017,235.47,0.1519,1.1933,11.80230769,#N/A,#N/A,0.2376,420.7,58.95
27/11/2017,235.73,0.15166,1.1898,14.6043956,#N/A,#N/A,0.2466,416.2,58.11
28/11/2017,238.34,0.15145,1.184,16.15395604,#N/A,#N/A,0.262,426.2,57.99
29/11/2017,239.42,0.15137,1.1847,17.17582418,#N/A,#N/A,0.2628,421.8,57.3
30/11/2017,242.84,0.15143,1.1904,16.71428571,#N/A,#N/A,0.2234,427.7,57.4
01/12/2017,242.45,0.15168,1.1896,18.2967033,#N/A,#N/A,0.2435,435.4,58.36
04/12/2017,243.11,0.15135,1.1866,20.05489011,#N/A,#N/A,0.2424,432.5,57.47
05/12/2017,242.01,0.15125,1.1826,17.29538462,#N/A,#N/A,0.2392,422.5,57.62
06/12/2017,241.62,0.15124,1.1796,18.37362637,#N/A,#N/A,0.2306,424.4,55.96
07/12/2017,242.36,0.15117,1.1773,20.00010989,#N/A,#N/A,0.21,425.9,56.69
08/12/2017,243.62,0.15111,1.1773,18.13076923,#N/A,#N/A,0.2283,429.7,57.36
11/12/2017,244.17,0.15124,1.1769,20.33230769,#N/A,#N/A,0.2421,429.9,57.99
12/12/2017,245.44,0.15105,1.1742,24.97802198,#N/A,#N/A,0.277,423.5,57.14
13/12/2017,246.3,0.15134,1.1826,25.65934066,#N/A,#N/A,0.4703,421.1,56.6
14/12/2017,245.57,0.15144,1.1778,26.09879121,#N/A,#N/A,0.6636,430.7,57.048
15/12/2017,246.25,0.15141,1.1749,29.65934066,#N/A,#N/A,0.7936,431.9,57.312
18/12/2017,247.79,0.15126,1.1782,38.05494505,#N/A,#N/A,0.7176,434.9,57.196
19/12/2017,247.4,0.15148,1.184,33.19769231,#N/A,#N/A,0.7576,431.2,57.54
20/12/2017,247.07,0.15231,1.1871,26.18675824,#N/A,#N/A,0.7083,430.6,58.09
21/12/2017,247.66,0.15221,1.1874,19.47252747,#N/A,#N/A,0.9707,435.9,58.36
22/12/2017,247.4,0.1523,1.1862,21.86813187,#N/A,#N/A,0.8667,442.8,58.47
25/12/2017,247.4,0.15291,1.187,21.86813187,#N/A,#N/A,0.9659,442.8,58.47
26/12/2017,247.25,0.15281,1.1858,25.93406593,#N/A,#N/A,0.9898,444.4,59.97
27/12/2017,247.48,0.15251,1.1888,23.62637363,#N/A,#N/A,1.1285,444.4,59.64
28/12/2017,248.13,0.15302,1.1943,21.28571429,#N/A,#N/A,1.2501,444.1,59.84
29/12/2017,247.38,0.15356,1.2005,22.15384615,#N/A,#N/A,1.6155,441.9,60.42
01/01/2018,247.38,0.15369,1.2012,22.15384615,#N/A,#N/A,1.8978,441.9,60.42
02/01/2018,248.02,0.15392,1.2059,24.85164835,#N/A,#N/A,2.1135,449.5,60.37
03/01/2018,248.95,0.15378,1.2015,24.78021978,#N/A,#N/A,2.5889,452.6,61.63
04/01/2018,250.6,0.154,1.2068,24.21978022,#N/A,#N/A,3.0427,454.1,62.01
05/01/2018,252.72,0.15411,1.2029,25.69098901,#N/A,#N/A,2.5882,459.1,61.44
08/01/2018,252.59,0.15384,1.1967,24.2278022,#N/A,#N/A,2.2761,459.9,61.73
09/01/2018,253.82,0.15297,1.1937,23.73626374,#N/A,#N/A,2.2876,456.7,62.96
10/01/2018,253.62,0.15364,1.1948,21.54945055,#N/A,#N/A,1.8919,460.7,63.57
11/01/2018,255.61,0.15394,1.2032,18.76928571,#N/A,#N/A,2.1421,463.8,63.8
12/01/2018,257.91,0.155,1.2202,21.64835165,#N/A,#N/A,1.9979,466.1,64.3
15/01/2018,257.91,0.15533,1.2264,21.64835165,#N/A,#N/A,1.8091,466.1,64.3
16/01/2018,257.81,0.15508,1.226,19.07692308,#N/A,#N/A,1.3589,474.7,63.73
17/01/2018,261.08,0.15544,1.2186,17.97802198,#N/A,#N/A,0.9146,476.4,63.96
18/01/2018,260.16,0.15573,1.2238,20.40659341,#N/A,#N/A,1.6247,479.5,63.926
19/01/2018,260.54,0.15611,1.2222,19.4289011,#N/A,#N/A,1.5926,429.8,63.334
22/01/2018,261.98,0.15613,1.2262,18.52747253,#N/A,#N/A,1.1902,428.9,63.554
23/01/2018,261.87,0.15614,1.2299,18.16098901,#N/A,#N/A,1.3302,471.9,64.47
24/01/2018,262.57,0.15702,1.2408,18.3521978,#N/A,#N/A,1.338,472.9,65.61
25/01/2018,263.75,0.1581,1.2396,18.51648352,#N/A,#N/A,1.2991,478,65.51
26/01/2018,265.91,0.15833,1.2427,18.07692308,#N/A,#N/A,1.2174,487.3,66.14
29/01/2018,264.16,0.1578,1.2383,19.14,#N/A,#N/A,1.286,477.8,65.56
30/01/2018,260.62,0.15813,1.2402,17.51,#N/A,#N/A,1.1659,467.8,64.5
31/01/2018,261.44,0.15902,1.2414,15.59,#N/A,#N/A,1.0972,470.9,64.73
01/02/2018,261.62,0.15865,1.251,13.11,#N/A,#N/A,0.9953,475.1,65.8
02/02/2018,254.93,0.15863,1.2463,12,#N/A,#N/A,0.8928,483.7,65.45
05/02/2018,243.27,0.15901,1.2367,10.05,#N/A,#N/A,0.7098,477.9,64.15
06/02/2018,248.96,0.15912,1.2377,12.31,#N/A,#N/A,0.7172,484,63.39
07/02/2018,248.76,0.15951,1.2264,13.69,#N/A,#N/A,0.7799,493.7,61.79
08/02/2018,238.67,0.15804,1.2247,13.945,#N/A,#N/A,0.7523,491.9,61.15
09/02/2018,242.03,0.15901,1.2252,14.34,#N/A,#N/A,0.8833,483,59.2
12/02/2018,246.17,0.15786,1.2292,14.87,#N/A,#N/A,1.0258,485.5,59.29
13/02/2018,246.57,0.15769,1.2352,14.39,#N/A,#N/A,0.9842,491.5,59.19
14/02/2018,249.3,0.15753,1.2451,16.44,#N/A,#N/A,1.0413,500.6,60.582
15/02/2018,252.5,0.15752,1.2506,18.64,#N/A,#N/A,1.1025,500.7,61.272
16/02/2018,251.96,0.15758,1.2406,17.76,#N/A,#N/A,1.1087,507.8,61.602
19/02/2018,251.96,0.15753,1.2407,17.76,#N/A,#N/A,1.1248,507.8,61.602
20/02/2018,249.35,0.15767,1.2337,19.99,#N/A,#N/A,1.0901,516.8,61.812
21/02/2018,247.72,0.15742,1.2284,17.86,#N/A,#N/A,0.9695,526.4,61.68
22/02/2018,249.49,0.15751,1.233,16.92,#N/A,#N/A,0.8949,515.9,62.77
23/02/2018,252.91,0.15784,1.2295,17.21,#N/A,#N/A,0.9589,515.4,63.55
26/02/2018,256.92,0.15833,1.2317,17.82,#N/A,#N/A,0.9323,515.1,63.91
27/02/2018,253.96,0.15833,1.2233,18.16,#N/A,#N/A,0.927,523,63.01
28/02/2018,250.2,0.15795,1.2194,17.83,#N/A,#N/A,0.9048,501.7,61.64
01/03/2018,245.98,0.15728,1.2267,18.1,#N/A,#N/A,0.9174,491.7,60.99
02/03/2018,245.35,0.15751,1.2317,18,#N/A,#N/A,0.8907,483.8,61.25
05/03/2018,248.84,0.15751,1.2336,18.6101,#N/A,#N/A,1.0435,479.5,62.57
06/03/2018,248.84,0.15847,1.2404,17.1599,#N/A,#N/A,0.9265,488.6,62.6
07/03/2018,248.11,0.15808,1.2411,15.74,#N/A,#N/A,0.8939,478.6,61.15
08/03/2018,249.14,0.15771,1.2312,15.74,#N/A,#N/A,0.8457,477,60.12
09/03/2018,253.56,0.15787,1.2307,14.9899,#N/A,#N/A,0.8142,483.4,62.04
12/03/2018,251.96,0.15798,1.2334,15.16,#N/A,#N/A,0.7867,486.4,61.36
13/03/2018,250.22,0.1582,1.239,14.8,#N/A,#N/A,0.7674,485.2,60.71
14/03/2018,247.88,0.15828,1.2368,13.305,#N/A,#N/A,0.7339,484.4,60.96
15/03/2018,249,0.1582,1.2305,13.46,#N/A,#N/A,0.6668,494.4,61.202
16/03/2018,249.1,0.15786,1.229,14.23,#N/A,#N/A,0.6986,489.1,62.368
19/03/2018,245.91,0.15786,1.2335,13.6,#N/A,#N/A,0.6766,486.6,62.102
20/03/2018,247.1,0.15786,1.2242,14.6,#N/A,#N/A,0.6783,489.7,63.512
21/03/2018,246.62,0.15807,1.2338,14.75,#N/A,#N/A,0.6991,482.8,65.17
22/03/2018,239.36,0.15779,1.2302,14.09,#N/A,#N/A,0.6353,484.8,64.3
23/03/2018,235.13,0.15834,1.2353,13.72,#N/A,#N/A,0.6393,487.6,65.88
26/03/2018,241.82,0.15902,1.2444,12.61,#N/A,#N/A,0.5906,497.1,65.55
27/03/2018,238.29,0.15915,1.2403,11.95,#N/A,#N/A,0.5866,505.9,65.25
28/03/2018,238.28,0.15878,1.2308,11.28,#N/A,#N/A,0.5716,505.9,64.38
29/03/2018,241.4,0.15898,1.23,10.49,#N/A,#N/A,0.5231,515.7,64.94
30/03/2018,241.4,0.15896,1.2324,10.49,#N/A,#N/A,0.4893,515.7,64.94
02/04/2018,236.15,0.15933,1.2302,11.19,#N/A,#N/A,0.4855,512.7,63.01
03/04/2018,240.15,0.159,1.227,12.67,#N/A,#N/A,0.5288,516.4,63.51
04/04/2018,242.46,0.15859,1.2278,11.12,#N/A,#N/A,0.4925,526.4,63.37
05/04/2018,244.91,0.1586,1.224,11.01,#N/A,#N/A,0.4884,536.4,63.54
06/04/2018,239.13,0.15862,1.2281,10.55,#N/A,#N/A,0.4667,536.2,62.06
09/04/2018,239.73,0.1586,1.2321,10.55,#N/A,#N/A,0.4785,534.2,63.42
10/04/2018,244.01,0.15915,1.2356,11.05,#N/A,#N/A,0.4849,533.1,65.51
11/04/2018,241.88,0.15947,1.2367,11.48,#N/A,#N/A,0.4991,523.1,66.82
12/04/2018,244.81,0.15891,1.2327,12.48,#N/A,#N/A,0.5744,524.3,67.07
13/04/2018,243.58,0.15929,1.2331,13.52,#N/A,#N/A,0.6705,526.8,67.39
16/04/2018,245.62,0.15887,1.238,13.18,#N/A,#N/A,0.6456,535.8,66.22
17/04/2018,247.8,0.15911,1.237,12.43,#N/A,#N/A,0.6725,542.1,66.518
18/04/2018,247.38,0.15938,1.2374,13.24,#N/A,#N/A,0.6865,550.7,68.47
19/04/2018,246.57,0.15926,1.2345,13.65,#N/A,#N/A,0.7228,552.2,68.314
20/04/2018,244.48,0.15882,1.2288,14.85,#N/A,#N/A,0.8599,548.6,68.396
23/04/2018,244.35,0.1583,1.2209,15.25,#N/A,#N/A,0.8722,546.7,68.64
24/04/2018,240.09,0.15858,1.2233,16.88,#N/A,#N/A,0.9089,556.6,67.7
25/04/2018,240.7,0.15806,1.2161,15.07,#N/A,#N/A,0.7813,545.4,68.05
26/04/2018,243.12,0.15723,1.2103,15.35,#N/A,#N/A,0.7981,552.2,68.19
27/04/2018,242.95,0.15789,1.213,15.5,#N/A,#N/A,0.8429,557.9,68.1
30/04/2018,241.54,0.15788,1.2078,15.85,#N/A,#N/A,0.838,562.1,68.57
