,Annual.Hash.Growth,Block.Height,Block.Interval,Block.Size,Daily.Transactions,Difficulty,Fee.Percentage,Fee.Rate,Two.Week.Hash.Growth,Hash.Rate,Inflation.Rate,Price.Volatility,Bitcoin.Core..BTC..Price,Quarterly.Hash.Growth,Total.Transactions,Transaction.Size,Avg..UTXO.Amount,Velocity...Daily,Velocity...Quarterly,Velocity.of.Money,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,SHCOMP.Index,TWSE.Index,ADS_Index,Google.trends,Lumber.prices,WTI.Oil,Sentiment.Score,label,std_BTC_returns
27/05/2017,0.007287477,0.000326821,0.03564728,-0.01861823,-0.049760905,0,0.181438062,0.025477707,-0.338263947,-0.001034283,-0.002271361,0.125641549,-0.053354112,-0.056051941,0.00147453,-0.018292683,-0.002645503,-0.201123263,0.00623029,-0.001120803,0,0,0,0,0,0,0,-0.215189873,0,0,0.0001,-9.423775617,5.198438648
28/05/2017,0.024446112,0.000358745,-0.06884058,0.034176346,-0.006385673,0,0.194175629,-0.02484472,0.162692504,0.012125194,-0.001823685,0.227224634,-0.094237756,-0.103185732,0.001462957,0.339544513,-0.000994695,-0.070412666,0.005446415,-0.001925487,0,0,0,0,0,0,0,-0.322580645,0,0,0.0001,4.927299732,7.177239723
29/05/2017,0.085046993,0.000352213,0.021400778,-0.013546566,-0.08247211,0,-0.242306169,-0.165605096,0.221171771,0.024847578,-0.002356646,0.012267372,0.049272997,0.110245011,0.001340343,-0.015455951,0,0.067230241,0.003509906,-0.001057633,0,0.00041141,-0.001699007,0,0,0,0.530096556,-0.023809524,0,0,0.0001,3.785137897,7.096859088
30/05/2017,0.064618046,0.000322214,0.095238095,-0.000213693,0.076551134,0,0.306080983,0.286259542,0.113192772,0.012459888,-0.002489789,0.00500603,0.037851379,-0.005114958,0.001441016,-0.216640502,-0.002323266,-0.100516592,0.002133933,-0.000574472,-0.001567398,0.000822481,0.00197062,-0.015257193,0,0,0.111762541,0,-0.020892151,-0.002811245,0.0001,-1.289425277,6.06952184
31/05/2017,0.043528359,0.00038184,-0.15826087,0.002893144,0.064864386,0,-0.235521255,-0.002967359,0.21477293,0.009803922,-0.001441906,0.009180067,-0.012894253,0.015354151,0.001532279,0.551102204,-0.000998004,0.549537623,0.005247872,0.002034366,-0.000999001,0.00417751,0.005185053,0.004426737,0.002289024,-0.006061206,0.105062821,0,-0.004901961,-0.026983488,0.0001,2.290287979,6.057607561
01/06/2017,0.00505223,0.000349709,0.084710744,-0.004145176,-0.079567707,0,0.154941901,0.0625,0.018443179,0.008826125,-0.002247581,-0.012775008,0.02290288,0.008638947,0.001408201,-0.255813953,-0.001665002,-0.159505143,0.001761049,0.000726343,0.006666667,0.002182364,-0.002757026,-0.003966505,-0.004669287,0.004651061,0.099202623,-0.048780488,0.023471458,0.000827815,0.0001,5.520872676,5.794488116
02/06/2017,0.004208787,0.000362376,-0.034285714,0.001228762,-0.003281655,0,-0.028059321,-0.039215686,-0.003505236,0.006124234,-0.001979345,0.016883277,0.055208727,0.038106747,0.001401606,0.019097222,-0.000667111,0.0247247,-0.004504364,0.001115135,0.002412488,0.000884655,0.005886025,0.007079646,0.000940172,0.006454574,0.091229117,-0.128205128,0.000849377,-0.014474773,0.0001,2.88824322,2.719265424
03/06/2017,-0.012750534,0.000311104,0.143984221,0.004355728,-0.173827453,0,-0.014774224,-0.037900875,-0.125375592,-0.006086956,-0.002518505,0.001167789,0.028882432,0.071305925,0.001156348,0.207836457,-0.000333778,-0.156463346,0.003311862,0.000470962,0,0,0,0,0,0,0,-0.029411765,0,0,0.0001,2.656555032,2.511725981
04/06/2017,0.050193927,0.000408996,-0.227586207,-0.001018276,0.160710971,0,-0.001684178,-0.127272727,0.133801305,0.020997375,-0.000954623,0.000100813,0.02656555,0.145939448,0.001340636,0.352609309,0.001669449,0.145104482,0.00748503,0.001482538,0,0,0,0,0,0,0,-0.060606061,0,0,0.0001,-0.186979229,2.432440053
05/06/2017,-0.011060545,0.00034282,0.180803571,0.001343456,-0.113126263,0.139008125,-0.257729669,-0.034722222,0.263533199,0.015750097,-0.003253816,-0.001072176,-0.001869792,0.034108711,0.001187383,-0.177267987,0,0.093517647,0.006223305,0.002344364,-0.000235949,-0.000271961,-0.002216509,-0.000878735,-0.00447072,0.007319358,0.262613719,0.129032258,-0.005374823,-0.005455308,0.0001,5.595120646,2.029485387
06/06/2017,0.005054789,0.000349088,-0.007561437,-0.019815345,0.065113951,0,0.183060087,0.086330935,0.36342255,0.030199074,-0.003212224,0.01646893,0.055951206,0.068242558,0.001263198,0.182509506,0.000333333,-0.082067359,0.004287974,0.00157028,-0.002312848,0.002856366,0.002043718,0.046613896,0.003386535,-0.002020174,0.079042035,0.542857143,0.00967008,0.016666667,0.0001,6.84611282,2.39490638
07/06/2017,-0.025406512,0.000321305,0.087619048,0.029901215,0.036077434,0,0.42668353,0.132450331,-0.251542172,-0.005740132,-0.002384455,0.023088001,0.068461128,-0.027580768,0.00130712,-0.205787781,-0.000999667,-0.248439044,-0.001138167,0.000460437,0.001655864,-0.000339075,-0.001773521,-0.006302521,0.012313813,0.000373303,0.078542538,-0.148148148,0.008169014,-0.051255447,0.0001,-4.103119645,2.749889845
08/06/2017,0.02931323,0.000350982,-0.078809107,0.000429567,0.129090454,0,0.204115372,0.187134503,0.07663411,0.019714238,-0.00229564,0.025502519,-0.041031196,0.06221185,0.00147393,-0.276653171,-0.000667111,0.076632034,-0.011530147,0.00039226,0.000661251,-0.001560274,-0.003819845,-0.018181818,0.003186931,0.001546525,0.07774874,-0.173913043,0.015926236,-0.001749781,0.0001,1.37552699,4.436813087
09/06/2017,-0.01258137,0.000350859,-0.007604563,-0.022486146,-0.091752169,0,-0.187403493,-0.236453202,-0.084705833,0.014486983,-0.003039827,-0.004885405,0.01375527,0.025986842,0.001336723,0.083955224,0,-0.081546767,-0.000654267,0.000428987,0.00382328,0.00033972,-0.001694311,-0.016795866,0.002560682,-0.002555306,0.076736059,-0.026315789,0.00220022,0.004163015,0.0001,2.453351007,4.438068447
10/06/2017,0.029142009,0.000320976,0.103448276,0.003841978,-0.085779787,0,-0.154364158,-0.009677419,0.146424374,0.020692224,-0.002542321,0.000558323,0.02453351,0.010641062,0.001220428,0.04130809,0,0.07765241,0.003479237,0.000529698,0,0,0,0,0,0,0,-0.081081081,0,0,0.0001,1.654931204,4.281182497
11/06/2017,-0.076487953,0.000299623,0.052083333,-0.007289898,-0.100582981,0,-0.073239241,-0.074918567,-0.217083025,-0.024492234,-0.003141545,-0.007036221,0.016549312,-0.085324152,0.001096336,0.07768595,0.000333778,-0.077323364,0.004622898,5.82E-05,0,0,0,0,0,0,0,0.058823529,0,0,0.0001,2.780448746,3.899314012
12/06/2017,0.015543999,0.000310155,-0.024752475,-0.021670209,-0.10954153,0,-0.03184582,-0.084507042,-0.277555661,-0.013661202,-0.002709734,-0.057367731,0.027804487,-0.046576028,0.000975172,0.466257669,0.001334668,-0.039967423,0.000575203,0.000329655,-0.001269573,-0.000679209,0.000714605,-0.003942181,-0.005864995,-0.008793439,0.231034408,0.444444444,0.015916575,0.005454942,0.0001,-9.385301532,2.817502201
13/06/2017,-0.006582574,0.000312183,-0.020304569,0.023379189,0.200427244,0,-0.09871228,0.115384615,-0.273669507,-0.015697138,-0.003232408,0.147555267,-0.093853015,-0.053940367,0.001169483,-0.292887029,-0.000333222,0.274113505,0.001013754,-5.04E-05,0.004566855,0.000747638,0.000714094,0.010114336,0.004416416,0.001799216,0.057987043,-0.134615385,-0.003511615,0.008246528,0.0001,1.237418391,5.15299028
14/06/2017,0.000522697,0.000299347,0.043177893,0.009856305,0.080298047,0,0.045226023,0.196551724,-0.25023856,-0.009380863,-0.002307194,-0.001779413,0.012374184,-0.028365235,0.001261914,-0.24260355,-0.002,0.108838102,0.003488968,0.00061066,0.002202746,0.000814996,0.000624387,-0.032651284,-0.0073148,-0.005498536,0.051575496,-0.088888889,-0.002439686,-0.037236332,0.0001,-7.335244403,5.142631135
15/06/2017,-0.042235975,0.000299258,0.014900662,-0.007772676,-0.018253612,0,-0.044118755,-0.040345821,-0.539025099,-0.022727273,-0.003029842,0.051144802,-0.073352444,-0.084330674,0.001237319,0.0625,-0.001336005,-0.004873728,-0.000369222,0.000997772,-0.000701459,-0.002307275,-0.006507399,-0.00540054,0.000578789,0.001577569,0.045989949,0.365853659,-0.006793478,-0.005052537,0.0001,-5.721214838,5.689464973
16/06/2017,0.003679772,0.000322507,-0.07177814,0.025594453,0.018701141,0,0.007275568,-0.147147147,-0.673879512,-0.012596899,-0.002738367,0.039072509,-0.057212148,-0.050386468,0.0012589,0.079044118,0,-0.063628547,-0.00041245,0.000706454,-0.000608358,0.000544144,0.004755496,-0.001809955,-0.002975273,0.006778115,0.041055925,-0.303571429,-0.005745554,0.007370124,0.0001,3.687903524,5.385074806
17/06/2017,-0.010940315,0.000313919,0.024604569,-0.011388218,-0.071424658,0,-0.226631939,-0.080985915,0.344628559,-0.002944063,-0.002814802,-0.002831871,0.036879035,-0.051328116,0.001167514,0.212947189,0.000334448,0.144668374,0.003473398,0.000690482,0,0,0,0,0,0,0,-0.153846154,0,0,0.0001,5.727701837,5.66543699
18/06/2017,0.012709751,0.000307459,0.010291595,0.002752694,-0.138179002,0.048525252,0.248150466,-0.172413793,-0.807115323,0.010862381,-0.003198538,0.004073661,0.057277018,-0.012003747,0.001005015,0.504213483,0.001337345,-0.349570039,-0.016011931,-0.000597232,0,0,0,0,0,0,0,-0.03030303,0,0,0.8442,-1.90854178,5.7732403
19/06/2017,-0.032671528,0.000307365,0.013582343,-0.050369112,-0.103166453,0,-0.113996933,-0.046296296,-4.056570072,0.00587728,-0.003891295,0.003224927,-0.019085418,0.036062859,0.000900426,-0.071895425,0.002337229,0.022150096,-0.003224559,-0.000177923,0.006368234,-0.001155676,-0.004375781,-0.005893019,0.006790545,0.009242148,0.105163501,0,0.013208586,-0.011018915,0.0001,1.356723022,5.710268901
20/06/2017,0.013129452,0.000322104,-0.045226131,0.047291292,0.291230498,0,0.056248492,0.262135922,2.391347819,0.011979661,-0.003312692,-0.006853142,0.01356723,0.07224223,0.001161611,-0.278672032,0.000999334,0.31153857,-0.013365454,0.001172179,-0.002419505,-0.000612537,-0.001345412,-0.005927953,-0.001386922,0.007205432,0.032013793,0.0625,-0.01249321,-0.019937751,-0.0507,5.32893507,4.545535655
21/06/2017,-0.031446434,0.000290224,0.094736842,-0.007784887,-0.000554264,0,0.043256316,0.130769231,-0.325889271,0.002532862,-0.003037816,0.014427079,0.053289351,-0.058550175,0.001159621,-0.266387727,-0.001663894,-0.028450604,-0.007572346,0.000247299,-0.002378731,-0.000953419,0.003053709,0.014220183,0.005158896,0.002446617,0.031690817,0.058823529,-0.009625963,-0.021263865,1.2887,-1.426136343,3.162329406
22/06/2017,0.026733736,0.000296493,-0.008012821,0.010634,0.03446848,0,-0.063632657,0.142857143,0.815029315,0.005527691,-0.002263414,-0.001586096,-0.014261363,0.019675688,0.001198201,-0.003802281,-0.001666667,0.259267463,0.005073969,0.000876922,-0.000748048,-0.001022495,-0.001432665,0.011307101,-0.002775162,0.004767279,0.031378165,-0.027777778,0.008053319,0.004937691,8.2558,0.358222616,3.613748697
23/06/2017,-0.009207393,0.000294288,0,0.009660524,-0.043445008,0,0.11308415,-0.047619048,0.640706454,-0.00593513,-0.002687594,-0.01540944,0.003582226,-0.088742068,0.001144774,0.196564885,-0.00033389,-0.141911027,-0.003776728,0.000370532,4.68E-05,0.000750597,0.003766141,0.016994633,0.003310613,-0.002054032,0.031071887,-0.057142857,0.001928375,0.006317267,0.0001,0.639135261,2.884931958
24/06/2017,0.042090613,0.000338649,-0.148626817,-0.044028129,-0.015273907,0,0.004615006,-0.2875,0.034022153,0.01886541,-0.001922683,-0.0392253,0.006391353,0.1487231,0.001126,0.266347687,0.001002004,-0.221538903,-0.002457159,-0.000704136,0,0,0,0,0,0,0,0,0,0,0.0001,-4.174790815,2.498960784
25/06/2017,-0.018030162,0.000308913,0.10626186,-0.005136642,-0.1630495,0,0.015346338,-0.061403509,-0.479194885,0.000982318,-0.003381096,0.016855919,-0.041747908,0.003230237,0.000941346,0.047858942,0.001334668,-0.158534016,0.001433141,-0.0009305,0,0,0,0,0,0,0,-0.060606061,0,0,0.0001,-2.376965948,3.474617907
26/06/2017,-0.00497151,0.000258053,0.221269297,-0.009841154,-0.158800462,0,-0.06505295,0.098130841,0.32659112,-0.022571148,-0.003224487,-0.021649037,-0.023769659,-0.061925376,0.000791115,0.092548077,0.001332889,-0.028032265,-0.001641921,-0.000197094,0.000608216,-0.000886404,-0.001072003,-0.007915567,0.008730877,0.013130077,0.089137258,0.193548387,-0.007698653,0.008602651,0.6744,-4.10028386,1.993988042
27/06/2017,-0.005136434,0.000300279,-0.151685393,0.056150336,0.407855311,0,-0.224972272,0.136170213,-0.155215487,-0.010040161,-0.002919857,-0.076074601,-0.041002839,-0.075789863,0.001112895,-0.176017602,0,0.796915498,0.005356217,0.002110483,-0.004395193,0.001979117,0.014040422,-0.013297872,0.001806028,-0.000180712,0.020621166,0.189189189,-0.02022721,0.019824804,0.0001,2.6337469,2.333742206
28/06/2017,-0.007262269,0.000276935,0.069536424,0.002859635,3.06E-05,0,0.270339149,0.056179775,-0.106968094,-0.006085193,-0.003155381,-0.014209508,0.026337469,0.050235834,0.001111692,-0.29506008,-0.001996672,-0.230305772,0.003857317,0.000611368,0.006152257,0.001362212,0.003439457,0.007637017,-0.005639263,-0.011559104,0.016188423,-0.068181818,-0.031391403,0.011301989,0.0001,2.070837653,3.014377792
29/06/2017,0.000511476,0.000331807,-0.150154799,-0.020494701,0.061517202,0,0.074776235,-0.109929078,-1.481309886,0.017346939,-0.002629623,-0.008377142,0.020708377,-0.019848928,0.00117877,0.856060606,0.000666889,-0.026276735,0.001984655,0.000957932,-0.00760829,0.002856754,0.005537001,-0.021399911,0.004683599,0.002993104,0.011978409,-0.195121951,0.02919708,0.004246759,0.0001,-0.290848162,3.318196716
30/06/2017,-0.040884272,0.000253527,0.320582878,0.000863134,-0.162533581,0,-0.223094098,0.183266932,-0.5111879,-0.019057171,-0.003442295,-0.002605936,-0.002908482,0.047198372,0.000986018,-0.295918367,-0.000666445,0.161753631,-0.001411187,0.00128629,0.002963172,0.000406945,-0.001311074,0.005922551,0.001368856,-0.00255046,0.007940557,-0.090909091,0.010212766,0.024705097,0.0001,-2.14412822,2.868809043
01/07/2017,-0.044382833,0.000325277,-0.226206897,-0.014795597,0.147987875,0,-0.070026613,-0.188552189,-0.508191056,-0.006134969,-0.003031957,0.003114376,-0.021441282,-0.036337177,0.001130822,0.039130435,0,0.10522552,0.001191381,0.001621182,0,0,0,0,0,0,0,-0.833333333,0,0,-9.7074,-2.517142082,2.830588403
02/07/2017,0.044808369,0.000346286,-0.062388592,-0.08382983,-0.173211158,-0.004268671,0.113356784,-0.273858921,2.208307265,0.017798354,-0.002635687,-0.020697274,-0.025171421,0.059626879,0.000933895,0.230125523,0.002334111,-0.363498832,-0.005804238,0.00013056,0,0,0,0,0,0,0,0,0,0,0.0001,2.300865837,2.357467892
03/07/2017,0.083691844,0.000396825,-0.129277567,-0.104771352,-0.106291765,0,-0.025953626,-0.228571429,6.02737704,0.06590272,-0.002398715,-0.003160317,0.023008658,0.049251083,0.000833851,0.362811791,0.002994012,-0.186269993,-0.009728085,-0.000476097,0.00586194,-0.000949153,-0.005426221,-0.027173913,0.001091646,0.001704654,0.009350525,0,0.00449312,0.022371851,0.0001,2.750680258,2.265659871
04/07/2017,0.027168221,0.000358688,0.1069869,0.022302638,0.272744808,0,-0.081648922,0.518518519,0.208974956,0.025864821,-0.002615045,0.000531233,0.027506803,0.159158707,0.001060395,-0.463394343,0.000331675,0.528242875,0.001395113,0.001058284,0,-0.002035831,-0.001583949,0,-0.00410149,-0.006243284,0.003665442,0,0,0,0.0001,2.132781034,2.443160404
05/07/2017,0.028049587,0.000322704,0.104536489,0.136536667,0.024584018,0,0.283446576,0.029268293,0.219113423,0.019733319,-0.002701353,0.004498058,0.02132781,-0.029474678,0.001085313,-0.026356589,-0.00066313,-0.179613392,0.000115562,-0.000487332,0.0004196,0.001563987,0.000528821,0.013035382,0.007644203,0.005509394,0.004333409,0,-0.009225608,-0.041215211,0.0001,0.32198267,2.601399016
06/07/2017,-0.006483935,0.000314166,0.0375,0.001448614,-0.084520584,0,-0.298625579,-0.218009479,-0.141536724,-0.00782869,-0.002590308,-0.032406811,0.003219827,0.025621495,0.000992504,0.175159236,0.000331785,0.085253869,0.001514976,0.000431902,-0.006710784,0,0.006254405,-0.012408088,0.001655684,-0.00351665,0.004975034,0,-0.004514673,0.008641702,0.0001,-0.003857563,2.171997849
07/07/2017,0.041481546,0.000299312,0.04475043,0.047927972,-0.024750939,0,0.218671721,0.121212121,0.313941103,0.019547041,-0.002608446,-0.055134085,-3.86E-05,-0.018963215,0.000966979,0.174796748,0.000331675,-0.083074626,-0.0158896,9.59E-05,0.004269494,-0.001561545,-0.001925939,-0.013029316,0.001716139,-0.006843039,0.005634462,0,0,-0.028339192,6.6974,-3.034476373,1.25053091
08/07/2017,0.001435873,0.000311866,-0.067545305,-0.020079015,0.062516895,0,-0.108270048,-0.064864865,-0.232769527,-0.005943046,-0.002809754,-0.009754296,-0.030344764,-0.031945157,0.001026439,-0.228373702,-0.00066313,0.069998631,-0.028254144,-0.000533358,0,0,0,0,0,0,0,0,0,0,0.0001,0.568518629,2.263153675
09/07/2017,-0.002496879,0.00034758,-0.077738516,-0.09617521,-0.105699197,0,-0.319630665,-0.23699422,-0.001027538,0.000897666,-0.001670411,-0.002609107,0.005685186,-0.000120625,0.000917004,0.294469357,0.000995355,0.135383145,0.005730678,0.000476055,0,0,0,0,0,0,0,0,0,0,0.0001,-0.562140009,1.883059853
10/07/2017,-0.068092692,0.000290602,0.203065134,-0.112103695,-0.147699847,0,0.044113216,0.128787879,-0.277268382,-0.044843049,-0.000452777,-0.010053103,-0.0056214,-0.05600391,0.000780847,-0.248267898,0,-0.196877427,0.000433183,0.000308905,-0.000280308,0.000679995,-0.000175423,0.014144272,-0.001654777,-0.000712812,0.027557998,0,0.020975057,0.003843545,0.0001,-6.17752016,1.456207322
11/07/2017,0.047038044,0.000414725,-0.304140127,-0.001982707,0.370289418,0,-0.099276962,-0.060402685,0.588210115,0.025352113,0.000873772,0.039748998,-0.061775202,-0.046403508,0.001069151,0.347158218,-0.00066291,0.485059915,0.005076041,0.001948761,-4.67E-05,0.000747486,0.005965436,0.006043701,-0.002986648,0.012211963,0.021200798,0.2,0.024708495,0.014414414,0.0001,-2.1828821,2.785953346
12/07/2017,0.028226715,0.000364049,0.125858124,0.192789979,0.057736884,0,0.161397222,-0.028571429,0.263412403,0.018315018,0.00043191,-0.012446828,-0.021828821,0.124181753,0.001129673,-0.190421893,-0.000331675,-0.123547017,0.003241008,0.000647047,0.005841667,0.001154342,-0.004796372,0.004621072,-0.001714935,0.000490612,0.02784862,0,0.005689515,0.009991119,0.0001,1.86746544,2.590096753
13/07/2017,0.050208667,0.000372331,-0.016260163,-0.015176463,-0.049998143,0,0.148638578,0.044117647,0.066992168,0.025179856,0.000771591,-0.108251527,0.018674654,0.120691675,0.00107198,0.146478873,0.001658925,-0.085099383,0.001902648,0.000254443,0.001068624,0.000135648,-0.001226779,-0.011039558,0.006448387,0.003787661,0.033990009,-0.166666667,-0.010237069,0.012969883,0.0001,-0.028936786,3.107985044
14/07/2017,0.012414602,0.000330136,0.128099174,-0.036684906,-0.045771771,0,0.004431763,0.105633803,0.269873692,0.013157895,0.000181276,-0.004253183,-0.000289368,0.085019872,0.001021818,-0.195331695,-0.000331236,-0.059732401,0.001153927,0.000103281,0.003712986,0.00325512,0.006316898,0.013953488,0.001321872,-0.001552559,0.039549927,0,0.026946108,0.009982639,0.0001,-5.147130811,3.028792899
15/07/2017,0.025232253,0.00029219,0.139194139,0.068026338,-0.051601642,0.135278039,-0.018193671,0.089171975,0.098339784,0.00848795,-3.44E-05,-0.04717516,-0.051471308,-0.027246174,0.000968102,0.116030534,-0.000662691,0.048525572,0.003964935,0.00046663,0,0,0,0,0,0,0,0.2,0,0,0.0001,-8.683106334,3.379157323
16/07/2017,-0.034612504,0.000266887,0.072347267,0.064619584,-0.065084591,0,1.387681019,0.795321637,-0.216421811,-0.017874043,-0.000672228,0.078100658,-0.086831063,-0.031349101,0.000904218,-0.136798906,0.00066313,-0.270364943,-0.000131205,-0.001706994,0,0,0,0,0,0,0,0,0,0,0.0001,-5.450989257,4.182066663
17/07/2017,0.065837354,0.000342448,-0.212893553,-0.124803761,-0.050050138,0,-0.585938436,-0.599348534,-0.176739026,0.041128416,0.00013775,0.00996202,-0.054509893,0.123735752,0.000858186,0.546751189,0.001656726,0.086847095,-0.001738697,-2.87E-05,-0.000184963,0.00067595,0.000697472,0.008256881,-0.014260104,0.001305067,0.14684629,0,0.026504108,-0.010270735,0.0001,11.49983887,4.308169525
18/07/2017,-0.039125614,0.000310828,0.100952381,0.121535789,0.129964197,0,-0.100534586,0.154471545,-0.441440249,-0.024330891,-0.000117072,0.135259044,0.114998389,-0.026522057,0.000968887,-0.235655738,0.000992392,0.310763228,0.000992455,0.00070275,-0.002404958,0.001486085,0.006621363,0.007279345,0.00349508,0.00226822,0.045250453,0,-0.00464756,0.008987886,0.8126,6.457236888,7.931731736
19/07/2017,0.037348037,0.000346424,-0.089965398,0.012271893,0.12057394,0,0.165376346,-0.007042254,-0.111622229,0.012323682,0.000571652,0.049872104,0.064572369,0.014232349,0.001084659,0.075067024,0.000660939,-0.043217047,0.001286942,0.00029468,0.002874363,-0.000809389,-0.003375454,0.001806685,0.013618224,0.002369944,0.04370367,0,0.008560311,0.016438592,4.4335,0.011822867,8.734902724
20/07/2017,-0.036696534,0.000312723,0.100760456,-0.024062808,-0.025148196,0,-0.063467789,0.021276596,0.020088171,-0.006667633,-0.000137669,-0.003000045,0.000118229,-0.046041388,0.001056236,-0.248129676,0,-0.038339689,0.001016427,-0.0001626,-0.000600962,0.00054003,0.010073817,0.006311993,0.004298701,-0.000641532,0.042287068,0,-0.000514403,-0.007324301,0.0001,19.38939921,8.308291321
21/07/2017,0.042092405,0.000339901,-0.075993092,-0.004560012,-0.089985852,0,0.199817482,0.069444444,0.057607064,0.023033138,0.000422242,0.27594431,0.193893992,-0.013021791,0.000960176,0.60199005,0.001321004,-0.032371972,0.000622339,-0.000135841,-0.00305287,0.000134935,0.002751268,0.004032258,-0.002121198,-0.005967983,0.040973998,0,-0.004889346,-0.023968951,0.0001,-0.918282401,9.695219949
22/07/2017,0.027148193,0.000323006,0.048598131,0.047620989,0.16848045,0,0.132806769,0.064935065,0.324629242,0.014245014,0.000353249,-0.000826433,-0.009182824,0.052178497,0.00112087,-0.336438923,0,-0.065102308,0.00191823,-8.80E-05,0,0,0,0,0,0,0,-0.166666667,0,0,0.0001,3.517297791,8.4433323
23/07/2017,0.077708076,0.000335483,-0.035650624,-0.061991562,-0.202956023,0,-0.115880262,-0.304878049,0.369053949,0.030898877,0.000421915,0.007408646,0.035172978,0.062887518,0.000892383,0.511700468,0.002308707,-0.233279786,0.000575021,-0.00091474,0,0,0,0,0,0,0,0,0,0,0.0001,-1.622557047,8.198992417
24/07/2017,0.04542882,0.000360523,-0.075785582,-0.247399518,-0.147716916,0,-0.194883383,-0.070175439,0.514150203,0.008174387,0.000774712,0.001806352,-0.01622557,0.055949758,0.000759885,-0.228070175,0.000987167,-0.063656617,-0.001586928,-0.000375425,-0.002041479,0.001146789,-0.001800566,-0.016064257,0.003896563,0.002355151,0.122582223,0,-0.020170675,0.012453572,0.0001,0.07450644,8.785588871
25/07/2017,0.059235802,0.000372965,-0.032,0.300326385,0.331945748,0,-0.093894563,0,0.010548604,0.027027027,0.00074892,-0.012719078,0.000745064,0.061377206,0.001011357,0.225935829,0.001643655,0.480476482,-0.003427458,0.000509697,0.003579897,-0.001954046,0.000429479,0.009977324,-0.002125762,0.000178754,0.040185017,0.2,-0.004486672,0.033448425,0.0001,-6.07047783,8.778382176
26/07/2017,-0.020363918,0.00030999,0.185950413,0.043054152,-0.006664346,0,-0.677663059,0.150943396,-0.208834647,-0.014912281,0.000242587,0.022830387,-0.060704778,-0.058055323,0.001003602,-0.27917121,-0.000656383,2.108569279,0.020123524,0.006375624,0.004401001,0.001620308,0.007469735,0.025594971,0.001228848,-0.004209058,0.040756092,-0.166666667,0.000795334,0.01795782,0.0001,-2.640410774,3.451972905
27/07/2017,0.028792456,0.0003078,0.026132404,0.0296,-0.024609497,0,1.061892244,-0.040983607,-0.205804461,-0.001780944,0.000242529,-0.006854312,-0.026404108,-0.026405204,0.000977922,0.104387292,0.001313629,-0.52694512,0.003326363,0.001320712,0.004197223,0.000404422,-0.004857679,-0.011821366,0.000648464,0.008566951,0.041219166,0,0.010331126,0.005948718,0.0001,4.503881972,3.526405772
28/07/2017,-0.00119417,0.000322358,-0.056027165,-0.035508312,-0.046072546,0.06922967,0.428509596,0,-0.102117639,0.002374064,0.000217308,0.007755261,0.04503882,0.082149868,0.000931955,0.108219178,0.001967858,-0.294498186,7.70E-05,-8.93E-05,0.001377917,0.000673764,0.006337244,0.015064245,0.001064379,-0.008119242,0.041573968,0.2,-0.009701101,0.013662316,0.0001,5.074369361,3.876903686
29/07/2017,-0.017652807,0.000313884,0.034172662,-0.012531058,0.104679093,0,-0.341584619,0.179487179,-0.029414017,0.005681791,-6.17E-05,0.011940818,0.050743694,-0.052136398,0.001028553,-0.283065513,0,0.724167254,0.008643574,0.001980533,0,0,0,0,0,0,0,-0.166666667,0,0,-1.4468,-1.782646592,4.735102298
30/07/2017,0.025794924,0.000328429,-0.04173913,-0.049767794,-0.165721209,0,-0.18432869,-0.18115942,0.274691571,0.006963448,0.000594645,0.002462393,-0.017826466,0.021084061,0.000857218,0.267241379,0.00294599,0.004236267,0.009707442,0.002424298,0,0,0,0,0,0,0,0,0,0,0.0001,-0.231984387,4.818374397
31/07/2017,-0.05641998,0.000307409,0.056261343,-0.068758121,-0.066702251,0,-0.528081823,0.07079646,-0.454445863,-0.013026705,-0.000249145,-0.003543614,-0.002319844,-0.091123312,0.000799355,0.014965986,0.001958225,0.977053899,0.022854768,0.007567543,0.00311898,0.001683275,0.007744022,-0.002182453,0.006082552,0.000410628,0.128878724,0.2,0.001588562,0.009253671,0.0001,4.450800915,3.584340713
01/08/2017,-0.055025091,0.000303133,0.024054983,0.142300733,0.139270312,0,2.846757059,0.165289256,0.060461799,-0.020445119,-0.000265211,0.004103597,0.044508009,-0.076885894,0.000909954,-0.029490617,0.001954397,-0.659599338,0.001421897,0.001025468,0.003063557,6.72E-05,-0.003377808,-0.001312336,0.005991394,0.000955182,0.037907283,1.166666667,0.006872852,-0.020131553,2.2414,-2.778808406,3.170417479
02/08/2017,-0.008889159,0.000311401,-0.045302013,-0.22023121,-0.405204579,0,-0.566180238,-0.510638298,-0.028939904,0.010285314,-0.000212683,0.00456326,-0.027788084,0.08159636,0.000540744,0.831491713,0.003250975,-0.098994722,-7.38E-05,0.000970007,0.002370424,0.000470493,0.004575496,-0.002628121,-0.002302409,0.007854529,0.033414479,-0.076923077,0.009976372,0.008746949,0.0001,-1.859087357,3.606744361
03/08/2017,-0.019703346,0.000317572,0.001757469,0.218618154,0.633150087,0,0.665062488,0.449275362,0.306836053,0.013966385,-0.000384283,-0.000702945,-0.018590874,-0.015357241,0.000882639,-0.314479638,0.002268308,0.084379788,-0.000331944,-0.000931579,0.000773114,-0.00040309,0.001180837,-0.00307422,-0.003691869,-0.004695193,0.029336926,-0.416666667,-0.002339485,-0.011292599,23.2011,2.729057107,2.883129248
