Date,Trend
31-03-2019,24
01-04-2019,27
02-04-2019,71
03-04-2019,74
04-04-2019,53
05-04-2019,38
06-04-2019,34
07-04-2019,34
08-04-2019,41
09-04-2019,36
10-04-2019,37
11-04-2019,36
12-04-2019,34
13-04-2019,30
14-04-2019,28
15-04-2019,32
16-04-2019,32
17-04-2019,33
18-04-2019,33
19-04-2019,31
20-04-2019,30
21-04-2019,29
22-04-2019,31
23-04-2019,43
24-04-2019,36
25-04-2019,34
26-04-2019,34
27-04-2019,29
28-04-2019,27
29-04-2019,29
30-04-2019,30
01-05-2019,29
02-05-2019,31
03-05-2019,38
04-05-2019,33
05-05-2019,33
06-05-2019,33
07-05-2019,40
08-05-2019,40
09-05-2019,46
10-05-2019,52
11-05-2019,69
12-05-2019,75
13-05-2019,88
14-05-2019,100
15-05-2019,82
16-05-2019,74
17-05-2019,77
18-05-2019,50
19-05-2019,60
20-05-2019,62
21-05-2019,60
22-05-2019,56
23-05-2019,50
24-05-2019,47
25-05-2019,40
26-05-2019,44
27-05-2019,73
28-05-2019,63
29-05-2019,60
30-05-2019,63
31-05-2019,59
01-06-2019,42
02-06-2019,26
03-06-2019,29
04-06-2019,36
05-06-2019,29
06-06-2019,27
07-06-2019,28
08-06-2019,21
09-06-2019,21
10-06-2019,24
11-06-2019,25
12-06-2019,25
13-06-2019,24
14-06-2019,26
15-06-2019,25
16-06-2019,34
17-06-2019,38
18-06-2019,38
19-06-2019,33
20-06-2019,34
21-06-2019,44
22-06-2019,71
23-06-2019,50
24-06-2019,51
25-06-2019,56
26-06-2019,100
27-06-2019,84
28-06-2019,64
29-06-2019,47
30-06-2019,41
01-07-2019,100
02-07-2019,96
03-07-2019,87
04-07-2019,84
05-07-2019,76
06-07-2019,59
07-07-2019,56
08-07-2019,75
09-07-2019,92
10-07-2019,95
11-07-2019,87
12-07-2019,83
13-07-2019,61
14-07-2019,67
15-07-2019,89
16-07-2019,90
17-07-2019,92
18-07-2019,83
19-07-2019,69
20-07-2019,56
21-07-2019,52
22-07-2019,61
23-07-2019,64
24-07-2019,69
25-07-2019,64
26-07-2019,52
27-07-2019,53
28-07-2019,48
29-07-2019,57
30-07-2019,58
31-07-2019,56
01-08-2019,55
02-08-2019,61
03-08-2019,50
04-08-2019,49
05-08-2019,85
06-08-2019,90
07-08-2019,76
08-08-2019,69
09-08-2019,64
10-08-2019,52
11-08-2019,49
12-08-2019,60
13-08-2019,62
14-08-2019,70
15-08-2019,75
16-08-2019,61
17-08-2019,47
18-08-2019,45
19-08-2019,57
20-08-2019,57
21-08-2019,61
22-08-2019,57
23-08-2019,51
24-08-2019,44
25-08-2019,44
26-08-2019,48
27-08-2019,52
28-08-2019,54
29-08-2019,60
30-08-2019,48
31-08-2019,40
01-09-2019,40
02-09-2019,51
03-09-2019,61
04-09-2019,54
05-09-2019,48
06-09-2019,49
07-09-2019,40
08-09-2019,40
09-09-2019,43
10-09-2019,43
11-09-2019,43
12-09-2019,43
13-09-2019,39
14-09-2019,37
15-09-2019,38
16-09-2019,40
17-09-2019,40
18-09-2019,39
19-09-2019,41
20-09-2019,39
21-09-2019,37
22-09-2019,35
23-09-2019,42
24-09-2019,65
25-09-2019,78
26-09-2019,73
27-09-2019,60
28-09-2019,44
29-09-2019,41
30-09-2019,52
01-10-2019,48
02-10-2019,45
03-10-2019,44
04-10-2019,40
05-10-2019,37
06-10-2019,38
07-10-2019,42
08-10-2019,41
09-10-2019,44
10-10-2019,41
11-10-2019,39
12-10-2019,35
13-10-2019,35
14-10-2019,37
15-10-2019,40
16-10-2019,40
17-10-2019,39
18-10-2019,38
19-10-2019,35
20-10-2019,35
21-10-2019,38
22-10-2019,37
23-10-2019,54
24-10-2019,47
25-10-2019,52
26-10-2019,80
27-10-2019,50
28-10-2019,60
29-10-2019,53
30-10-2019,45
31-10-2019,43
01-11-2019,41
02-11-2019,37
03-11-2019,37
04-11-2019,42
05-11-2019,43
06-11-2019,41
07-11-2019,39
08-11-2019,41
09-11-2019,36
10-11-2019,36
11-11-2019,38
12-11-2019,36
13-11-2019,38
14-11-2019,35
15-11-2019,36
16-11-2019,34
17-11-2019,35
18-11-2019,37
19-11-2019,41
20-11-2019,38
21-11-2019,48
22-11-2019,61
23-11-2019,42
24-11-2019,40
25-11-2019,61
26-11-2019,51
27-11-2019,47
28-11-2019,42
29-11-2019,39
30-11-2019,37
01-12-2019,36
02-12-2019,38
03-12-2019,37
04-12-2019,39
05-12-2019,37
06-12-2019,36
07-12-2019,34
08-12-2019,33
09-12-2019,35
10-12-2019,35
11-12-2019,36
12-12-2019,35
13-12-2019,36
14-12-2019,36
15-12-2019,34
16-12-2019,36
17-12-2019,46
18-12-2019,47
19-12-2019,44
20-12-2019,38
21-12-2019,35
22-12-2019,35
23-12-2019,40
24-12-2019,37
25-12-2019,36
26-12-2019,36
27-12-2019,36
28-12-2019,36
29-12-2019,36
30-12-2019,35
31-12-2019,36
01-01-2020,22
02-01-2020,22
03-01-2020,25
04-01-2020,22
05-01-2020,22
06-01-2020,25
07-01-2020,34
08-01-2020,38
09-01-2020,27
10-01-2020,26
11-01-2020,23
12-01-2020,22
13-01-2020,23
14-01-2020,38
15-01-2020,36
16-01-2020,28
17-01-2020,29
18-01-2020,26
19-01-2020,29
20-01-2020,27
21-01-2020,26
22-01-2020,24
23-01-2020,24
24-01-2020,23
25-01-2020,21
26-01-2020,20
27-01-2020,26
28-01-2020,31
29-01-2020,32
30-01-2020,33
31-01-2020,29
01-02-2020,24
02-02-2020,24
03-02-2020,25
04-02-2020,27
05-02-2020,31
06-02-2020,34
07-02-2020,29
08-02-2020,26
09-02-2020,40
10-02-2020,35
11-02-2020,37
12-02-2020,41
13-02-2020,37
14-02-2020,30
15-02-2020,28
16-02-2020,27
17-02-2020,32
18-02-2020,31
19-02-2020,33
20-02-2020,32
21-02-2020,28
22-02-2020,23
23-02-2020,24
24-02-2020,30
25-02-2020,29
26-02-2020,36
27-02-2020,34
28-02-2020,35
29-02-2020,26
01-03-2020,25
02-03-2020,29
03-03-2020,27
04-03-2020,28
05-03-2020,30
06-03-2020,29
07-03-2020,23
08-03-2020,26
09-03-2020,52
10-03-2020,40
11-03-2020,34
12-03-2020,74
13-03-2020,100
14-03-2020,65
15-03-2020,56
16-03-2020,72
17-03-2020,60
18-03-2020,55
19-03-2020,60
20-03-2020,59
21-03-2020,51
22-03-2020,44
23-03-2020,49
24-03-2020,49
25-03-2020,43
26-03-2020,40
27-03-2020,37
28-03-2020,39
29-03-2020,37
30-03-2020,38
31-03-2020,35
