Date,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,ETHE.US.Equity,LTCN.US.Equity,CCRIXRP.Index,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score
14/10/2015,169.07,0.15755,1.1474,NA,NA,NA,16.9,18.03,102.29,3262.441,8522.51,1994.24,-0.388219,28,0
15/10/2015,171.32,0.15757,1.1386,NA,NA,NA,16.89,16.05,96.61,3338.073,8601.52,2023.86,-0.39888,30,0
16/10/2015,171.88,0.15741,1.1348,NA,NA,NA,16.39,15.05,97.58,3391.352,8604.95,2033.11,-0.410024,31,0.4215
19/10/2015,172.12,0.15726,1.1327,NA,NA,NA,15.7,14.98,94.38,3386.7,8631.5,2033.66,-0.446359,30,0
20/10/2015,172.01,0.15753,1.1346,NA,NA,NA,16.33,15.75,97.11,3425.33,8653.6,2030.77,-0.459406,34,0
21/10/2015,171.48,0.15748,1.1339,NA,NA,NA,15.85,16.7,106.02,3320.676,8609.23,2018.94,-0.472921,34,0
22/10/2015,174.8,0.15733,1.1109,NA,NA,NA,16.12,14.45,97.07,3368.739,8608.46,2052.51,-0.48691,39,0
23/10/2015,176.37,0.15739,1.1018,NA,NA,NA,16.52,14.46,97.21,3412.434,8673.81,2075.15,-0.501377,34,0
26/10/2015,176.02,0.15735,1.1058,NA,NA,NA,16.01,15.29,98.1,3429.581,8745.36,2071.18,-0.547207,36,0
27/10/2015,175.67,0.1574,1.1051,NA,NA,NA,16.04,15.43,95.21,3434.336,8701.32,2065.89,-0.562674,38,0
28/10/2015,177.68,0.1572,1.0923,NA,NA,NA,15.89,14.33,88.28,3375.196,8665.99,2090.35,-0.578165,38,0
29/10/2015,177.38,0.15737,1.0977,NA,NA,NA,15.12,14.61,88.6,3387.315,8571.08,2089.41,-0.593685,44,0
30/10/2015,176.49,0.15833,1.1006,NA,NA,NA,14.96,15.07,90.27,3382.561,8554.31,2079.36,-0.609237,45,0
02/11/2015,178.12,0.15785,1.1016,NA,NA,NA,15.02,14.15,86.75,3325.085,8614.77,2104.05,-0.655174,48,0
03/11/2015,179.07,0.15779,1.0964,NA,NA,NA,14.94,14.54,87.34,3316.695,8713.19,2109.79,-0.66897,68,0
04/11/2015,178.65,0.15784,1.0866,NA,NA,NA,14.62,15.51,89.46,3459.64,8857.02,2102.31,-0.681854,92,0
05/11/2015,178.64,0.1576,1.0884,NA,NA,NA,14.08,15.05,87.68,3522.819,8850.18,2099.93,-0.693831,81,0
06/11/2015,179.14,0.15746,1.0741,NA,NA,NA,13.46,14.33,85.03,3590.032,8693.57,2099.2,-0.704903,57,0
09/11/2015,177.42,0.15715,1.0752,NA,NA,NA,13.83,16.52,92.97,3646.881,8642.48,2078.58,-0.732955,52,0
10/11/2015,177.78,0.15717,1.0724,NA,NA,NA,13.47,15.29,86.96,3640.485,8536.9,2081.72,-0.740899,47,0
11/11/2015,177.21,0.15701,1.0743,NA,NA,NA,13.65,16.06,91.25,3650.249,8415.01,2075,-0.748183,45,0
12/11/2015,174.67,0.15701,1.0814,NA,NA,NA,13.47,18.37,98.19,3632.902,8428.09,2045.97,-0.754809,42,0
13/11/2015,172.61,0.15689,1.0773,NA,NA,NA,13.619,20.08,106.06,3580.839,8329.5,2023.04,-0.760778,41,0
16/11/2015,175.02,0.15695,1.0686,NA,NA,NA,13.74,18.16,96.71,3606.958,8295.4,2053.19,-0.775086,36,0
17/11/2015,175.16,0.15675,1.0642,NA,NA,NA,13.08,18.84,100.37,3604.795,8419.42,2050.44,-0.779089,40,0
18/11/2015,177.73,0.15662,1.066,NA,NA,NA,13.49,16.85,93.47,3568.468,8340.47,2083.58,-0.782763,39,0
19/11/2015,177.66,0.15669,1.0734,NA,NA,NA,13.97,16.99,96.18,3617.062,8477.2,2081.24,-0.786111,37,0
20/11/2015,178.06,0.15653,1.0646,NA,NA,NA,13.4,15.47,90.79,3630.5,8465.45,2089.17,-0.789134,40,0
23/11/2015,177.74,0.15659,1.0636,NA,NA,NA,13.33,15.62,88.55,3610.314,8485.73,2086.59,-0.795604,37,0
24/11/2015,177.98,0.15652,1.0643,NA,NA,NA,13.84,15.93,89.64,3616.113,8400.14,2089.14,-0.796028,37,0
25/11/2015,177.93,0.15656,1.0624,NA,NA,NA,13.71,15.19,86.14,3647.93,8386.13,2088.87,-0.795479,35,0
26/11/2015,177.93,0.15651,1.061,NA,NA,NA,13.71,15.19,86.14,3635.552,8484.9,2088.87,-0.793955,39,0
27/11/2015,177.9,0.15634,1.0593,NA,NA,NA,13.45,15.12,88.35,3436.303,8398.4,2090.11,-0.791456,36,0
30/11/2015,177.23,0.15632,1.0565,NA,NA,NA,13.76,16.13,90.84,3445.405,8320.61,2080.41,-0.777602,40,0
01/12/2015,178.81,0.15637,1.0633,NA,NA,NA,14.16,14.67,87.32,3456.309,8463.3,2102.63,-0.770195,39,0
02/12/2015,177.29,0.15632,1.0615,NA,NA,NA,13.79,15.91,92.94,3536.905,8457.4,2079.51,-0.7618,41,0
03/12/2015,174.83,0.15657,1.094,NA,NA,NA,14.083,18.11,101.8,3584.824,8456.06,2049.62,-0.752414,38,0
04/12/2015,178.42,0.15623,1.0881,NA,NA,NA,14.83,14.81,89.19,3524.992,8398.6,2091.69,-0.742034,36,0
07/12/2015,177.34,0.15603,1.0837,NA,NA,NA,14.2,15.84,94.3,3536.927,8454.27,2077.07,-0.706072,39,0
08/12/2015,175.7708125,0.15583,1.0892,NA,NA,NA,14.08,17.6,99.16,3470.07,8343.86,2063.59,-0.694028,51,0
09/12/2015,174.99,0.15554,1.1025,NA,NA,NA,14.27,19.61,113.83,3472.439,8229.62,2047.62,-0.682145,100,0
10/12/2015,175.88,0.1553,1.0941,NA,NA,NA,14.21,19.34,113.8,3455.495,8216.17,2052.23,-0.670419,69,5.4956
11/12/2015,172.73,0.1549,1.0986,NA,NA,NA,14.38,24.39,131.09,3434.582,8115.89,2012.37,-0.658846,57,0
14/12/2015,173.9,0.15487,1.0992,NA,NA,NA,13.56,22.73,122.22,3520.668,8040.16,2021.94,-0.624843,43,0
15/12/2015,175.46,0.15455,1.0931,NA,NA,NA,13.63,20.95,114.37,3510.354,8073.35,2043.41,-0.613505,51,0
16/12/2015,177.64,0.15444,1.0912,NA,NA,NA,14.17,17.86,108.93,3516.187,8184.66,2073.07,-0.602132,45,0
17/12/2015,175.1,0.15419,1.0826,NA,NA,NA,13.34,18.94,113.52,3579.999,8319.67,2041.89,-0.59072,46,0.8885
18/12/2015,171,0.15426,1.0868,NA,NA,NA,13.635,20.7,118.32,3578.964,8257.32,2005.55,-0.579265,44,0
21/12/2015,172.25,0.15431,1.0915,NA,NA,NA,13.76,18.7,109.44,3642.472,8282.17,2021.15,-0.543539,42,0
22/12/2015,174.01,0.15441,1.0957,NA,NA,NA,13.68,16.6,100.91,3651.767,8292.74,2038.97,-0.52974,39,0
23/12/2015,175.81,0.15435,1.0912,NA,NA,NA,13.965,15.57,99.61,3636.089,8315.7,2064.29,-0.514812,44,0
24/12/2015,175.22,0.15433,1.0963,NA,NA,NA,14.27,15.74,99.88,3612.485,8324.36,2060.99,-0.498749,40,4.792
25/12/2015,175.22,0.15473,1.096,NA,NA,NA,14.27,15.74,99.88,3627.914,8363.28,2060.99,-0.481547,39,0
28/12/2015,174.98,0.15412,1.0968,NA,NA,NA,13.79,16.91,99.24,3533.779,8358.49,2056.5,-0.423858,40,0
29/12/2015,176.98,0.15421,1.092,NA,NA,NA,13.95,16.08,95.13,3563.736,8293.91,2078.36,-0.403659,40,0
30/12/2015,175.8,0.15408,1.0933,NA,NA,NA,13.66,17.29,100.82,3572.876,8279.99,2063.36,-0.383101,41,0
31/12/2015,173.99,0.154,1.0862,NA,NA,NA,13.72,18.21,100.2,3539.182,8338.06,2043.94,-0.362176,37,6.5471
01/01/2016,173.99,0.15401,1.0856,NA,NA,NA,13.72,18.21,100.2,3539.182,8338.06,2043.94,-0.340879,26,0
04/01/2016,171.29,0.15296,1.0831,NA,NA,NA,14.09,20.7,107.69,3296.258,8114.26,2012.66,-0.283716,30,0
05/01/2016,171.39,0.15323,1.0748,NA,NA,NA,14.02,19.34,101.84,3287.71,8075.11,2016.71,-0.266038,34,0.4215
06/01/2016,168.94,0.15246,1.0781,NA,NA,NA,14.25,20.59,103.06,3361.84,7990.39,1990.26,-0.248934,31,0
07/01/2016,164.96,0.15166,1.0932,NA,NA,NA,14.88,24.99,116.55,3125.002,7852.06,1943.09,-0.232397,38,0
08/01/2016,163.24,0.15167,1.0922,NA,NA,NA,14.52,27.01,116.46,3186.412,7893.97,1922.03,-0.216423,37,0
11/01/2016,163.83,0.15228,1.0859,NA,NA,NA,13.92,24.3,109.63,3016.704,7788.42,1923.67,-0.172027,34,0
12/01/2016,164.95,0.15217,1.0858,NA,NA,NA,13.61,22.47,104.52,3022.861,7768.45,1938.68,-0.158648,28,0
13/01/2016,161.35,0.15205,1.0877,NA,NA,NA,13.61,25.22,117.14,2949.597,7824.61,1890.28,-0.146006,33,0
14/01/2016,163.59,0.15172,1.0865,NA,NA,NA,13.13,23.95,110.07,3007.649,7742.88,1921.84,-0.134095,32,0.4617
15/01/2016,159.68,0.15189,1.0916,NA,NA,NA,13.085,27.02,116.41,2900.97,7762.01,1880.33,-0.122913,43,0
18/01/2016,159.68,0.15202,1.0892,NA,NA,NA,13.085,27.02,116.41,2913.837,7811.18,1880.33,-0.0948882,38,0
19/01/2016,160.02,0.15194,1.0908,NA,NA,NA,12.47,26.05,113.76,3007.739,7854.88,1881.33,-0.0889602,37,0
20/01/2016,157.61,0.15188,1.089,NA,NA,NA,12.85,27.59,112.88,2976.694,7699.12,1859.33,-0.0849331,39,0
21/01/2016,158.6,0.15195,1.0874,NA,NA,NA,12.91,26.69,108.38,2880.482,7664.01,1868.99,-0.0828056,37,0
22/01/2016,160.79,0.15201,1.0796,NA,NA,NA,13.03,22.34,98.92,2916.563,7756.18,1906.9,-0.0825772,35,0
25/01/2016,158.7,0.15194,1.0849,NA,NA,NA,13.38,24.15,102.88,2938.515,7894.15,1877.08,-0.0918048,32,0
26/01/2016,161.54,0.15198,1.087,NA,NA,NA,13.97,22.5,98.4,2749.785,7828.67,1903.63,-0.0962098,33,0
27/01/2016,159.3,0.15202,1.0893,NA,NA,NA,14.2,23.11,100.04,2735.558,7849.83,1882.95,-0.101034,31,0
28/01/2016,160.51,0.15208,1.094,NA,NA,NA,13.86,22.42,96.56,2655.661,7905.1,1893.36,-0.10628,33,0
29/01/2016,164.37,0.15209,1.0831,NA,NA,NA,14.21,20.2,89.95,2737.6,8080.6,1940.24,-0.111947,32,0
01/02/2016,164.34,0.15201,1.0888,NA,NA,NA,14.65,19.98,89.65,2688.854,8156.96,1939.38,-0.132783,31,0
02/02/2016,161.41,0.15186,1.0919,NA,NA,NA,14.3,21.98,97.6,2749.57,8131.24,1903.03,-0.141626,29,0
03/02/2016,163.2,0.15205,1.1105,NA,NA,NA,15.35,21.65,97.32,2739.247,8063,1912.53,-0.151089,30,0
04/02/2016,164.14,0.1523,1.1209,NA,NA,NA,16.15,21.84,95.22,2781.023,8063,1915.45,-0.161175,29,0.7003
05/02/2016,161.94,0.15213,1.1158,NA,NA,NA,17.05,23.38,100.55,2763.492,8063,1880.05,-0.171886,29,0
08/02/2016,160.35,0.15211,1.1193,NA,NA,NA,17.47,26,104.53,2763.492,8063,1853.44,-0.207306,28,0
09/02/2016,160.24,0.15211,1.1293,NA,NA,NA,16.75,26.54,103.06,2763.492,8063,1852.21,-0.219548,30,0
10/02/2016,159.39,0.1521,1.1292,NA,NA,NA,17.14,26.29,106.19,2763.492,8063,1851.86,-0.231932,33,0
11/02/2016,156.8,0.15207,1.1323,NA,NA,NA,18.37,28.14,107.21,2763.492,8063,1829.08,-0.24446,35,0
12/02/2016,159.98,0.15213,1.1256,NA,NA,NA,18.84,25.4,103.25,2763.492,8063,1864.78,-0.257136,31,0
15/02/2016,159.98,0.15386,1.1156,NA,NA,NA,18.84,25.4,103.25,2746.196,8066.51,1864.78,-0.295573,35,0
16/02/2016,162.2,0.15343,1.1144,NA,NA,NA,17.21,24.11,94.2,2836.571,8212.07,1895.58,-0.307845,34,0
17/02/2016,164.93,0.15328,1.1128,NA,NA,NA,17.82,22.31,88.96,2867.338,8214.25,1926.82,-0.319766,34,0
18/02/2016,164.52,0.15348,1.1107,NA,NA,NA,18.9,21.64,87.53,2862.893,8314.67,1917.83,-0.33134,38,0
19/02/2016,163.7,0.15335,1.113,NA,NA,NA,18.38,20.53,86.25,2860.021,8325.04,1917.78,-0.34257,37,1.1088
22/02/2016,165.94,0.15329,1.103,NA,NA,NA,18.53,19.38,86.19,2927.175,8326.68,1945.5,-0.374635,33,0
23/02/2016,164.1508125,0.15322,1.102,NA,NA,NA,18.92,20.98,89.67,2903.331,8334.64,1921.27,-0.385324,32,0
24/02/2016,164.67,0.15317,1.1013,NA,NA,NA,19.11,20.72,86.74,2928.896,8282.86,1929.8,-0.396086,35,0
25/02/2016,166.84,0.15296,1.1018,NA,NA,NA,19.39,19.11,83.51,2741.245,8365.86,1951.7,-0.406923,32,0
26/02/2016,166.28,0.15285,1.0934,NA,NA,NA,18.69,19.81,83.72,2767.21,8411.16,1948.05,-0.41784,33,0
29/02/2016,164.96,0.15258,1.0873,NA,NA,NA,19.38,20.55,85.06,2687.979,8411.16,1932.23,-0.451688,32,0
01/03/2016,168.52,0.15262,1.0868,NA,NA,NA,18.57,17.7,79.45,2733.17,8485.69,1978.35,-0.464134,32,0
02/03/2016,168.89,0.15265,1.0868,NA,NA,NA,19.0508125,17.09,78.84,2849.681,8544.05,1986.45,-0.476377,33,0
03/03/2016,169.35,0.15307,1.0957,NA,NA,NA,19.82,16.7,79.41,2859.758,8611.79,1993.4,-0.48842,34,0
04/03/2016,170.02,0.15378,1.1005,NA,NA,NA,19.71,16.86,81.97,2874.147,8643.55,1999.99,-0.500267,31,0
07/03/2016,170.62,0.15353,1.1014,NA,NA,NA,20.4,17.35,82.3,2897.34,8659.55,2001.76,-0.533717,33,0
08/03/2016,169.62,0.15376,1.1011,NA,NA,NA,19.42,18.67,87.46,2901.387,8664.31,1979.26,-0.542913,32,0
09/03/2016,170.02,0.15354,1.0999,NA,NA,NA,19.51,18.34,92.86,2862.556,8634.11,1989.26,-0.550978,33,0
10/03/2016,170.0591875,0.15364,1.1177,NA,NA,NA,20.38,18.05,94.77,2804.725,8660.7,1989.57,-0.557914,30,0
11/03/2016,172.2308125,0.15397,1.1156,NA,NA,NA,19.98,16.5,92.35,2810.308,8706.14,2022.19,-0.563723,28,0
14/03/2016,172.4108125,0.15385,1.1103,NA,NA,NA,19.12,16.92,89.74,2859.499,8747.9,2019.64,-0.574715,33,0
15/03/2016,172.64,0.15352,1.1109,NA,NA,NA,19.53,16.84,90.34,2864.368,8611.18,2015.93,-0.576642,31,0
16/03/2016,173.47,0.15333,1.1224,NA,NA,NA,20.86,14.99,84.37,2870.43,8699.14,2027.22,-0.577753,31,0
17/03/2016,174.94,0.15444,1.1318,NA,NA,NA,20.43,14.44,84.71,2904.832,8734.54,2040.59,-0.578049,30,0.1139
18/03/2016,175.69,0.15452,1.127,NA,NA,NA,20.61,14.02,86.2,2955.15,8810.71,2049.58,-0.577528,27,0
21/03/2016,176.01,0.15419,1.1241,NA,NA,NA,20.57,13.79,87.78,3018.802,8812.7,2051.6,-0.570797,30,0.2417
22/03/2016,175.7,0.15406,1.1217,NA,NA,NA,20.58,14.17,85.04,2999.363,8785.68,2049.8,-0.566467,31,0
23/03/2016,174.81,0.15368,1.1181,NA,NA,NA,19.03,14.94,86.06,3009.96,8766.09,2036.71,-0.561048,30,0
24/03/2016,174.94,0.15347,1.1174,NA,NA,NA,19.46,14.74,84.2,2960.97,8743.38,2035.94,-0.554537,28,0
25/03/2016,174.94,0.15336,1.1167,NA,NA,NA,19.46,14.74,84.2,2979.434,8704.97,2035.94,-0.546932,27,0
28/03/2016,175.12,0.1541,1.1196,NA,NA,NA,19.42,15.24,83.29,2957.82,8690.45,2037.05,-0.517738,28,0
29/03/2016,176.07,0.15392,1.1291,NA,NA,NA,20.54,13.82,81.39,2919.832,8617.35,2055.01,-0.506143,30,5.168
30/03/2016,176.89,0.15463,1.1338,NA,NA,NA,20.23,13.56,80.33,3000.645,8737.04,2063.95,-0.493645,32,0
31/03/2016,176.64,0.15506,1.138,NA,NA,NA,19.97,13.95,82.94,3003.915,8744.83,2059.74,-0.480239,30,0
01/04/2016,177.72,0.15435,1.1391,NA,NA,NA,20.12,13.1,81.57,3009.53,8657.55,2072.78,-0.465923,28,0
04/04/2016,177.12,0.15429,1.1391,NA,NA,NA,19.53,14.12,84.43,3009.53,8657.55,2066.13,-0.428703,29,0
05/04/2016,175.82,0.15438,1.1384,NA,NA,NA,20.13,15.42,89.11,3053.065,8657.55,2045.17,-0.41889,31,0
06/04/2016,177.04,0.15441,1.1399,NA,NA,NA,20.15,14.09,85.59,3050.592,8513.3,2066.66,-0.410454,30,0
07/04/2016,175.29,0.15468,1.1378,NA,NA,NA,20.78,16.16,92.74,3008.42,8490.25,2041.91,-0.403394,30,7.5269
08/04/2016,175.66,0.15462,1.1399,NA,NA,NA,21.44,15.36,89.73,2984.958,8541.5,2047.6,-0.397708,29,0
11/04/2016,175.44,0.15484,1.1408,NA,NA,NA,22.7,16.26,92.81,3033.957,8562.59,2041.99,-0.388705,29,0
12/04/2016,177.09,0.15472,1.1386,NA,NA,NA,22.88,14.85,89.78,3023.647,8531.18,2061.72,-0.388163,31,0
13/04/2016,178.92,0.15445,1.1274,NA,NA,NA,22.25,13.84,87.89,3066.638,8652.08,2082.42,-0.388823,32,0
14/04/2016,179.11,0.15427,1.1268,NA,NA,NA,21.6,13.72,87.92,3082.362,8667.71,2082.78,-0.390684,27,0
15/04/2016,178.68,0.15437,1.1284,NA,NA,NA,22.2,13.62,90.27,3078.116,8700.39,2080.73,-0.393747,25,0.8979
18/04/2016,179.78,0.1544,1.1313,NA,NA,NA,22.18,13.35,86.57,3033.66,8666.01,2094.34,-0.409815,27,0
19/04/2016,180.32,0.15482,1.1358,NA,NA,NA,23.26,13.24,86.98,3042.823,8633.72,2100.8,-0.417012,30,0
20/04/2016,180.75,0.15458,1.1297,NA,NA,NA,22.84,13.28,87.97,2972.584,8514.48,2102.4,-0.425074,29,0
21/04/2016,179.7,0.15427,1.1288,NA,NA,NA,23.25,13.95,87.07,2952.891,8568.65,2091.48,-0.434006,32,0
22/04/2016,179.9,0.15369,1.1222,NA,NA,NA,22.59,13.22,84.1,2959.24,8535.75,2091.58,-0.443808,34,0
25/04/2016,179.54,0.15411,1.1268,NA,NA,NA,22.46,14.08,85.77,2946.67,8560.28,2087.79,-0.477727,32,0
26/04/2016,179.64,0.15406,1.1297,NA,NA,NA,22.99,13.96,84.51,2964.7,8581.57,2091.7,-0.489548,33,0
27/04/2016,180.25,0.15386,1.1322,NA,NA,NA,23.24,13.77,83.1,2953.671,8563.05,2095.15,-0.501508,34,0
28/04/2016,178.2,0.15437,1.1352,NA,NA,NA,24.2775,15.22,87.36,2945.588,8473.87,2075.81,-0.51361,38,0
29/04/2016,177.59,0.1544,1.1451,NA,NA,NA,25.83,15.7,91.68,2938.324,8377.9,2065.3,-0.525857,33,0
02/05/2016,178.7,0.15446,1.1534,NA,NA,NA,25.39,14.68,89.49,2938.324,8377.9,2081.43,-0.561454,100,0
03/05/2016,177.3,0.15404,1.1496,NA,NA,NA,24.66,15.6,91.66,2992.643,8294.12,2063.37,-0.570204,63,0
04/05/2016,176.32,0.15393,1.1487,NA,NA,NA,23.41,16.05,91.86,2991.272,8185.47,2051.12,-0.57706,43,0
05/05/2016,176.4408125,0.15357,1.1405,NA,NA,NA,24.18,15.91,91.58,2997.842,8167.96,2050.63,-0.582022,43,0
06/05/2016,177.34,0.15392,1.1404,NA,NA,NA,25.13,14.72,88.86,2913.248,8146.43,2057.14,-0.585093,39,0
09/05/2016,176.98,0.15344,1.1383,NA,NA,NA,23.52,14.57,86.42,2832.113,8131.83,2058.69,-0.58388,37,0
10/05/2016,179.2,0.15344,1.1372,NA,NA,NA,24.4,13.63,85.92,2832.591,8156.29,2084.39,-0.581228,36,0
11/05/2016,177.2991875,0.15408,1.1426,NA,NA,NA,25.05,14.69,91.53,2837.037,8135.56,2064.46,-0.577604,36,1.508
12/05/2016,177.42,0.15341,1.1377,NA,NA,NA,24.55,14.41,91.25,2835.862,8108.05,2064.11,-0.573007,33,0
13/05/2016,175.48,0.15309,1.1309,NA,NA,NA,24.79,15.04,94,2827.109,8053.69,2046.61,-0.567436,33,0
16/05/2016,177.26,0.1534,1.1321,NA,NA,NA,25.24,14.68,90.61,2850.862,8067.6,2066.66,-0.544955,27,0
17/05/2016,175.56,0.15336,1.1313,NA,NA,NA,25.58,15.57,91.76,2843.684,8140.48,2047.21,-0.535658,34,0
18/05/2016,175.63,0.15289,1.1216,NA,NA,NA,23.56,15.95,89.99,2807.514,8159.68,2047.63,-0.525472,32,0
19/05/2016,174.68,0.1528,1.1203,NA,NA,NA,23.96,16.33,90.46,2806.906,8095.98,2040.04,-0.514393,33,0
20/05/2016,174.76,0.15276,1.1224,NA,NA,NA,24.05,15.2,85.46,2825.483,8131.26,2052.32,-0.502418,33,0
23/05/2016,174.78,0.15257,1.122,NA,NA,NA,23.78,15.82,84.12,2843.645,8344.44,2048.04,-0.460724,31,0
24/05/2016,176.86,0.15251,1.1141,NA,NA,NA,22.47,14.42,79.48,2821.666,8300.66,2076.06,-0.444419,30,0
25/05/2016,178.28,0.15258,1.1155,NA,NA,NA,23.03,13.9,78.54,2815.086,8396.2,2090.54,-0.426845,32,0
26/05/2016,178.08,0.15249,1.1194,NA,NA,NA,22.95,13.43,77.48,2822.443,8394.12,2090.1,-0.407995,27,0
27/05/2016,178.5,0.15237,1.1115,NA,NA,NA,22.28,13.12,76.17,2821.046,8463.61,2099.06,-0.387864,37,0.3685
30/05/2016,178.5,0.15185,1.1138,NA,NA,NA,22.28,13.12,76.17,2822.451,8535.87,2099.06,-0.319439,46,0
31/05/2016,177.65,0.15192,1.1132,NA,NA,NA,22.58,14.19,79.43,2916.616,8535.59,2096.96,-0.293556,42,0
01/06/2016,177.73,0.15209,1.1188,NA,NA,NA,22.72,14.2,78.93,2913.508,8597.16,2099.33,-0.266075,41,0
02/06/2016,178.28,0.15186,1.1151,NA,NA,NA,22.77,13.63,79.54,2925.23,8556.02,2105.26,-0.239516,38,0
03/06/2016,178.06,0.15263,1.1367,NA,NA,NA,25.33,13.47,79.08,2938.682,8587.36,2099.13,-0.21387,41,0
06/06/2016,179.18,0.15249,1.1355,NA,NA,NA,25.45,13.65,80.71,2934.098,8597.11,2109.41,-0.142045,42,-0.5267
07/06/2016,179.38,0.15222,1.1358,NA,NA,NA,25.11,14.05,82.3,2936.045,8679.9,2112.13,-0.119396,41,0
08/06/2016,180.06,0.15243,1.1395,NA,NA,NA,25.93,14.08,86.61,2927.159,8715.48,2119.12,-0.0973339,38,0
09/06/2016,179.88,0.15235,1.1316,NA,NA,NA,26.33,14.64,89.98,2927.159,8715.48,2115.48,-0.075851,38,0
10/06/2016,178.71,0.15216,1.1251,NA,NA,NA,25.96,17.03,103.78,2927.159,8715.48,2096.07,-0.0549412,36,0
13/06/2016,177.36,0.15193,1.1292,NA,NA,NA,25.91,20.97,124.56,2833.071,8536.22,2079.06,0.00354962,65,0
14/06/2016,176.81,0.15161,1.1207,NA,NA,NA,25.34,20.5,116.44,2842.189,8576.12,2075.32,0.0205025,56,0
15/06/2016,176.57,0.15199,1.126,NA,NA,NA,26.32,20.14,114.23,2887.21,8606.37,2071.5,0.0360484,50,0
16/06/2016,177.46,0.15179,1.1225,NA,NA,NA,25.485,19.37,115.47,2872.817,8494.14,2077.99,0.0501921,65,0
17/06/2016,176.52,0.15189,1.1277,NA,NA,NA,25.79,19.41,115.72,2885.105,8568.08,2071.22,0.062938,65,0
20/06/2016,177.8,0.15198,1.1314,NA,NA,NA,25.64,18.37,112.4,2888.809,8625.92,2083.25,0.0933969,50,0
21/06/2016,178.06,0.15168,1.1242,NA,NA,NA,24.93,18.48,113.46,2878.557,8684.85,2088.9,0.10173,59,0
22/06/2016,177.57,0.15216,1.1296,NA,NA,NA,25.5,21.17,122.94,2905.55,8716.25,2085.45,0.109252,50,0
23/06/2016,179.81,0.15197,1.1385,NA,NA,NA,25.22,17.25,104.71,2891.96,8676.68,2113.32,0.115967,55,0
24/06/2016,173.76,0.15101,1.1117,NA,NA,NA,26.71,25.76,125.13,2854.286,8476.99,2037.41,0.121875,73,0
27/06/2016,171.2,0.15027,1.1025,NA,NA,NA,27.06,23.85,115.6,2895.703,8458.87,2000.54,0.13443,47,0
28/06/2016,173.82,0.15033,1.1065,NA,NA,NA,26.6,18.75,108,2912.557,8505.51,2036.09,0.136427,47,0
29/06/2016,176.64,0.15071,1.1125,NA,NA,NA,27.15,16.64,98.6,2931.592,8586.56,2070.77,0.137274,41,0
30/06/2016,179,0.15057,1.1106,NA,NA,NA,27.71,15.63,94.23,2929.606,8666.58,2098.86,0.136969,43,0
01/07/2016,179.31,0.15023,1.1136,NA,NA,NA,29.05,14.77,91.7,2932.476,8738.24,2102.95,0.135513,57,0
04/07/2016,179.31,0.14994,1.1154,NA,NA,NA,29.05,14.77,91.7,2988.604,8760.58,2102.95,0.127261,53,0
05/07/2016,178.21,0.14973,1.1076,NA,NA,NA,29.64,15.58,91.85,3006.392,8716.07,2088.55,0.123434,50,0
06/07/2016,178.98,0.14942,1.11,NA,NA,NA,30.57,14.96,89.24,3017.293,8575.75,2099.73,0.119096,53,0
07/07/2016,178.79,0.14967,1.1063,NA,NA,NA,29.61,14.76,89.5,3016.847,8640.91,2097.9,0.114244,56,0
08/07/2016,181.3,0.14952,1.1051,NA,NA,NA,30.54,13.2,84.72,2988.094,8640.91,2129.9,0.108877,53,0
11/07/2016,182.12,0.14934,1.1058,NA,NA,NA,30.6,13.54,84.78,2994.917,8786.47,2137.16,0.0901515,52,0
12/07/2016,183.39,0.14966,1.1061,NA,NA,NA,29.4,13.55,84.98,3049.381,8841.46,2152.14,0.0836689,51,0.5374
13/07/2016,183.6,0.14955,1.109,NA,NA,NA,30.37,13.04,84.18,3060.689,8857.75,2152.43,0.0771427,46,0
14/07/2016,184.96,0.14966,1.112,NA,NA,NA,30.21,12.82,86.03,3054.018,8866.36,2163.75,0.0705709,46,0
15/07/2016,184.88,0.14942,1.1035,NA,NA,NA,29.87,12.67,89.04,3054.296,8949.85,2161.74,0.0639515,46,0
18/07/2016,185.08,0.14923,1.1075,NA,NA,NA,29.98,12.44,87.2,3043.564,9008.21,2166.89,0.0436142,45,-0.1779
19/07/2016,185.42,0.14931,1.1021,NA,NA,NA,29.67,11.97,89.03,3036.598,9034.87,2163.78,0.0364373,44,0
20/07/2016,185.78,0.14974,1.1015,NA,NA,NA,27.99,11.77,87.09,3027.899,9007.68,2173.02,0.0290289,43,0
21/07/2016,184.98,0.14983,1.1026,NA,NA,NA,28.87,12.74,92.84,3039.009,9056.56,2165.17,0.021387,46,0
22/07/2016,185.51,0.14966,1.0977,NA,NA,NA,28.78,12.02,89.51,3012.816,9013.14,2175.03,0.013509,39,0
25/07/2016,184.81,0.14981,1.0995,NA,NA,NA,27.73,12.87,91.95,3015.828,8991.67,2168.48,-0.0116562,39,0
26/07/2016,184.6,0.14988,1.0986,NA,NA,NA,28.5,13.05,91.44,3050.166,9024.79,2169.18,-0.0206849,45,0
27/07/2016,184.58,0.14971,1.1058,NA,NA,NA,29.8,12.83,91.23,2991.999,9063.39,2166.58,-0.0300534,47,2.8102
