#NAME?,GDX US Equity,VIX Index,VVIX Index,SHCOMP Index,TWSE Index,SPX Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)",,,,,,
10/05/2018,22.95,13.23,93.02,3174.413,10760.21,2723.07,,,,,,
11/05/2018,22.88,12.65,90.03,3163.263,10858.98,2727.72,,,,,,
14/05/2018,22.78,12.93,92.62,3174.032,10952.39,2730.13,,,,,,
15/05/2018,22.26,14.63,99.18,3192.118,10874.73,2711.45,,,,,,
16/05/2018,22.29,13.42,94.79,3169.565,10897.57,2722.46,,,,,,
17/05/2018,22.19,13.43,93.48,3154.282,10833.81,2720.13,,,,,,
18/05/2018,22.19,13.42,94.76,3193.303,10830.84,2712.97,,,,,,
21/05/2018,22.33,13.08,91.04,3213.84,10966.2,2733.01,,,,,,
22/05/2018,22.13,13.22,90.47,3214.35,10938.73,2724.44,,,,,,
23/05/2018,22.34,12.58,89.8,3168.964,10886.18,2733.29,,,,,,
24/05/2018,22.65,12.53,90.64,3154.651,10936.93,2727.76,,,,,,
25/05/2018,22.31,13.22,93.78,3141.303,10942.3,2721.33,,,,,,
28/05/2018,22.31,13.22,93.78,3135.082,10987.77,2721.33,,,,,,
29/05/2018,22.15,17.02,108.67,3120.46,10964.12,2689.86,,,,,,
30/05/2018,22.44,14.94,99.08,3041.443,10821.17,2724.01,,,,,,
31/05/2018,22.34,15.43,100.63,3095.474,10874.96,2705.27,,,,,,
01/06/2018,22.31,13.46,93.3,3075.137,10949.08,2734.62,,,,,,
04/06/2018,22.28,12.74,90.83,3091.191,11109.5,2746.87,,,,,,
05/06/2018,22.44,12.4,89.84,3114.206,11100.11,2748.8,,,,,,
06/06/2018,22.58,11.64,88.12,3115.18,11201.83,2772.35,,,,,,
07/06/2018,22.45,12.13,91.28,3109.499,11251.75,2770.37,,,,,,
08/06/2018,22.36,12.18,93.49,3067.148,11156.42,2779.03,,,,,,
11/06/2018,22.55,12.35,94.54,3052.783,11149.23,2782,,,,,,
12/06/2018,22.49,12.34,95.71,3079.802,11144.79,2786.85,,,,,,
13/06/2018,22.48,12.94,100.01,3049.796,11173.21,2775.63,,,,,,
14/06/2018,22.66,12.12,98.21,3044.16,11013.98,2782.49,,,,,,
15/06/2018,22.23,11.98,101.66,3021.901,11087.47,2779.66,,,,,,
18/06/2018,22.27,12.31,99.87,3021.901,11087.47,2773.75,,,,,,
19/06/2018,22.05,13.35,104.13,2907.822,10904.19,2762.59,,,,,,
20/06/2018,21.92,12.79,98.51,2915.731,10927.44,2767.32,,,,,,
21/06/2018,21.91,14.64,107.45,2875.81,10941.07,2749.76,,,,,,
22/06/2018,22.18,13.77,102.49,2889.76,10899.28,2754.88,,,,,,
25/06/2018,22.01,17.33,114.32,2859.336,10786.46,2717.07,,,,,,
26/06/2018,21.95,15.92,107.52,2844.508,10742.17,2723.06,,,,,,
27/06/2018,21.81,17.91,112.75,2813.177,10701.03,2699.63,,,,,,
28/06/2018,21.93,16.85,108.88,2786.896,10654.28,2716.31,,,,,,
29/06/2018,22.31,16.09,105.97,2847.418,10836.91,2718.37,,,,,,
02/07/2018,22.08,15.6,104.8,2775.557,10777.94,2726.71,,,,,,
03/07/2018,22.47,16.14,108.5,2786.888,10715.72,2713.22,,,,,,
04/07/2018,22.47,16.14,108.5,2759.126,10721.87,2713.22,,,,,,
05/07/2018,22.68,14.97,103.22,2733.882,10611.81,2736.61,,,,,,
06/07/2018,22.61,13.37,95.74,2747.229,10608.57,2759.82,,,,,,
09/07/2018,22.55,12.69,94.16,2815.11,10720.28,2784.17,,,,,,
10/07/2018,22.6,12.64,91.96,2827.625,10756.89,2793.84,,,,,,
11/07/2018,22,13.63,104.5,2777.771,10676.84,2774.02,,,,,,
12/07/2018,22.14,12.58,100.82,2837.659,10738.38,2798.29,,,,,,
13/07/2018,21.96,12.18,99.81,2831.184,10864.54,2801.31,,,,,,
16/07/2018,21.87,12.83,100.95,2814.042,10817.45,2798.43,,,,,,
17/07/2018,21.88,12.06,98.56,2798.126,10778.99,2809.55,,,,,,
18/07/2018,21.86,12.1,98.08,2787.257,10842.46,2815.62,,,,,,
19/07/2018,21.58,12.87,100.58,2772.545,10835.38,2804.49,,,,,,
20/07/2018,21.78,12.86,102.76,2829.271,10932.11,2801.83,,,,,,
23/07/2018,21.33,12.62,102.04,2859.542,10946.89,2806.98,,,,,,
24/07/2018,21.62,12.41,98.68,2905.562,10995.39,2820.4,,,,,,
25/07/2018,21.8,12.29,94.2,2903.647,10965.79,2846.07,,,,,,
26/07/2018,21.39,12.14,91.66,2882.225,11010.61,2837.44,,,,,,
27/07/2018,21.32,13.03,97.15,2873.594,11075.78,2818.82,,,,,,
30/07/2018,21.27,14.26,101.41,2869.05,11033.54,2802.6,,,,,,
31/07/2018,21.28,12.83,94.13,2876.401,11057.51,2816.29,,,,,,
01/08/2018,21.11,13.15,95.28,2824.534,11098.13,2813.36,,,,,,
02/08/2018,20.94,12.19,91.66,2768.024,10929.77,2827.22,,,,,,
03/08/2018,21.16,11.64,86.6,2740.443,11012.43,2840.35,,,,,,
06/08/2018,20.9,11.27,84.66,2705.156,11024.1,2850.4,,,,,,
07/08/2018,20.66,10.93,83.21,2779.374,10983.44,2858.45,,,,,,
08/08/2018,20.76,10.85,84.42,2744.07,11075.25,2857.7,,,,,,
09/08/2018,20.71,11.27,88.69,2794.382,11028.07,2853.58,,,,,,
10/08/2018,20.56,13.16,99.07,2795.31,10983.68,2833.28,,,,,,
13/08/2018,19.98,14.78,107.78,2785.872,10748.92,2821.93,,,,,,
14/08/2018,19.77,13.31,100.34,2780.965,10824.23,2839.96,,,,,,
15/08/2018,18.6,14.64,111.13,2723.258,10716.75,2818.37,,,,,,
16/08/2018,18.16,13.45,103.49,2705.192,10683.9,2840.69,,,,,,
17/08/2018,18.72,12.64,101.81,2668.966,10690.96,2850.13,,,,,,
20/08/2018,18.79,12.49,100.77,2698.466,10699.05,2857.05,,,,,,
21/08/2018,18.92,12.86,101.56,2733.826,10792.2,2862.96,,,,,,
22/08/2018,19.06,12.25,95.72,2714.608,10804.2,2861.82,,,,,,
23/08/2018,18.46,12.41,95.92,2724.625,10863.13,2856.98,,,,,,
24/08/2018,18.95,11.99,93.95,2729.431,10809.35,2874.69,,,,,,
27/08/2018,19.28,12.16,93.39,2780.899,10902.21,2896.74,,,,,,
28/08/2018,18.92,12.5,92.31,2777.981,10989.55,2897.52,,,,,,
29/08/2018,18.99,12.25,91.1,2769.295,11099.57,2914.04,,,,,,
30/08/2018,18.69,13.53,95.11,2737.737,11093.75,2901.13,,,,,,
31/08/2018,18.55,12.86,92.73,2725.25,11063.94,2901.52,,,,,,
03/09/2018,18.55,12.86,92.73,2720.734,10964.22,2901.52,,,,,,
04/09/2018,18.02,13.16,95.23,2750.58,11021.38,2896.72,,,,,,
05/09/2018,17.87,13.91,97.94,2704.337,10995.13,2888.6,,,,,,
06/09/2018,17.84,14.65,101.36,2691.593,10924.3,2878.05,,,,,,
07/09/2018,17.88,14.88,102.38,2702.301,10846.99,2871.68,,,,,,
10/09/2018,17.61,14.16,100.38,2669.485,10725.8,2877.13,,,,,,
11/09/2018,17.57,13.22,96.44,2664.8,10752.3,2887.89,,,,,,
12/09/2018,18.11,13.14,97.24,2656.11,10722.57,2888.92,,,,,,
13/09/2018,18.09,12.37,91.06,2686.578,10727.23,2904.18,,,,,,
14/09/2018,17.98,12.07,88.07,2681.643,10868.14,2904.98,,,,,,
17/09/2018,18.32,13.68,96.34,2651.789,10828.61,2888.8,,,,,,
18/09/2018,18.43,12.79,92.49,2699.95,10760.21,2904.31,,,,,,
19/09/2018,18.75,11.75,88.18,2730.85,10857.27,2907.95,,,,,,
20/09/2018,18.93,11.8,87.31,2729.244,10831.41,2930.75,,,,,,
21/09/2018,18.78,11.68,90.2,2797.485,10972.41,2929.67,,,,,,
24/09/2018,18.8,12.2,91.51,2797.485,10972.41,2919.37,,,,,,
25/09/2018,18.85,12.42,91.07,2781.138,10978.85,2915.56,,,,,,
26/09/2018,18.42,12.89,91.56,2806.813,10974.19,2905.97,,,,,,
27/09/2018,18.34,12.41,87.66,2791.775,11034.19,2914,,,,,,
28/09/2018,18.52,12.12,87.31,2821.35,11006.34,2913.98,,,,,,
01/10/2018,18.55,12,86.97,2821.35,11051.8,2924.59,,,,,,
02/10/2018,19.05,12.05,88.12,2821.35,10919.63,2923.43,,,,,,
03/10/2018,18.79,11.61,85.8,2821.35,10863.94,2925.51,,,,,,
04/10/2018,18.75,14.22,99.44,2821.35,10718.91,2901.61,,,,,,
05/10/2018,18.65,14.82,102.63,2821.35,10517.12,2885.57,,,,,,
08/10/2018,18.71,15.69,102.74,2716.51,10455.93,2884.43,,,,,,
09/10/2018,18.39,15.95,103.92,2721.013,10466.83,2880.34,,,,,,
10/10/2018,18.63,22.96,135.61,2725.837,10466.83,2785.68,,,,,,
11/10/2018,19.87,24.98,129.3,2583.458,9806.11,2728.37,,,,,,
12/10/2018,19.75,21.31,124.81,2606.913,10045.81,2767.13,,,,,,
15/10/2018,20.06,21.3,118.78,2568.098,9901.12,2750.79,,,,,,
16/10/2018,19.99,17.62,111.78,2546.33,9981.1,2809.92,,,,,,
17/10/2018,19.91,17.4,109.28,2561.614,9979.14,2809.21,,,,,,
18/10/2018,20,20.06,116.82,2486.419,9953.73,2768.78,,,,,,
19/10/2018,20.01,19.89,114.95,2550.465,9919.26,2767.78,,,,,,
22/10/2018,19.86,19.64,112.15,2654.876,9974.28,2755.88,,,,,,
23/10/2018,20.1,20.71,108.71,2594.825,9775.2,2740.69,,,,,,
24/10/2018,19.87,25.23,118.58,2603.295,9759.4,2656.1,,,,,,
25/10/2018,19,24.22,113.91,2603.8,9520.79,2705.57,,,,,,
26/10/2018,19.06,24.16,110.49,2598.847,9489.18,2658.69,,,,,,
29/10/2018,19.01,24.7,110.39,2542.103,9516.32,2641.25,,,,,,
30/10/2018,19.15,23.35,106.08,2568.048,9526.11,2682.63,,,,,,
31/10/2018,18.93,21.23,102.9,2602.783,9802.13,2711.74,,,,,,
01/11/2018,19.57,19.34,99.57,2606.237,9844.74,2740.37,,,,,,
02/11/2018,19.63,19.51,102.38,2676.476,9906.59,2723.06,,,,,,
05/11/2018,19.56,19.96,101.83,2665.431,9889.81,2738.31,,,,,,
06/11/2018,19.4,19.91,102.48,2659.356,9824.95,2755.45,,,,,,
07/11/2018,19.31,16.36,95.75,2641.342,9908.35,2813.89,,,,,,
08/11/2018,19.38,16.72,95.4,2635.632,9945.31,2806.83,,,,,,
09/11/2018,19.04,17.36,100.55,2598.872,9830.01,2781.01,,,,,,
12/11/2018,18.61,20.45,107.77,2630.52,9831.21,2726.22,,,,,,
13/11/2018,18.42,20.02,105.32,2654.879,9775.84,2722.18,,,,,,
14/11/2018,18.83,21.25,111.42,2632.242,9791.88,2701.58,,,,,,
15/11/2018,19.09,19.98,107.38,2668.17,9826.46,2730.2,,,,,,
16/11/2018,19.38,18.14,101.93,2679.11,9797.09,2736.27,,,,,,
19/11/2018,19.39,20.1,107.13,2703.512,9828.69,2690.73,,,,,,
20/11/2018,19.3,22.48,107.61,2645.854,9743.99,2641.89,,,,,,
21/11/2018,19.81,20.8,100.27,2651.505,9741.52,2649.93,,,,,,
22/11/2018,19.81,20.8,100.27,2645.434,9714.71,2649.93,,,,,,
23/11/2018,19.36,21.52,99.29,2579.483,9667.3,2632.56,,,,,,
26/11/2018,19.26,18.9,92.17,2575.81,9765.36,2673.45,,,,,,
27/11/2018,18.87,19.02,91.54,2574.679,9778.62,2682.17,,,,,,
28/11/2018,19.34,18.49,93.55,2601.737,9884.31,2743.79,,,,,,
29/11/2018,19.17,18.79,93.36,2567.443,9885.36,2737.76,,,,,,
30/11/2018,19.09,18.07,93.59,2588.188,9888.03,2760.17,,,,,,
03/12/2018,19.44,16.44,85.87,2654.798,10137.87,2790.37,,,,,,
04/12/2018,19.6,20.74,96.57,2665.958,10083.54,2700.06,,,,,,
05/12/2018,19.6,20.74,96.57,2649.805,9916.74,2700.06,,,,,,
06/12/2018,19.71,21.19,93.85,2605.181,9684.72,2695.95,,,,,,
07/12/2018,20.2,23.23,96.49,2605.888,9760.88,2633.08,,,,,,
10/12/2018,20.13,22.64,91.78,2584.582,9647.54,2637.72,,,,,,
11/12/2018,20.01,21.76,89.77,2594.088,9707.04,2636.78,,,,,,
12/12/2018,20.44,21.46,91.41,2602.153,9816.45,2651.07,,,,,,
13/12/2018,20.48,20.65,93,2634.049,9858.76,2650.54,,,,,,
14/12/2018,20.12,21.63,96.45,2593.741,9774.16,2599.95,,,,,,
17/12/2018,20.61,24.52,101.55,2597.974,9787.53,2545.94,,,,,,
18/12/2018,21.09,25.58,103.64,2576.649,9718.82,2546.16,,,,,,
19/12/2018,19.95,25.58,105.05,2549.563,9783.21,2506.96,,,,,,
20/12/2018,20.67,28.38,109.65,2536.268,9674.52,2467.42,,,,,,
21/12/2018,20.44,30.11,106.61,2516.25,9676.67,2416.62,,,,,,
24/12/2018,21.09,36.07,111.88,2527.007,9639.7,2351.1,,,,,,
25/12/2018,21.09,36.07,111.88,2504.819,9527.09,2351.1,,,,,,
26/12/2018,20.62,30.41,97.32,2498.294,9478.99,2467.7,,,,,,
27/12/2018,20.97,29.96,95.89,2483.086,9641.56,2488.83,,,,,,
28/12/2018,20.6,28.34,91.24,2493.896,9727.41,2485.74,,,,,,
31/12/2018,21.09,25.42,87.11,2493.896,9727.41,2506.85,,,,,,
01/01/2019,21.09,25.42,87.11,2493.896,9727.41,2506.85,,,,,,
02/01/2019,21.05,23.22,81.66,2465.291,9554.14,2510.03,,,,,,
03/01/2019,21.48,25.45,83.8,2464.363,9492.42,2447.89,,,,,,
04/01/2019,21.3,21.38,84.44,2514.868,9382.51,2531.94,,,,,,
07/01/2019,21.04,21.4,82.74,2533.089,9590.3,2549.69,,,,,,
08/01/2019,21.05,20.47,82.41,2526.462,9563.6,2574.41,,,,,,
09/01/2019,21.32,19.98,86.62,2544.345,9738.31,2584.96,,,,,,
10/01/2019,21,19.5,86.35,2535.098,9720.69,2596.64,,,,,,
11/01/2019,21.08,18.19,83.85,2553.831,9759.4,2596.26,,,,,,
14/01/2019,20.93,19.07,83.01,2535.765,9708.22,2582.61,,,,,,
15/01/2019,20.61,18.6,81.39,2570.345,9806.04,2610.3,,,,,,
16/01/2019,20.6,19.04,83.34,2570.422,9763.81,2616.1,,,,,,
17/01/2019,20.66,18.06,82.79,2559.637,9789.15,2635.96,,,,,,
18/01/2019,20.31,17.8,82.49,2596.006,9836.06,2670.71,,,,,,
21/01/2019,20.31,17.8,82.49,2610.51,9889.4,2670.71,,,,,,
22/01/2019,20.45,20.8,93.81,2579.704,9894.66,2632.9,,,,,,
23/01/2019,20.49,19.52,88.45,2581.004,9846.4,2638.7,,,,,,
24/01/2019,20.5,18.89,84.89,2591.694,9877.12,2642.33,,,,,,
25/01/2019,21.18,17.42,83.38,2601.723,9969.61,2664.76,,,,,,
28/01/2019,21.45,18.87,86.44,2596.977,10013.33,2643.85,,,,,,
29/01/2019,21.97,19.13,86.84,2594.254,9931.59,2640,,,,,,
30/01/2019,22.18,17.66,82.39,2575.576,9932.26,2681.05,,,,,,
31/01/2019,22.69,16.57,79.24,2584.573,9932.26,2704.1,,,,,,
01/02/2019,22.57,16.14,80,2618.232,9932.26,2706.53,,,,,,
04/02/2019,22.49,15.73,77.36,2618.232,9932.26,2724.87,,,,,,
05/02/2019,22.61,15.57,80.62,2618.232,9932.26,2737.7,,,,,,
06/02/2019,22.22,15.38,84.99,2618.232,9932.26,2731.61,,,,,,
07/02/2019,22.03,16.37,85.01,2618.232,9932.26,2706.05,,,,,,
08/02/2019,22.34,15.72,82.7,2618.232,9932.26,2707.88,,,,,,
11/02/2019,22.08,15.97,82.77,2653.896,10004.25,2709.8,,,,,,
12/02/2019,22.05,15.43,81.63,2671.894,10097.74,2744.73,,,,,,
13/02/2019,21.92,15.65,80.27,2721.068,10090.58,2753.03,,,,,,
14/02/2019,22.14,16.22,81.64,2719.7,10089.01,2745.73,,,,,,
15/02/2019,22.43,14.91,80.45,2682.385,10064.78,2775.6,,,,,,
18/02/2019,22.43,14.91,80.45,2754.357,10145.28,2775.6,,,,,,
19/02/2019,23.14,14.88,78.64,2755.646,10152.26,2779.76,,,,,,
20/02/2019,23.36,14.02,75.59,2761.219,10272.46,2784.7,,,,,,
21/02/2019,22.98,14.46,76.64,2751.801,10319.53,2774.88,,,,,,
22/02/2019,23.06,13.51,74.98,2804.226,10322.92,2792.67,,,,,,
25/02/2019,22.77,14.85,79.35,2961.283,10390.93,2796.11,,,,,,
26/02/2019,22.73,15.17,80.53,2941.516,10391.55,2793.9,,,,,,
27/02/2019,22.35,14.7,80.37,2953.824,10389.17,2792.38,,,,,,
28/02/2019,22.24,14.78,80,2940.954,10389.17,2784.49,,,,,,
01/03/2019,21.7,13.57,79.27,2994.005,10389.17,2803.69,,,,,,
04/03/2019,21.85,14.63,82.34,3027.575,10349.88,2792.81,,,,,,
05/03/2019,21.97,14.74,82.46,3054.247,10305.26,2789.65,,,,,,
06/03/2019,21.52,15.74,86.1,3102.099,10357.15,2771.45,,,,,,
07/03/2019,21.79,16.59,88.7,3106.418,10311.68,2748.93,,,,,,
08/03/2019,22.37,16.05,87.24,2969.861,10241.75,2743.07,,,,,,
11/03/2019,22.29,14.33,81.23,3026.992,10250.28,2783.3,,,,,,
12/03/2019,22.68,13.77,83.06,3060.307,10343.33,2791.52,,,,,,
13/03/2019,22.86,13.41,82.76,3026.951,10373.32,2810.92,,,,,,
14/03/2019,22.25,13.5,82.56,2990.685,10348.65,2808.48,,,,,,
15/03/2019,22.3,12.88,82.94,3021.751,10439.24,2822.48,,,,,,
18/03/2019,22.05,13.1,85.52,3096.417,10512.7,2832.94,,,,,,
19/03/2019,22.13,13.56,87.36,3090.975,10512.32,2832.57,,,,,,
20/03/2019,22.63,13.91,86.63,3090.64,10551.56,2824.23,,,,,,
21/03/2019,22.75,13.63,83.89,3101.455,10609.55,2854.88,,,,,,
22/03/2019,22.78,16.48,98.5,3104.149,10639.07,2800.71,,,,,,
25/03/2019,23.26,16.33,97.2,3043.031,10479.48,2798.36,,,,,,
26/03/2019,23.35,14.68,89.85,2997.095,10559.2,2818.46,,,,,,
27/03/2019,23.01,15.15,91.34,3022.719,10542.7,2805.37,,,,,,
28/03/2019,22.41,14.43,87.95,2994.943,10536.26,2815.44,,,,,,
29/03/2019,22.42,13.71,85.82,3090.758,10641.04,2834.4,,,,,,
01/04/2019,21.96,13.4,84.93,3170.361,10642.63,2867.19,,,,,,
02/04/2019,22.1,13.36,83.28,3176.823,10690.3,2867.24,,,,,,
03/04/2019,22.07,13.74,84.23,3216.295,10704.38,2873.4,,,,,,
04/04/2019,22.5,13.58,82.15,3246.571,10704.38,2879.39,,,,,,
05/04/2019,22.43,12.82,79.1,3246.571,10704.38,2892.74,,,,,,
08/04/2019,22.69,13.18,81.86,3244.81,10800.57,2895.77,,,,,,
09/04/2019,22.82,14.28,88.14,3239.664,10851.6,2878.2,,,,,,
10/04/2019,22.62,13.3,89.49,3241.93,10868.14,2888.21,,,,,,
11/04/2019,22.25,13.02,88.06,3189.962,10808.77,2888.32,,,,,,
12/04/2019,22.21,12.01,84.98,3188.625,10805.3,2907.41,,,,,,
15/04/2019,22.22,12.32,84.17,3177.787,10875.6,2905.58,,,,,,
16/04/2019,21.81,12.18,83.58,3253.598,10927.85,2907.06,,,,,,
17/04/2019,21.66,12.6,85.55,3263.118,10997.26,2900.45,,,,,,
18/04/2019,21.34,12.09,84.41,3250.201,10962.02,2905.03,,,,,,
19/04/2019,21.34,12.09,84.41,3270.797,10968.5,2905.03,,,,,,
22/04/2019,20.98,12.42,83.27,3215.042,10987.71,2907.97,,,,,,
23/04/2019,20.82,12.28,81.43,3198.594,11025.68,2933.68,,,,,,
24/04/2019,21.02,13.14,85.17,3201.614,11027.64,2927.25,,,,,,
25/04/2019,20.87,13.25,86.94,3123.826,11039.86,2926.17,,,,,,
26/04/2019,21.3,12.73,84.12,3086.399,10952.47,2939.88,,,,,,
29/04/2019,20.84,13.11,86.08,3062.499,10939.06,2943.03,,,,,,
30/04/2019,20.89,13.12,88.56,3078.339,10967.73,2945.83,,,,,,
01/05/2019,20.52,14.8,95.75,3078.339,10967.73,2923.73,,,,,,
02/05/2019,20.17,14.42,93.02,3078.339,11004.49,2917.52,,,,,,
03/05/2019,20.29,12.87,86.23,3078.339,11096.3,2945.64,,,,,,
06/05/2019,20.3,15.44,94.85,2906.464,10897.12,2932.47,,,,,,
07/05/2019,20.71,19.32,111.54,2926.391,10987.14,2884.05,,,,,,
08/05/2019,20.48,19.4,106.48,2893.757,10923.71,2879.42,,,,,,
09/05/2019,20.43,19.1,102.92,2850.954,10733.67,2870.72,,,,,,
10/05/2019,20.28,16.04,96.01,2939.211,10712.99,2881.4,,,,,,
13/05/2019,20.93,20.55,105.6,2903.713,10558.29,2811.87,,,,,,
14/05/2019,20.84,18.06,97.26,2883.611,10519.25,2834.41,,,,,,
15/05/2019,20.79,16.44,94.53,2938.678,10560.71,2850.96,,,,,,
16/05/2019,20.56,15.29,94.23,2955.711,10474.61,2876.32,,,,,,
17/05/2019,20.75,15.96,99.12,2882.296,10384.11,2859.53,,,,,,
20/05/2019,20.68,16.31,96.83,2870.604,10398.41,2840.23,,,,,,
21/05/2019,20.71,14.95,92.38,2905.969,10464.5,2864.36,,,,,,
22/05/2019,20.36,14.75,89.3,2891.705,10457.22,2856.27,,,,,,
23/05/2019,20.44,16.92,94.98,2852.515,10308.37,2822.24,,,,,,
24/05/2019,20.57,15.85,90.19,2852.995,10328.28,2826.06,,,,,,
27/05/2019,20.57,15.85,90.19,2892.378,10334.13,2826.06,,,,,,
28/05/2019,20.42,17.5,95.08,2909.911,10312.31,2802.39,,,,,,
29/05/2019,20.42,17.9,93.83,2914.696,10301.78,2783.02,,,,,,
30/05/2019,20.77,17.3,92.78,2905.805,10382.99,2788.86,,,,,,
31/05/2019,21.59,18.71,96.72,2898.696,10498.49,2752.06,,,,,,
03/06/2019,22.49,18.86,96.03,2890.081,10500.07,2744.45,,,,,,
04/06/2019,22.59,16.97,88.93,2862.28,10429.12,2803.27,,,,,,
05/06/2019,22.63,16.09,86.72,2861.418,10461.62,2826.15,,,,,,
06/06/2019,22.87,15.93,84.84,2827.798,10409.2,2843.49,,,,,,
07/06/2019,22.89,16.3,86,2827.798,10409.2,2873.34,,,,,,
10/06/2019,22.46,15.94,83.86,2852.13,10566.47,2886.73,,,,,,
11/06/2019,22.59,15.99,84.95,2925.716,10607.76,2885.72,,,,,,
12/06/2019,22.96,15.91,86.2,2909.38,10615.66,2879.84,,,,,,
13/06/2019,23.24,15.82,84.73,2910.74,10561.01,2891.64,,,,,,
14/06/2019,23.33,15.28,82.57,2881.974,10524.67,2886.98,,,,,,
17/06/2019,23.46,15.35,83.48,2887.622,10530.54,2889.67,,,,,,
18/06/2019,23.67,15.15,87.37,2890.158,10566.74,2917.75,,,,,,
19/06/2019,24,14.33,84.58,2917.803,10775.34,2926.46,,,,,,
20/06/2019,25.05,14.75,81.21,2987.119,10785.01,2954.18,,,,,,
21/06/2019,25.21,15.4,83.14,3001.98,10803.77,2950.46,,,,,,
24/06/2019,26.17,15.26,82.59,3008.148,10779.45,2945.35,,,,,,
25/06/2019,25.63,16.28,85.16,2982.074,10706.72,2917.38,,,,,,
26/06/2019,25.52,16.21,85.39,2976.284,10652.55,2913.78,,,,,,
27/06/2019,25.33,15.82,86.52,2996.792,10773.9,2924.92,,,,,,
28/06/2019,25.56,15.08,85.78,2978.878,10730.83,2941.76,,,,,,
01/07/2019,24.58,14.06,79.58,3044.903,10895.46,2964.33,,,,,,
02/07/2019,25.55,12.93,78.22,3043.943,10865.12,2973.01,,,,,,
03/07/2019,25.65,12.57,80.04,3015.263,10743.77,2995.82,,,,,,
04/07/2019,25.65,12.57,80.04,3005.249,10775.9,2995.82,,,,,,
05/07/2019,25.39,13.28,79.78,3011.059,10785.73,2990.41,,,,,,
08/07/2019,25.42,13.96,83.66,2933.363,10751.22,2975.95,,,,,,
09/07/2019,25.65,14.09,82.31,2928.229,10702.78,2979.63,,,,,,
10/07/2019,26.2,13.03,85.97,2915.302,10798.48,2993.07,,,,,,
11/07/2019,25.94,12.93,88.2,2917.761,10843.42,2999.91,,,,,,
12/07/2019,26.21,12.39,86.14,2930.546,10824.35,3013.77,,,,,,
15/07/2019,26.18,12.68,86.2,2942.185,10876.43,3014.3,,,,,,
16/07/2019,26.05,12.86,88.25,2937.617,10886.05,3004.04,,,,,,
17/07/2019,27.09,13.97,90.35,2931.693,10828.48,2984.42,,,,,,
18/07/2019,28.25,13.53,84.04,2901.177,10799.28,2995.11,,,,,,
19/07/2019,27.98,14.45,86.77,2924.201,10873.19,2976.61,,,,,,
22/07/2019,28.19,13.53,81.22,2886.974,10944.53,2985.03,,,,,,
23/07/2019,27.87,12.61,78.99,2899.945,10947.26,3005.47,,,,,,
24/07/2019,28.15,12.07,83.89,2923.278,10935.76,3019.56,,,,,,
25/07/2019,27.43,12.74,84.3,2937.36,10941.41,3003.67,,,,,,
26/07/2019,27.28,12.16,83.11,2944.541,10891.98,3025.86,,,,,,
29/07/2019,27.77,12.83,88.16,2941.007,10885.73,3020.97,,,,,,
30/07/2019,27.83,13.94,91.58,2952.338,10830.9,3013.18,,,,,,
31/07/2019,26.5,16.12,96.28,2932.506,10823.81,2980.38,,,,,,
01/08/2019,27.85,17.87,105.47,2908.766,10731.75,2953.56,,,,,,
02/08/2019,27.77,17.61,102.69,2867.838,10549.04,2932.05,,,,,,
05/08/2019,28.6,24.59,114.4,2821.496,10423.41,2844.74,,,,,,
06/08/2019,28.67,20.17,107.45,2777.556,10394.75,2881.77,,,,,,
07/08/2019,29.26,19.49,104.27,2768.679,10386.18,2883.98,,,,,,
08/08/2019,29.77,16.91,98.66,2794.552,10494.49,2938.09,,,,,,
09/08/2019,29.36,17.97,101.52,2774.753,10494.49,2918.65,,,,,,
12/08/2019,29,21.09,110.31,2814.994,10472.36,2883.75,,,,,,
13/08/2019,28.45,17.52,102.21,2797.26,10362.66,2926.32,,,,,,
14/08/2019,28.41,22.1,113.99,2808.915,10427.73,2840.6,,,,,,
15/08/2019,28.73,21.18,112.26,2815.798,10327.13,2847.6,,,,,,
16/08/2019,28.28,18.47,110.32,2823.824,10420.89,2888.68,,,,,,
19/08/2019,27.93,16.88,101.22,2883.096,10488.75,2923.65,,,,,,
20/08/2019,28.85,17.5,104.77,2880.001,10522.5,2900.51,,,,,,
21/08/2019,28.7,15.8,98.03,2880.331,10525.8,2924.43,,,,,,
22/08/2019,28.49,16.68,100.94,2883.436,10529.78,2922.95,,,,,,
23/08/2019,29.64,19.87,111.37,2897.425,10538.11,2847.11,,,,,,
26/08/2019,29.64,19.32,106.27,2863.567,10354.57,2878.38,,,,,,
27/08/2019,30.56,20.31,106.49,2902.193,10387.23,2869.16,,,,,,
28/08/2019,30.41,19.35,103.95,2893.756,10434.29,2887.94,,,,,,
29/08/2019,29.66,17.88,99.8,2890.919,10462.43,2924.58,,,,,,
30/08/2019,29.86,18.98,102.66,2886.237,10618.05,2926.46,,,,,,
02/09/2019,29.86,18.98,102.66,2924.106,10634.85,2926.46,,,,,,
03/09/2019,30.37,19.66,102.19,2930.154,10558.21,2906.27,,,,,,
