Date,Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Daily Transactions,Difficulty,Fee Percentage,Fee Rate,Two-Week Hash Growth,Hash Rate,Inflation Rate,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Output Value,Output Volume,Quarterly Hash Growth,Total Transactions,Transaction Amount,Fees Value,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
2015-09-15,87.113,374556,567,749010,45097640736,152,169152,56957648455,0.00246324,28,4.67971,425515.97505720414,10.1083,2.6,0.89,880575.95,3831.75645608,296267158.34,1289183.05702685,21.8728,83760933,7.32521077,7297.95,31.75645608,849,1683.41,1113,0.4263,97.97,0.0882184,7.65338,26.1009
2015-09-16,85.0467,374716,536,690040,45208047116,160,161904,56957648455,0.00218212,26,5.17372,435223.56384177913,10.1029,2.73,0.9,926923.96,4028.52778572,300800238.42,1307315.5652911,25.1399,83922837,7.89565245,6563.96,28.52778572,772,1816.71,1012,0.4294,98.8,0.0894345,7.6123,26.1524
2015-09-17,77.1977,374858,591,678856,45304444636,142,169261,56957648455,0.00177616,27,4.58688,432392.18377961137,10.0911,2.58,0.89,816717.12,3576.2890071,338004723.79,1480074.98266289,21.0449,84092098,9.52178598,6003.62,26.2890071,680,2174.49,1192,0.4315,98.54,0.101228,7.60963,26.2162
2015-09-18,70.3637,375002,599,702462,45405599132,144,257124,59335351234,0.00211074,27,1.68056,423902.6120339677,10.0811,1.67,0.91,842038.02,3626.81662266,294961866.82,1270456.41909153,17.3916,84349222,6.24948704,6226.02,26.81662266,470,1450.94,1786,0.4323,100.37,0.0868703,7.56778,26.2656
2015-09-19,65.433,375149,576,558453,45487691687,147,162292,59335351234,0.00194879,31,0.395324,421935.4216788115,10.0734,2.75,0.91,861672.78,3700.70771363,307147284.35,1319134.53163372,18.9712,84511514,9.44879388,5985.78,25.70771363,588,2200.06,1104,0.4325,100.7,0.090176,7.58166,26.3013
2015-09-20,65.3613,375274,687,464525,45545757315,125,114444,59335351234,0.00198048,37,0.458411,420001.240272915,10.0605,4.0,0.91,727978.55,3146.51861882,251376478.78,1086516.59224547,21.3231,84625958,9.58335026,4978.55,21.51861882,520,2217.2,916,0.4324,100.04,0.0742584,7.58727,26.321
2015-09-21,61.606,375402,672,474949,45606550810,128,107870,59335351234,0.00228943,35,-1.35605,412859.4371428112,10.0504,4.25,0.9,743773.58,3221.19348411,213741517.57,925688.6858686,18.1759,84733828,8.99691035,4893.58,21.19348411,578,2077.39,843,0.4307,99.45,0.0632529,7.57332,26.3272
2015-09-22,58.1318,375534,645,608211,45686834673,132,133147,59335351234,0.00179467,36,-2.98562,406998.6233229182,10.0406,3.33,0.89,757258.97,3328.90349476,366354166.18,1610489.56472616,13.9658,84866975,11.82294667,6574.97,28.90349476,791,2689.48,1009,0.4309,98.02,0.11002,7.60242,26.3778
2015-09-23,61.4814,375691,553,480901,45762336201,157,135371,59335351234,0.00183558,37,-1.6284,408436.1476763013,10.0391,3.3,0.9,906963.52,3952.59967531,345008187.19,1503565.70726618,14.5948,85002346,11.10002809,6333.02,27.59967531,586,2547.01,862,0.4306,98.81,0.102689,7.62423,26.4368
2015-09-24,69.3499,375849,542,463494,45835568296,158,132760,59335351234,0.00200833,35,0.908333,417575.73166217416,10.0366,3.38,0.9,914358.19,3975.816131,295623161.83,1285429.87141016,17.6249,85135106,9.14277755,5937.19,25.816131,630,2102.66,840,0.431,99.12,0.087767,7.64465,26.4611
2015-09-25,65.6969,375989,613,488320,45903933076,140,125913,59335351234,0.00200467,36,-2.54006,415890.2594859394,10.0273,3.64,0.91,822778.62,3524.58285308,286256471.24,1226252.87544871,16.3406,85261019,8.56259643,5738.62,24.58285308,575,1998.85,899,0.431,100.61,0.0837065,7.62282,26.479
2015-09-26,70.7551,376153,528,424790,45973598662,164,126641,59335351234,0.0019478,38,-1.049,423053.5162349373,10.0304,3.64,0.92,969344.38,4126.6257234,321093341.91,1366936.32145547,18.9315,85387660,9.94221261,6254.38,26.6257234,584,2335.43,772,0.4312,101.29,0.0932837,7.62918,26.5187
2015-09-27,77.5782,376300,576,443742,46038828694,147,116243,59335351234,0.00248738,39,2.28043,432323.6132042288,10.0303,3.98,0.91,866253.54,3700.19879318,237163134.54,1013041.45289493,19.618,85503903,7.96117231,5899.29,25.19879318,590,1863.79,791,0.4308,100.85,0.0691159,7.63933,26.5432
2015-09-28,83.4384,376449,583,441754,46104649974,149,108985,59335351234,0.0028805,34,3.67938,441172.3421294615,10.0315,4.24,0.91,872812.12,3747.10049368,178709150.97,767222.56029177,23.7357,85612888,7.01581384,5147.87,22.10049368,614,1634.19,731,0.4305,100.28,0.0523316,7.59818,26.5539
2015-09-29,86.6495,376592,606,504463,46176788225,143,136208,59335351234,0.00173909,36,4.76866,445807.3906141073,10.03,3.41,0.93,857422.35,3600.64816429,351189809.81,1474781.88303505,24.5239,85749096,10.87809248,6107.6,25.64816429,559,2590.4,953,0.4307,102.56,0.100568,7.58388,26.6158
2015-09-30,85.088,376766,497,467311,46258100258,174,141393,59335351234,0.00160426,34,4.07769,452970.6473631052,10.0311,3.26,0.93,1039436.96,4377.49823592,407001397.71,1714050.94843774,29.3018,85890489,12.47893219,6529.46,27.49823592,600,2963.12,813,0.4311,102.36,0.116849,7.60988,26.6763
2015-10-01,79.6183,376914,586,519153,46334934975,148,140704,59335351234,0.00189097,35,3.78471,448756.96692251816,10.0268,3.26,0.92,880658.12,3727.02240842,337658389.55,1428999.91344465,27.9572,86031193,9.14773692,6385.12,27.02240842,603,2161.52,951,0.4312,101.89,0.0973926,7.61351,26.7225
2015-10-02,88.0617,377063,582,460772,46403589998,149,136428,60813224039,0.00162913,42,7.12674,454113.0440171339,10.0263,3.39,0.93,890939.32,3754.16873202,424902969.13,1790422.08465533,28.6997,86167621,12.29569189,6922.32,29.16873202,544,2918.01,916,0.4311,102.31,0.121994,7.64719,26.7897
2015-10-03,81.8994,377201,621,532355,46477054967,138,140884,60813224039,0.00167528,36,5.37295,444605.7938537289,10.0221,3.27,0.93,825056.83,3476.11892037,370040840.78,1559051.36205883,23.279,86308505,11.2060871,6199.33,26.11892037,559,2659.76,1021,0.4312,102.35,0.106204,7.69003,26.8489
2015-10-04,78.5805,377346,596,378507,46531938504,145,115486,60813224039,0.00216606,38,6.01989,445284.84220334765,10.0175,4.08,0.93,870111.7,3645.97401628,231080903.7,968283.69451527,23.3473,86423991,7.92401357,5005.45,20.97401628,494,1891.07,796,0.4311,102.88,0.0659444,7.676,26.8586
2015-10-05,73.2311,377499,563,369532,46588476941,153,102203,60813224039,0.002202,34,8.65104,448576.0593380212,10.0113,4.66,0.93,917660.55,3844.08742157,206922947.14,866801.88981996,19.4977,86526194,7.96478888,4556.55,19.08742157,589,1901.35,668,0.4298,102.6,0.0590177,7.62911,26.8668
2015-10-06,71.5644,377652,564,435469,46655103761,153,129598,60813224039,0.00172073,36,11.6455,454395.4847370471,10.0068,3.62,0.93,922860.74,3849.10219221,335825512.88,1400673.64396891,22.3053,86655792,9.86598003,5778.74,24.10219221,543,2365.47,847,0.4298,103.05,0.095342,7.63639,26.8922
2015-10-07,70.0386,377794,606,544972,46732489775,142,144808,60813224039,0.00147347,33,8.31608,442402.0065696412,10.0058,3.29,0.96,878608.06,3575.79284207,430105629.06,1750460.4170123,16.2237,86800600,13.01343936,6337.56,25.79284207,642,3197.53,1020,0.4303,105.73,0.119122,7.6677,26.927
2015-10-08,69.9141,377927,644,698530,46825394259,133,135900,60813224039,0.00169002,27,4.76599,437477.3295654428,10.001,3.5,0.95,817067.45,3350.14738859,362900783.85,1487969.10022641,17.1983,86936500,9.2373217,6133.2,25.14738859,1152,2252.89,1022,0.4323,105.43,0.101237,7.67339,26.9657
2015-10-09,66.58,378067,614,627383,46913227908,140,134213,60813224039,0.00131089,29,4.256,433590.561583124,9.99678,3.53,0.95,857172.57,3525.86305109,479636491.87,1972919.63254661,16.9263,87070713,14.20543985,6287.57,25.86305109,867,3453.48,959,0.4341,105.53,0.134199,7.6846,27.0316
2015-10-10,62.967,378193,676,622939,46991718238,126,119971,60813224039,0.00185916,31,1.26572,428408.20427336544,9.98846,4.0,0.96,773518.73,3174.06125802,315390210.47,1294174.02737195,15.4178,87190684,11.57382855,5863.73,24.06125802,870,2820.54,952,0.4357,106.18,0.0880118,7.68446,27.0483
2015-10-11,66.7715,378353,535,622310,47091287842,160,123873,60813224039,0.0020536,24,0.592736,434886.1509105636,9.98876,3.88,0.97,985778.41,4024.24235946,289165391.93,1180459.63394148,17.4321,87314557,9.03511966,5938.41,24.24235946,1271,2213.24,774,0.4382,107.34,0.0802568,7.67757,27.0543
2015-10-12,68.7248,378499,590,542099,47170434283,146,104974,60813224039,0.00194921,24,-2.11011,431863.1091465378,9.98563,4.69,0.98,906586.82,3669.3521063,245290367.69,992797.05219759,19.7915,87419531,8.64941195,4781.32,19.3521063,1080,2137.01,719,0.4395,108.59,0.0674813,7.64795,27.0754
2015-10-13,67.59,378641,609,579011,47252653879,142,135314,60813224039,0.00181815,31,-4.19346,427112.6149459259,9.98031,3.54,0.98,878670.13,3575.7544194,348073672.98,1416488.31231016,16.7827,87554845,10.49272801,6328.63,25.7544194,828,2578.38,953,0.441,108.37,0.0962566,7.65092,27.1327
2015-10-14,66.8558,378778,629,549268,47327903528,137,134880,60813224039,0.00145698,33,-6.18525,424953.2994001932,9.97878,3.59,0.99,857765.5,3449.82907929,423712191.57,1704119.17458478,16.5068,87689725,11.25158408,6173.5,24.82907929,694,2797.59,985,0.4418,109.85,0.115775,7.68097,27.1899
2015-10-15,68.6941,378930,566,535153,47409246762,152,143469,60813224039,0.00160454,34,-3.47588,433158.6984739774,9.97615,3.41,1.01,965421.66,3827.54494556,432992621.84,1716657.8988925,18.1268,87833194,11.80433562,6947.66,27.54494556,764,2977.41,944,0.4427,111.66,0.116597,7.69945,27.2382
2015-10-16,73.0994,379096,519,529905,47497210933,166,151767,60883825480,0.00143369,32,-2.12341,444470.3673642082,9.97676,3.24,1.02,1063300.05,4177.99625675,496966450.17,1952716.89653406,21.4461,87984961,13.02781608,7125.05,27.99625675,744,3315.58,914,0.4433,112.82,0.132593,7.75122,27.2826
2015-10-17,78.4,379240,597,587464,47581805752,144,143902,60883825480,0.001534,34,1.73419,452316.101157452,9.97449,3.53,1.05,950410.94,3628.49210792,486495560.85,1857349.52410158,23.4675,88128863,12.4900554,7462.94,28.49210792,793,3271.52,999,0.4439,116.27,0.126086,7.81487,27.3305
2015-10-18,70.9863,379376,634,608888,47664614587,136,140920,60883825480,0.00179794,34,-0.733299,442019.5733760631,9.96621,3.72,1.08,924178.98,3428.09074794,421194997.5,1562353.93562046,18.6596,88269783,10.64556482,7572.98,28.09074794,707,2869.94,1036,0.4438,119.64,0.106036,7.86652,27.3694
2015-10-19,73.3475,379521,573,518914,47739857094,145,113453,60883825480,0.00210541,29,-1.54169,441660.4094693324,9.96598,4.62,1.06,966865.81,3646.6236941,272306789.84,1027030.20984177,17.6468,88383236,8.36210756,5733.31,21.6236941,1024,2217.13,782,0.4442,117.78,0.0696872,7.86561,27.3917
2015-10-20,80.4474,379686,522,511285,47824219182,165,146839,60883825480,0.00191774,34,-0.598487,451675.9876583138,9.96865,3.48,1.06,1096507.97,4153.75394725,395794912.9,1499336.74102405,22.3239,88530075,10.2167477,7590.47,28.75394725,716,2697.02,890,0.4449,117.44,0.101706,7.89254,27.4546
2015-10-21,75.2653,379814,672,702443,47914131901,128,147677,60883825480,0.00202538,36,1.23223,447853.3955236448,9.96115,3.52,1.08,869676.48,3232.15697697,427195023.87,1587672.44165074,21.1696,88677752,10.37939689,8652.48,32.15697697,760,2792.78,1154,0.4453,119.82,0.107675,7.92672,27.5001
2015-10-22,72.5983,379958,598,550592,47993417121,144,145383,60883825480,0.00199051,34,1.59856,444470.6884790786,9.9554,3.57,1.08,970997.23,3627.18427371,365589094.77,1365667.14521695,19.5504,88823135,8.57140561,7277.23,27.18427371,684,2294.57,1010,0.4454,119.23,0.092596,7.93987,27.5469
2015-10-23,68.3991,380106,587,559633,48076242842,148,152192,60883825480,0.00187275,37,0.714399,436688.1277858652,9.95204,3.47,1.1,1022203.97,3730.26301245,442815438.71,1615937.81230531,14.9891,88975327,10.93813764,8292.97,30.26301245,658,2997.38,1028,0.4457,122.14,0.109537,7.96527,27.5914
2015-10-24,65.8208,380255,565,540295,48156746811,149,138503,60883825480,0.00197382,35,2.43734,438849.95020064665,9.94723,3.9,1.12,1041056.27,3752.9065202,392190413.8,1413808.26893199,14.6143,89113830,9.74711575,7741.27,27.9065202,688,2703.85,930,0.4462,123.78,0.0958119,8.00671,27.6068
2015-10-25,68.0243,380400,590,538643,48234850018,145,143941,60883825480,0.00199215,35,1.80624,442741.2305472534,9.9425,3.8,1.13,1029322.54,3652.6704817,391405360.46,1388947.34015417,16.1379,89257771,8.87019693,7797.54,27.6704817,630,2499.62,993,0.4455,125.54,0.094104,8.05783,27.6395
2015-10-26,70.3867,380555,551,522468,48315832538,155,130675,60883825480,0.00172201,30,3.52004,447064.8753768164,9.94577,4.28,1.15,1115587.01,3899.56308191,408062985.37,1426394.6636368,17.6632,89388446,11.03347923,7027.01,24.56308191,769,3156.46,843,0.4457,127.51,0.0966155,8.08348,27.6743
2015-10-27,66.0584,380719,528,473400,48393470087,164,115981,60883825480,0.00172157,34,4.5702,446632.51089386,9.94376,4.85,1.15,1176631.97,4126.650884,441390081.88,1548031.01000646,16.1961,89504427,12.75710902,7598.97,26.650884,890,3637.43,707,0.4468,127.4,0.104825,8.10191,27.7123
2015-10-28,70.8693,380866,588,544463,48473506136,147,153686,60883825480,0.00157696,36,7.03469,454847.43607002974,9.94288,3.68,1.18,1087055.17,3703.89169204,537699271.85,1832087.1983667,18.0436,89658113,11.55746691,8479.42,28.89169204,649,3392.0,1045,0.447,131.19,0.124029,8.14947,27.7562
2015-10-29,70.0011,381005,618,597482,48556556179,139,161164,60883825480,0.00150678,37,4.50803,452685.6136552483,9.93703,3.61,1.22,1061021.64,3505.42368241,611138564.29,2019091.33172505,17.9121,89819277,11.63252434,9208.64,30.42368241,603,3520.93,1159,0.4473,135.39,0.136657,8.21288,27.8295
2015-10-30,67.977,381156,568,593707,48646205889,151,160631,62253982450,0.001445,38,2.47071,455451.95592332527,9.93036,3.73,1.26,1188428.39,3809.18744438,738132278.02,2365884.41303963,20.2743,89979908,14.04236145,10666.14,34.18744438,637,4381.08,1064,0.448,139.77,0.160088,8.3017,27.9282
2015-10-31,67.5201,381327,496,508034,48733079747,171,163874,62253982450,0.0012345,36,3.1641,466627.8258601822,9.92373,3.81,1.31,1400200.08,4306.18795744,821462609.34,2526333.52607707,23.1049,90143782,14.36027907,10141.08,31.18795744,601,4669.39,958,0.448,145.67,0.170895,8.41591,28.0433
2015-11-01,67.7285,381474,580,543505,48812974979,147,155998,62253982450,0.00153192,36,6.08645,468922.8831467807,9.91857,3.9,1.27,1171619.0,3703.67008753,592027287.82,1871490.44642914,22.868,90299780,11.19793363,9069.5,28.67008753,567,3542.35,1061,0.4474,141.53,0.126566,8.49748,28.0764
2015-11-02,63.469,381627,563,542960,48896047798,153,153163,62253982450,0.0015957,33,6.314,469546.8632493372,9.91534,4.04,1.29,1236880.7,3852.49082698,553114073.61,1722774.78854612,22.0814,90452943,10.51148274,8826.2,27.49082698,620,3374.82,1001,0.4469,143.48,0.116479,8.53946,28.1345
2015-11-03,60.9,381780,565,636100,48993371149,153,174238,62253982450,0.00129484,35,3.2332,466279.5630052869,9.90925,3.86,1.42,1361365.2,3858.74488892,919418646.68,2606061.92370956,21.2319,90627181,13.84002259,11905.2,33.74488892,656,4882.76,1139,0.4475,157.88,0.176153,8.63326,28.2706
2015-11-04,59.2438,381935,558,684904,49099531313,155,185273,62253982450,0.000555438,36,5.22342,471246.6481866674,9.90497,4.05,1.59,1547418.8,3913.35492067,2730495246.04,6905303.8441129,24.9352,90812454,34.57276639,15166.3,38.35492067,773,13670.76,1195,0.448,177.15,0.466628,9.01393,28.6574
2015-11-05,62.5297,382090,552,787113,49221533868,155,205612,62253982450,0.000529601,34,7.91997,479672.6492316984,9.90559,3.88,1.71,1658079.77,3916.75471735,3337595334.68,7884145.54763218,25.9297,91018066,28.98818357,17676.02,41.75471735,705,12271.57,1327,0.4491,190.12,0.532634,9.46681,29.1044
2015-11-06,61.8532,382236,594,726245,49327565691,146,181876,62253982450,0.000906624,31,9.33711,477462.17619376426,9.90128,4.15,1.61,1463902.73,3683.14480308,1453040138.34,3655814.76963757,27.0834,91199942,18.97966616,13173.73,33.14480308,696,7543.66,1246,0.4497,178.74,0.246918,9.63196,29.2802
2015-11-07,61.1563,382381,597,651273,49422000245,145,166763,62253982450,0.00114719,34,6.17928,465967.7163965069,9.89759,4.29,1.51,1365984.84,3657.15734453,1046990592.55,2803112.61426445,23.136,91366705,15.05113501,12011.09,32.15734453,705,5621.75,1150,0.4492,167.78,0.18928,9.73353,29.4101
2015-11-08,60.5891,382533,553,534542,49503250631,152,151015,62253982450,0.00115063,32,5.74533,468178.1894344411,9.8946,4.89,1.54,1462612.76,3825.7245726,854721352.58,2235676.15961595,24.681,91517720,14.51361641,9834.76,25.7245726,713,5548.7,994,0.4492,171.73,0.150925,9.79766,29.4982
2015-11-09,57.0781,382672,610,558186,49580838466,139,135500,62253982450,0.00119595,31,3.33822,461988.8649282256,9.88981,5.39,1.51,1311963.93,3498.85039117,747780507.77,1994240.8933218,21.6678,91653220,13.40984441,8943.18,23.85039117,715,5028.29,975,0.4485,168.17,0.134595,9.8487,29.5872
2015-11-10,57.4647,382821,577,613972,49672320268,149,156298,62253982450,0.000960037,32,3.04232,460220.4864978783,9.88748,4.64,1.52,1412927.68,3753.99244973,1136630425.52,3019901.23150931,18.0504,91809518,18.67243078,10912.18,28.99244973,697,7027.93,1049,0.4489,168.96,0.203767,9.96954,29.747
2015-11-11,58.886,382967,592,604056,49760512415,146,160608,62253982450,0.000990398,33,0.30652,456241.6350295969,9.88827,4.14,1.4,1274058.37,3679.05969129,1016083807.58,2934114.3736208,17.7005,91970126,16.0914066,10063.37,29.05969129,615,5572.45,1100,0.449,155.49,0.19793,10.0722,29.8739
2015-11-12,60.962,383135,511,529036,49849390414,168,162111,65848255180,0.000821164,32,3.00239,466276.999324963,9.88947,3.75,1.28,1337616.77,4228.41490881,1094628978.82,3460292.65606898,19.695,92132237,21.08353325,8988.77,28.41490881,618,6669.56,965,0.4495,142.19,0.233358,10.2033,30.0526
2015-11-13,66.1213,383296,530,529385,49934621411,161,160077,65848255180,0.00087121,31,4.73506,477017.8805689719,9.88978,4.0,1.34,1348863.54,4051.49292426,1012409952.56,3040909.35800435,21.7392,92292314,18.08424842,8820.29,26.49292426,611,6020.79,994,0.4493,149.59,0.20502,10.3136,30.1695
2015-11-14,69.1901,383456,526,492139,50013363603,160,153334,65848255180,0.000889928,32,4.52296,487733.2372034765,9.88807,4.22,1.35,1350544.96,4024.98945743,942198718.76,2808007.14894803,27.3941,92445648,18.31823978,8384.96,24.98945743,649,6146.5,958,0.449,150.66,0.189266,10.4292,30.2446
2015-11-15,71.0837,383598,600,538524,50089834074,142,149283,65848255180,0.000787247,32,3.84155,486936.7856772315,9.88587,4.38,1.36,1209955.61,3574.25147772,1042817043.95,3080518.26760458,27.6853,92594931,17.34452805,8209.61,24.25147772,658,5871.47,1051,0.4482,151.72,0.207584,10.5602,30.38
2015-11-16,75.7805,383758,541,489572,50168165550,160,140163,65848255180,0.00106017,29,6.55054,500304.7099572571,9.88498,4.47,1.29,1297067.86,4022.53948037,685529495.33,2126002.46652355,33.8171,92735094,13.81717135,7267.86,22.53948037,645,4455.35,876,0.4473,144.23,0.143225,10.5893,30.4621
2015-11-17,81.5981,383931,496,525374,50259055175,173,160679,65848255180,0.00104315,31,10.5197,515330.7379836001,9.88771,3.92,1.31,1425725.06,4353.09312782,882036300.26,2693076.14880753,40.7958,92895773,25.81465213,9201.06,28.09312782,1042,8454.81,929,0.4478,146.66,0.181375,10.6394,30.5851
2015-11-18,78.5039,384080,579,572153,50344306027,149,158726,65848255180,0.00136109,31,10.4433,520460.18862251454,9.88397,4.07,1.35,1260863.51,3751.78833982,661427272.33,1968123.52287206,37.9652,93054499,14.32304865,9002.76,26.78833982,716,4813.55,1065,0.4478,150.49,0.132518,10.6694,30.6543
2015-11-19,76.6982,384233,567,594323,50435237500,153,166646,65848255180,0.00149426,30,7.0409,513445.9003661464,9.88361,3.84,1.34,1287704.04,3852.51769523,615533242.86,1841535.50594706,35.702,93221145,10.19642461,9197.79,27.51769523,670,3408.15,1089,0.4476,149.61,0.123962,10.6824,30.7039
2015-11-20,73.4428,384369,639,591770,50515718184,136,148952,65848255180,0.00125799,31,5.08799,501755.41993886617,9.88072,4.25,1.31,1122540.12,3424.77992715,645636857.42,1969786.30570529,29.6624,93370097,13.13572076,8122.12,24.77992715,1210,4305.5,1095,0.4478,146.78,0.132565,10.7155,30.7634
2015-11-21,78.8814,384536,514,510791,50601020301,167,157942,65848255180,0.00115761,31,8.38278,505028.7544585047,9.8858,3.9,1.28,1343617.0,4201.03491331,719294100.86,2248988.84050043,27.3471,93528039,13.33448449,8326.75,26.03491331,891,4264.77,946,0.448,143.28,0.151312,10.7773,30.839
2015-11-22,81.1663,384710,498,463102,50681599968,174,148926,65848255180,0.00161917,29,11.0672,519992.5694054233,9.88668,4.22,1.3,1423210.02,4373.59031018,474095385.18,1456917.07439348,31.1255,93676965,8.33007952,7676.52,23.59031018,669,2710.69,856,0.4477,145.69,0.0979934,10.8019,30.8401
2015-11-23,84.1142,384882,503,441130,50757474368,172,130028,65848255180,0.0020385,31,13.7698,525604.0000105178,9.88963,4.87,1.29,1399710.17,4323.29556879,369979688.21,1142759.1061547,30.9856,93806993,8.55941137,7542.17,23.29556879,672,2771.2,756,0.4471,144.75,0.0768409,10.7362,30.8556
2015-11-24,81.4777,385045,523,517169,50841772842,163,147039,65848255180,0.00191604,31,13.1909,520927.80783960567,9.8899,4.25,1.29,1324096.64,4101.02096964,438467550.49,1358031.25247652,30.0643,93954032,9.14757094,8401.39,26.02096964,717,2953.48,902,0.4479,144.61,0.0912911,10.6839,30.8971
2015-11-25,89.426,385201,557,527507,50924064001,156,152443,72722780643,0.00174814,31,16.5648,531816.9401074258,9.89192,4.05,1.28,1255102.78,3925.26280978,462071812.24,1445103.40027565,31.5836,94106475,8.68110745,8077.78,25.26280978,703,2775.78,977,0.4475,143.09,0.0971187,10.6683,30.9318
2015-11-26,91.9495,385349,578,561969,51007235486,148,153064,72722780643,0.00141295,32,15.1041,536704.0880394755,9.89145,4.11,1.3,1215085.91,3726.68582955,615789579.38,1888635.42210639,33.9028,94259539,11.29868407,8700.91,26.68582955,727,3683.94,1034,0.4478,146.01,0.126894,10.6941,30.9883
2015-11-27,101.095,385525,491,534017,51101222477,176,163457,72722780643,0.00130585,29,18.2348,564001.0387979954,9.89533,4.11,1.4,1551474.01,4427.59627043,740506033.1,2113255.99470584,41.4291,94422996,12.49942026,9670.01,27.59627043,716,4379.92,929,0.4484,157.12,0.141944,10.72,31.0497
2015-11-28,93.5924,385658,646,649707,51187633550,133,161973,72722780643,0.00121567,31,13.7087,554594.9411893825,9.88986,4.22,1.43,1194940.21,3351.8659445,787843141.2,2209938.68498304,38.8022,94584969,15.47555707,9577.71,26.8659445,687,5517.04,1218,0.4486,159.93,0.148405,10.8005,31.1251
2015-11-29,92.3756,385812,562,549820,51272305793,154,164020,72722780643,0.00136722,31,13.518,552760.716163071,9.88645,4.17,1.42,1381642.72,3876.22803627,683765832.23,1918319.58317053,36.241,94748989,11.03914748,9348.72,26.22803627,637,3934.79,1065,0.4475,159.51,0.128789,10.8747,31.1554
2015-11-30,87.7972,385961,571,462247,51341180537,149,130631,72722780643,0.00160352,33,9.789,549279.5374038134,9.8815,5.51,1.47,1379729.07,3747.4307977,515020520.92,1398828.07573447,35.1264,94879620,11.31924187,8258.57,22.4307977,606,4167.52,877,0.448,164.94,0.0938887,10.8784,31.1758
2015-12-01,93.561,386123,531,668359,51449454737,162,185136,72722780643,0.00138692,32,8.03171,556720.6312329109,9.88503,3.86,1.5,1535965.4,4084.68845393,940478582.0,2501073.27075024,34.534,95064756,13.2144038,13043.9,34.68845393,695,4969.01,1143,0.4477,168.35,0.167825,10.9455,31.268
2015-12-02,92.3003,386290,512,569459,51544554377,167,176894,72722780643,0.00125983,33,8.0585,562401.4540005937,9.88543,3.93,1.46,1532537.01,4205.99119123,896320676.3,2459918.97328509,36.0335,95241650,14.63330151,11292.26,30.99119123,632,5331.94,1059,0.448,163.24,0.165017,11.0123,31.3368
2015-12-03,98.8459,386451,527,654105,51649865234,161,183026,72722780643,0.0011857,31,10.8423,569115.1536351278,9.89161,3.71,1.43,1448254.21,4057.41641443,975841222.29,2733908.28232688,36.5124,95424676,15.87532155,11570.71,32.41641443,764,5666.54,1137,0.4484,160.05,0.183347,11.1112,31.4184
2015-12-04,91.9547,386593,605,635841,51740154613,142,163964,72722780643,0.00142471,33,9.92532,551556.2468986538,9.88821,4.23,1.45,1295215.08,3579.52432902,749831244.35,2072272.95034138,31.2373,95588640,21.87053775,10683.08,29.52432902,1088,7913.64,1155,0.4494,162.61,0.138942,11.1727,31.4712
2015-12-05,94.2209,386746,564,584695,51829613014,153,171532,72722780643,0.00106719,32,11.258,561885.0155671679,9.88482,4.02,1.45,1391018.22,3853.34279815,958716729.89,2655798.58137145,34.395,95760172,15.10846661,10231.47,28.34279815,649,5454.01,1121,0.4493,162.19,0.178021,11.2839,31.5674
2015-12-06,102.168,386921,492,578478,51930846663,175,188934,72722780643,0.000594282,31,10.142,572730.2226691077,9.88932,3.84,1.53,1686894.94,4406.72659995,2043619290.6,5338608.38713775,36.8417,95949106,23.53742885,12144.94,31.72659995,661,9010.13,1080,0.4486,171.72,0.357745,11.5743,31.8408
2015-12-07,114.085,387080,532,590997,52024815110,159,177017,79102380900,0.000589205,32,11.3192,585098.0258856292,9.8931,4.21,1.56,1567539.92,4004.75171787,1976450872.07,5049437.6170653,39.4671,96126123,24.03086973,11645.42,29.75171787,639,9406.16,1113,0.4478,175.28,0.338277,11.8403,32.1301
2015-12-08,106.798,387227,590,695050,52126987510,147,193968,79102380900,0.00103449,33,12.1098,584011.2140112428,9.88719,3.84,1.57,1459908.1,3708.26818925,1266059872.93,3215880.19236891,40.6587,96320091,18.86867426,13097.35,33.26818925,626,7428.41,1320,0.448,176.37,0.21539,11.9558,32.2824
2015-12-09,112.781,387402,493,619636,52235423839,175,198869,79102380900,0.00108773,31,12.082,596071.0127012667,9.89068,3.9,1.64,1812013.38,4408.36264266,1260721073.7,3067149.36185113,44.0422,96518960,16.29011848,13713.38,33.36264266,721,6695.89,1136,0.4481,184.19,0.205368,12.0721,32.3674
2015-12-10,111.01,387570,517,688225,52351045624,168,217843,79102380900,0.000941236,32,13.1531,607297.24130896,9.89268,3.58,1.66,1762927.03,4236.88873691,1630716114.34,3919142.76800174,42.3144,96736803,17.19293015,15349.03,36.88873691,630,7153.81,1297,0.4484,186.57,0.262341,12.2391,32.5437
2015-12-11,127.24,387786,397,525905,52464641164,216,212312,79102380900,0.00111587,32,16.1876,655299.4619772366,9.90249,3.67,1.66,2257601.71,5435.94353204,1337753165.87,3221095.48497735,53.2727,96949115,13.49116724,14927.71,35.94353204,619,5603.02,983,0.4486,186.31,0.215537,12.3687,32.659
