Date,Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Daily Transactions,Difficulty,Fee Percentage,Fee Rate,Two-Week Hash Growth,Hash Rate,Inflation Rate,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Output Value,Output Volume,Quarterly Hash Growth,Total Transactions,Transaction Amount,Fees Value,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money
2015-01-01,2884.59,336865,567,265887,28565224287,152,75981,40640955017,0.00118685,28,11.1225,311368.24081399944,12.0154,8.56,2.77,1210245.95,3811.19807656,299608345.2,943499.74870787,28.9469,55480699,12.57691244,3555.95,11.19807656,579,3993.8,500,0.8583,272.55,0.0690124,6.02809,19.2134
2015-01-02,2963.58,337030,525,190803,28596706708,165,60342,40640955017,0.00170835,26,14.734,314716.19559719256,12.0185,10.94,2.75,1304023.68,4133.19708968,151381901.36,479815.85218105,28.7583,55541041,8.73664611,2586.18,8.19708968,543,2756.41,366,0.8578,270.64,0.0350858,6.00811,19.2044
2015-01-03,2988.86,337195,525,275957,28642239694,165,83215,40640955017,0.00165245,27,17.282,319745.3945057814,12.0154,7.68,2.73,1301276.11,4137.33977385,234866080.64,746744.5015978,28.2332,55624256,10.31920416,3881.11,12.33977385,573,3245.6,504,0.8558,269.17,0.054588,6.01388,19.1989
2015-01-04,2980.75,337357,526,292996,28689705013,162,81566,40640955017,0.00131521,25,20.548,323908.76220069843,12.0162,7.18,2.49,1168953.49,4061.68691488,255734231.79,888583.15424209,25.0871,55705822,12.90732982,3363.49,11.68691488,658,3714.73,503,0.8526,245.38,0.0649371,6.00944,19.1947
2015-01-05,2852.2,337529,498,274680,28736949981,172,82941,40640955017,0.00202953,46,22.8029,326194.7089192335,12.0071,6.58,2.31,1159478.11,4321.57327749,285189334.89,1062949.44050463,23.1601,55788763,14.79609078,5788.11,21.57327749,590,3969.79,482,0.8507,228.24,0.0776559,6.00162,19.2191
2015-01-06,2735.28,337685,552,362893,28793561346,156,95877,40640955017,0.00140204,28,19.7942,325263.9259360158,11.9964,5.71,2.35,1068010.62,3915.99976518,311229650.99,1141163.97533774,25.0162,55884640,14.17979969,4363.62,15.99976518,615,3867.26,615,0.8505,231.96,0.0833457,6.02266,19.2301
2015-01-07,2684.6,337843,546,317792,28843772452,158,89006,40640955017,0.00109445,26,19.4956,326129.7571496875,11.9882,6.43,2.44,1122681.43,3963.0111396,336779310.11,1188814.67792987,26.6672,55973646,17.88096065,3685.93,13.0111396,608,5065.5,563,0.8508,241.02,0.0868006,6.04136,19.2385
2015-01-08,2603.11,337983,604,345553,28892149891,140,92709,40640955017,0.0010457,28,15.268,322666.4322950006,11.9727,6.36,2.52,1028803.07,3513.31170565,372766512.01,1272979.24397891,23.9644,56066355,16.87449903,3898.07,13.31170565,569,4941.36,662,0.851,249.2,0.092922,6.06241,19.2584
2015-01-09,2405.26,338130,583,393142,28949941750,147,105758,40640955017,0.00115034,28,10.2128,317471.4450129702,11.9553,5.37,2.46,1053380.74,3691.02188773,397486869.27,1392784.85324563,20.7665,56172113,14.98813884,4572.49,16.02188773,613,4277.46,719,0.8505,242.72,0.10164,6.0906,19.2988
2015-01-10,2298.74,338270,616,400166,29005965059,140,100537,40640955017,0.00119828,27,6.15895,310256.18489903904,11.9412,5.73,2.48,1012358.36,3515.13320827,363715000.23,1262899.30636686,18.978,56272650,16.15821497,4358.36,15.13320827,622,4653.57,718,0.8491,244.54,0.0921381,6.1386,19.342
2015-01-11,2144.65,338417,577,402864,29065186137,147,106489,40640955017,0.00159099,26,2.90179,305927.0288306804,11.9232,5.2,2.38,1027705.54,3690.4105739,269736123.79,968601.42124916,19.5228,56379139,9.27643281,4291.54,15.4105739,602,2583.3,724,0.8444,235.15,0.0706482,6.17272,19.3668
2015-01-12,2086.03,338572,549,332664,29116749014,155,89906,40640955017,0.00107275,26,-2.16046,301020.65195320715,11.9076,6.03,2.29,1044598.98,3888.18200571,330127329.5,1228792.26346037,18.1142,56469045,14.20815547,3541.48,13.18200571,599,3817.16,580,0.842,226.21,0.0896003,6.20451,19.4196
2015-01-13,2038.51,338714,603,395134,29172858009,142,100893,43971662056,0.00320334,59,-2.38207,300338.819001573,11.898,5.3,2.28,959021.03,3583.11612285,276687923.95,1033767.69641489,17.9265,56569938,10.82192749,8863.53,33.11612285,582,2896.49,711,0.842,225.36,0.0753617,6.21249,19.4605
2015-01-14,1955.83,338841,681,458298,29231061880,127,98367,43971662056,0.000853294,26,-5.14718,294395.81557611004,11.8869,4.78,2.0,749390.14,3190.11597283,416135783.5,1771469.00302265,14.6527,56668305,19.56683828,3550.89,15.11597283,650,4596.45,775,0.8428,197.98,0.129107,6.25377,19.5457
2015-01-15,1933.87,338986,586,428812,29293239682,145,107138,43971662056,0.000639628,25,-3.88598,299268.53903033474,11.8745,3.46,1.59,679267.38,3640.62269978,455712826.56,2442452.70962436,16.5504,56775443,26.21085415,2914.88,15.62269978,670,4890.42,739,0.843,157.29,0.177962,6.35333,19.6655
2015-01-16,1929.31,339137,567,419382,29356566335,151,119812,43971662056,0.000673331,27,-3.40676,303994.56951854454,11.8631,3.39,1.75,782086.33,3792.11757064,524304392.74,2542205.1626193,19.8999,56895255,21.21228776,3530.33,17.11757064,583,4374.82,793,0.8419,173.63,0.185179,6.47144,19.8004
2015-01-17,1942.79,339276,615,396044,29411616437,139,104881,43971662056,0.000745034,26,-3.98807,306993.7131068835,11.8568,3.97,1.77,729041.4,3489.57208331,408622718.73,1955881.28819533,18.7543,57000136,20.12302047,3044.4,14.57208331,570,4204.1,755,0.8403,175.56,0.142434,6.56858,19.895
2015-01-18,1934.25,339414,626,383297,29464511442,138,88554,43971662056,0.00121095,25,-5.01636,307660.3205523408,11.8452,4.59,1.7,696993.46,3463.14946231,218541187.01,1085864.9856585,20.7538,57088690,12.77800403,2646.46,13.14946231,650,2571.7,642,0.8354,168.13,0.0790572,6.61261,19.938
2015-01-19,1945.9,339567,556,322728,29513888879,153,83918,43971662056,0.0014141,28,-4.74953,310701.9944260545,11.8379,5.05,1.75,801067.11,3838.91845739,205383355.48,984249.55903689,24.1274,57172608,11.78832217,2904.36,13.91845739,621,2459.87,548,0.833,173.82,0.0716392,6.62207,19.9786
2015-01-20,1906.36,339711,594,406057,29572361153,144,99152,43971662056,0.00142145,25,-4.28495,311326.5210480164,11.8228,4.31,1.79,772410.92,3614.46383358,217445839.99,1017528.49782566,21.8361,57271760,11.40207528,3090.92,14.46383358,709,2436.62,689,0.8328,177.97,0.074042,6.65241,20.0057
2015-01-21,1881.76,339829,726,462435,29626928424,118,100300,43971662056,0.00102634,27,-5.4008,308516.1512491877,11.8091,4.2,1.77,624559.04,2964.63209011,300341083.2,1425647.14101997,19.804,57372060,15.80696514,3082.54,14.63209011,595,3330.05,850,0.8321,175.3,0.103717,6.69234,20.0489
2015-01-22,1876.87,339978,574,335909,29676978910,149,93417,43971662056,0.000920627,26,-3.99832,309765.2044931115,11.7957,4.8,1.87,833421.05,3737.81696748,310416082.67,1392187.66053164,19.4541,57465477,17.30533612,2857.8,12.81696748,572,3858.57,627,0.8321,185.53,0.101255,6.71291,20.0997
2015-01-23,1857.69,340113,627,407537,29731996424,135,95623,43971662056,0.0011275,25,-4.00113,304768.9915174162,11.783,4.89,1.95,789369.52,3388.72463626,283546852.61,1217252.73724591,15.1579,57561100,12.9616723,3197.02,13.72463626,646,3019.29,708,0.8329,194.02,0.0885103,6.74117,20.1477
2015-01-24,1709.85,340237,696,397331,29781265521,124,94202,43971662056,0.00134531,28,-3.2783,300085.0418527018,11.7652,4.94,1.94,720349.53,3113.94772383,239831353.61,1036749.89670674,13.885,57655302,11.60008172,3226.53,13.94772383,576,2683.45,760,0.8322,192.51,0.0753685,6.75646,20.182
2015-01-25,1649.34,340363,684,361301,29826789495,126,80759,43971662056,0.000947048,24,-3.13446,296337.8821209303,11.7534,6.14,2.04,768759.03,3161.14573254,286205540.26,1176880.38264768,12.9412,57736061,12.92448616,2710.53,11.14573254,617,3143.11,641,0.832,202.33,0.0855357,6.77703,20.2073
2015-01-26,1575.92,340488,678,453766,29883510252,125,85954,43971662056,0.00141721,23,-4.46021,287594.5094134635,11.7443,5.94,2.09,790743.33,3138.24394967,235464173.55,934492.89022341,6.92792,57822015,11.66396608,3337.08,13.24394967,776,2938.97,688,0.8256,208.03,0.0679038,6.76473,20.2387
2015-01-27,1522.98,340615,683,495645,29946457134,127,108022,43971662056,0.000752128,25,-6.01081,282286.0331267872,11.7306,5.11,2.31,886880.18,3191.0199841,591973459.52,2129937.24866307,6.04441,57930037,20.98052247,4452.43,16.0199841,661,5831.12,851,0.8262,229.63,0.154733,6.85693,20.3596
2015-01-28,1534.99,340764,583,380240,30003112966,149,99414,41272873895,0.00122406,25,-1.79529,289110.5578262929,11.7259,5.29,2.18,982718.43,3738.98880719,300364773.79,1142810.08175711,8.57227,58029451,11.49313638,3676.68,13.98880719,636,3020.74,667,0.8266,217.26,0.0829992,6.87976,20.3704
2015-01-29,1550.41,340928,524,272951,30047876905,164,85251,41272873895,0.00123736,26,-2.8794,290651.3892204821,11.7247,5.7,1.99,984809.29,4111.59524688,224449485.85,937080.35172843,7.19628,58114702,9.3171066,2777.29,11.59524688,548,2231.63,520,0.8274,198.18,0.0680373,6.89456,20.3873
2015-01-30,1538.16,341092,526,289398,30095338205,164,92448,41272873895,0.00125996,26,-2.44434,296563.90696840483,11.7181,5.04,1.92,952414.31,4112.50188755,229790462.5,992229.64075593,6.46687,58207150,11.43142996,2895.31,12.50188755,537,2647.4,564,0.8265,191.41,0.0720201,6.87176,20.4181
2015-01-31,1554.82,341230,621,309094,30137993128,138,79874,41272873895,0.00124397,26,-2.83489,298290.7742896231,11.7044,5.87,1.91,795787.26,3460.99797737,203279383.31,884092.47730469,6.69527,58287024,10.19436477,2528.76,10.99797737,562,2343.99,579,0.8256,189.83,0.064155,6.87928,20.4389
2015-02-01,1571.79,341396,520,313585,30190048209,166,86797,41272873895,0.00158316,24,-0.0196525,307599.8577477201,11.6953,5.13,1.82,915933.55,4162.57748445,174809444.73,794443.9407691,7.08842,58373821,8.80094487,2767.55,12.57748445,628,1936.56,523,0.8216,180.78,0.0576324,6.89965,20.4615
2015-02-02,1558.8,341551,555,299110,30236410333,155,78312,41272873895,0.00151657,24,1.06054,313997.12700439646,11.6846,5.84,1.84,869792.89,3886.12675333,164210040.44,733670.09401113,8.35159,58452133,10.11167022,2490.39,11.12675333,596,2263.19,505,0.8195,183.42,0.0532086,6.87321,20.4751
2015-02-03,1585.78,341710,544,312260,30286059717,159,87349,41272873895,0.00123601,26,3.08864,320942.26146180235,11.6759,5.45,1.94,938735.67,3987.66267626,241170047.5,1024468.15131925,8.45287,58539482,12.7543759,2980.92,12.66267626,594,3002.51,549,0.8197,192.97,0.0742768,6.86161,20.5092
2015-02-04,1527.93,341837,677,403597,30337316565,127,91505,41272873895,0.00101434,25,1.93765,314494.10643699905,11.6627,5.09,1.9,736403.53,3188.03209706,296769607.7,1284772.53432132,6.56151,58630987,13.82872861,3010.28,13.03209706,608,3194.3,721,0.8195,189.3,0.0931279,6.88453,20.5621
2015-02-05,1459.06,341996,543,304819,30385782807,159,89049,41272873895,0.00104101,25,1.05351,313028.6166586346,11.6569,5.14,1.86,902809.54,3987.32242544,268009142.85,1183681.40115515,6.11243,58720036,12.77707212,2790.04,12.32242544,561,2892.98,560,0.8189,185.42,0.0857755,6.91239,20.5857
2015-02-06,1403.39,342155,538,301973,30433796480,159,87707,41272873895,0.000977738,26,2.22927,311563.1268802703,11.648,5.04,1.79,870734.89,3987.24651138,273525948.96,1252522.89109283,7.75504,58807743,13.12746812,2674.39,12.24651138,557,2866.78,552,0.8195,178.96,0.0907379,6.94175,20.6082
2015-02-07,1457.13,342332,489,258793,30479602832,177,84886,41272873895,0.00124713,25,7.63414,322993.94715151255,11.6488,5.29,1.81,981552.3,4436.59509943,205694241.08,929733.50695478,10.7897,58892629,10.65113112,2565.3,11.59509943,553,2356.46,480,0.8174,180.84,0.0673323,6.9654,20.6257
2015-02-08,1414.85,342491,544,285232,30524954761,159,85927,41272873895,0.00185222,26,8.30281,320942.2614618024,11.6398,5.37,1.87,908272.94,3986.80071189,145144461.46,637101.49005633,9.12164,58978556,7.57915406,2688.44,11.80071189,536,1726.68,540,0.8174,186.22,0.0461266,6.97025,20.6012
2015-02-09,1406.41,342623,650,409999,30579074654,132,83439,41272873895,0.0018688,22,9.25139,314201.0084813262,11.6354,5.46,1.82,743013.67,3311.85052659,142263627.56,634114.67598361,7.50405,59061995,7.49279887,2658.67,11.85052659,829,1681.01,632,0.8107,181.88,0.0458994,6.94619,20.6028
2015-02-10,1420.53,342784,538,369962,30638638460,161,105056,44455415962,0.00171172,25,12.8026,318425.9199506108,11.6327,4.17,1.79,889721.06,4039.96304105,192510944.26,874135.87733225,10.8917,59167051,8.73657959,3295.31,14.96304105,602,1924.06,653,0.8111,178.63,0.0632544,6.95785,20.6246
2015-02-11,1432.54,342928,598,390984,30694940195,144,102246,44455415962,0.0017111,25,12.989,326663.0885532186,11.6248,4.27,1.78,791217.79,3614.18685974,181504894.09,829092.33549621,12.7663,59269297,8.61361821,3105.79,14.18685974,586,1885.69,710,0.811,177.54,0.0599793,6.93024,20.6213
2015-02-12,1434.52,343086,544,353265,30750756117,158,98718,44455415962,0.0016672,26,13.5177,329940.9040022309,11.6166,4.45,1.78,870685.03,3964.68754513,193466463.18,880954.7068786,14.9018,59368015,9.23290572,3225.53,14.68754513,591,2027.64,625,0.8108,178.06,0.063713,6.87818,20.6295
2015-02-13,1397.69,343205,697,423162,30801112409,119,88377,44455415962,0.00169966,25,8.2082,320906.4711877053,11.6005,5.05,1.78,659078.21,2987.66188486,164336790.67,744953.72018072,11.3195,59456392,8.32296708,2793.21,12.66188486,602,1836.05,743,0.8074,178.11,0.0538655,6.86084,20.6349
2015-02-14,1326.08,343351,584,512476,30875933853,146,113935,44455415962,0.0017077,23,5.64193,315120.1393535173,11.587,4.04,1.86,853334.25,3667.57319217,239426111.86,1029037.3140664,10.7165,59570327,9.64306205,4088.75,17.57319217,732,2243.65,780,0.7986,185.81,0.0743871,6.8766,20.6564
2015-02-15,1337.71,343511,527,418558,30942903183,160,100639,44455415962,0.00207115,23,3.7157,319029.35214937787,11.5772,4.99,2.01,1008809.3,4015.32120238,185849141.42,739727.51721103,12.0899,59670966,7.43191626,3849.3,15.32120238,730,1867.19,629,0.7995,200.87,0.0534582,6.87495,20.6516
2015-02-16,1254.79,343651,619,462761,31007689702,140,82240,44455415962,0.00189556,21,3.35707,324538.236279925,11.5616,5.98,1.92,849809.86,3513.35316022,170387674.43,704430.60372841,14.3645,59753206,9.23684232,3229.86,13.35316022,974,2234.21,587,0.7941,192.08,0.0508944,6.86446,20.6282
2015-02-17,1219.73,343808,532,404780,31071240164,157,103609,44455415962,0.00210653,24,0.726978,323275.4415862287,11.5583,4.52,1.86,926329.54,3940.15115571,169091278.6,719231.29989171,10.8748,59856815,6.98135889,3562.04,15.15115571,651,1641.32,660,0.7922,186.25,0.0519492,6.84311,20.6292
2015-02-18,1196.04,343957,567,451624,31138532199,149,104223,44455415962,0.00200607,24,3.29412,324853.93495334906,11.5517,4.62,1.9,903673.21,3741.14348698,194378974.96,804715.27615757,11.7959,59961038,7.9792807,3899.46,16.14348698,676,1927.4,699,0.7883,190.41,0.0581079,6.82851,20.6458
2015-02-19,1150.91,344124,513,352799,31197449695,167,104124,44455415962,0.00175363,25,4.68539,327695.22301416553,11.5404,4.54,1.86,993921.39,4189.69517531,198792358.79,837973.10116302,13.2751,60065162,8.1917546,3486.14,14.69517531,570,1943.33,623,0.7883,187.01,0.060491,6.81497,20.6645
2015-02-20,1177.32,344290,518,315134,31249761939,166,93881,44455415962,0.00191383,26,9.94018,342533.060665096,11.5341,5.13,1.88,996868.63,4163.50763762,168984410.55,705777.93322918,21.3254,60159043,7.63163769,3234.13,13.50763762,579,1827.24,566,0.7882,188.72,0.050933,6.7696,20.6751
2015-02-21,1200.05,344448,547,384270,31310476610,158,99386,44455415962,0.00190263,25,7.22227,346321.4447461846,11.5318,4.9,1.91,964578.39,3965.21578848,194536915.49,799707.78380875,20.659,60258429,7.31495337,3701.39,15.21578848,672,1779.44,629,0.7895,192.05,0.0576951,6.76918,20.687
2015-02-22,1154.27,344590,607,403625,31367791418,142,88320,44455415962,0.0021385,23,6.13712,340638.86862455163,11.52,5.6,1.92,871006.52,3562.98177024,148396079.75,607036.24213938,19.3226,60346749,7.67479563,3173.52,12.98177024,775,1876.18,622,0.7873,192.46,0.0437836,6.7668,20.6887
2015-02-23,1204.68,344741,565,357737,31421809692,151,84779,46684376317,0.0026492,23,10.2803,346501.71621169645,11.5127,5.69,1.86,899889.07,3787.41192904,111316568.55,468504.07639054,20.7122,60431528,5.52823018,2949.07,12.41192904,696,1313.51,561,0.7851,186.54,0.0337827,6.74052,20.6885
2015-02-24,1157.43,344883,604,413581,31480538263,142,104654,46684376317,0.00170299,25,8.03578,344013.9382923635,11.4984,4.52,1.85,846044.84,3564.84573761,206887265.44,871728.24945995,22.5331,60536182,8.07547394,3523.34,14.84573761,584,1916.55,737,0.7844,186.16,0.0628416,6.73436,20.7163
2015-02-25,1143.84,345012,665,428245,31535781845,129,103282,46684376317,0.00201785,26,4.00376,339741.8914540344,11.4883,4.6,1.86,770932.57,3239.21248871,167629142.09,704324.12640781,21.5069,60639464,6.71226127,3382.57,14.21248871,561,1597.52,801,0.7845,186.71,0.050762,6.70688,20.7061
2015-02-26,1160.21,345171,544,348569,31591204308,159,103414,46684376317,0.00183236,27,2.96786,339733.0953549688,11.479,4.57,1.85,945419.31,3989.95277841,193357267.94,816025.60851144,21.1318,60742878,7.87833282,3543.06,14.95277841,573,1866.77,650,0.7847,185.93,0.0587956,6.69293,20.6812
2015-02-27,1139.05,345321,576,366383,31646161743,150,101372,46684376317,0.00120499,26,5.03255,337056.24987105845,11.467,4.65,1.84,887746.87,3764.19128681,277748070.11,1177697.04083096,17.6562,60844250,10.61584431,3346.87,14.19128681,579,2503.64,676,0.7847,185.06,0.084831,6.67887,20.7101
2015-02-28,1074.99,345473,562,385426,31704746555,152,103737,46684376317,0.00098603,25,7.1236,337568.04889860016,11.4571,4.82,1.96,956142.49,3814.6518585,372448204.37,1485929.40104201,17.4828,60947987,13.97368037,3672.49,14.6518585,682,3502.5,682,0.7851,196.79,0.107004,6.71353,20.7694
2015-03-01,1086.88,345615,599,437200,31766828970,142,88113,46684376317,0.00215627,22,6.51551,339815.7510806279,11.4533,5.82,1.97,903343.95,3563.3464288,156908850.53,618945.40856629,16.1821,61036100,7.39006511,3383.45,13.3464288,1053,1873.46,621,0.7837,198.68,0.0445603,6.68433,20.7655
2015-03-02,1071.7,345755,619,393731,31821951309,140,88080,46684376317,0.00105784,25,3.58377,336168.94789829926,11.4501,5.91,2.0,904575.54,3513.86995052,337526909.26,1311140.54020223,16.8794,61124180,13.10969364,3570.54,13.86995052,796,3374.83,629,0.7821,201.34,0.0943692,6.68316,20.797
2015-03-03,1099.99,345913,546,414736,31887479519,158,107182,46684376317,0.00081801,24,5.62924,341473.38889077725,11.4487,5.04,2.11,1077091.43,3965.72691221,522168682.97,1922565.1066612,16.759,61231362,18.51233737,4271.43,15.72691221,679,5027.95,678,0.7827,212.58,0.138337,6.7196,20.8891
2015-03-04,1114.18,346071,536,404304,31951359537,158,110646,46684376317,0.0014446,24,8.07555,351087.6881896439,11.4471,5.02,2.18,1111754.34,3965.59423702,302628254.99,1079465.86407717,22.6683,61342008,9.8265974,4371.84,15.59423702,638,2754.89,700,0.784,219.79,0.0776506,6.71086,20.8834
2015-03-05,1086.74,346211,600,402945,32007771854,140,98962,46684376317,0.0016064,26,5.21626,344788.6645110761,11.4403,5.55,2.13,963631.8,3514.59550501,249111399.09,908568.82007411,19.9947,61440970,9.35328111,4001.8,14.59550501,666,2564.48,707,0.7842,215.01,0.0653409,6.69547,20.8714
2015-03-06,1046.1,346343,650,462584,32068832903,132,97656,46684376317,0.00140251,24,-1.08366,338821.1683945382,11.4282,5.63,2.14,909777.41,3314.79052555,289434809.3,1054560.98995273,17.1167,61538626,10.50521068,4059.41,14.79052555,703,2883.26,740,0.786,215.73,0.075822,6.68909,20.8929
2015-03-07,1057.52,346491,585,391392,32126758848,148,93809,46684376317,0.00199325,28,-2.54861,337495.0581464187,11.4208,5.86,2.14,1015641.03,3716.34905981,224153860.05,820205.13025699,19.1326,61632435,9.50549825,4468.03,16.34905981,725,2597.76,634,0.7878,215.3,0.0589567,6.70288,20.9021
2015-03-08,1030.04,346631,615,387377,32180991614,140,91274,46684376317,0.00112233,24,-1.11757,336832.0030223589,11.4113,6.09,2.15,967945.68,3513.03189139,319927537.59,1161135.04005148,23.2456,61723709,18.43977584,3590.68,13.03189139,677,5080.71,652,0.7856,216.46,0.0834411,6.7254,20.8021
2015-03-09,1011.21,346787,555,361708,32237418034,156,90190,47427554951,0.00060175,24,-1.0222,342959.7587582003,11.4026,6.15,2.14,1076354.99,3913.59122266,621183930.05,2258604.2615308,21.4416,61813899,39.97947405,3737.99,13.59122266,721,10995.55,578,0.7835,215.49,0.162261,6.76678,20.8428
2015-03-10,997.666,346931,590,446226,32301674602,144,106936,47427554951,0.00138996,25,-1.4347,339078.35572980955,11.3982,5.34,2.23,1037809.05,3616.05939481,331590069.19,1155366.09473423,21.0414,61920835,10.48686078,4609.05,16.05939481,667,3009.73,743,0.7841,225.04,0.0829821,6.76539,20.8549
2015-03-11,975.892,347083,571,390937,32361097051,152,102139,47427554951,0.00135113,25,-0.544677,337891.3944665483,11.3912,5.74,2.28,1120041.46,3814.72518342,319983802.44,1089825.96792735,17.4028,62022974,12.22054028,4323.46,14.72518342,682,3588.07,672,0.7855,230.63,0.0782534,6.74685,20.8178
2015-03-12,969.272,347237,553,426797,32426823774,154,103459,47427554951,0.00176784,24,1.06332,343345.5397611073,11.3815,5.69,2.3,1140642.64,3865.79896189,263687109.41,893672.84418977,19.0628,62126433,9.08211949,4661.64,15.79896189,714,2679.77,672,0.788,232.51,0.0641514,6.75045,20.8058
2015-03-13,963.708,347368,663,435726,32483903943,131,93612,47427554951,0.00128607,24,1.97271,343705.3854771581,11.3716,6.33,2.31,969030.82,3288.41733652,307431255.19,1043271.53247344,20.9754,62220045,11.09120055,3953.82,13.41733652,708,3268.35,715,0.7903,232.89,0.0748723,6.75483,20.8003
2015-03-14,980.215,347514,591,377816,32539065067,146,97226,47427554951,0.00147325,25,1.84994,343812.86851034855,11.3712,5.9,2.24,1048967.29,3663.87455625,269623663.11,941752.22881567,19.9339,62317271,9.33907416,3972.29,13.87455625,634,2673.78,666,0.7902,226.23,0.067569,6.77112,20.8059
2015-03-15,958.781,347645,660,402864,32591840283,131,91341,47427554951,0.00155754,24,0.501667,341520.4937301603,11.3606,6.23,2.2,928602.23,3287.55303518,227645903.93,805940.32405565,17.3891,62408612,9.76881209,3545.73,12.55303518,617,2759.3,697,0.7873,222.38,0.0578112,6.78202,20.8163
2015-03-16,935.23,347788,599,344301,32641075321,143,83403,47427554951,0.00206869,24,0.289461,337142.0258618249,11.3512,6.94,2.21,1021202.36,3586.81590892,162616981.27,571167.08675146,18.4284,62492015,6.92120799,3364.11,11.81590892,660,1970.54,583,0.784,223.21,0.0409603,6.75802,20.8098
2015-03-17,904.702,347927,621,431766,32701090767,139,105729,47427554951,0.00159992,25,-1.7616,335457.99975861894,11.3431,5.46,2.25,1012833.28,3490.24183049,276448970.54,952648.16340841,17.7194,62597744,9.13608131,4423.03,15.24183049,639,2651.2,761,0.7836,227.39,0.0683002,6.7534,20.8451
2015-03-18,884.788,348055,661,416815,32754443071,128,99828,47427554951,0.00186751,27,-6.75416,327374.6744632306,11.3362,5.74,2.22,920119.62,3214.39169527,220590051.76,770620.26815174,16.835,62697572,7.23841995,4119.62,14.39169527,561,2072.0,780,0.7829,224.11,0.0552372,6.72727,20.857
2015-03-19,886.817,348208,561,372117,32811377014,153,98461,47427554951,0.000957129,26,-5.14831,327037.8692425894,11.3312,5.32,2.03,1004056.75,3839.75199154,403024367.48,1541261.10931847,19.226,62796033,16.29629562,3857.5,14.75199154,679,4261.32,644,0.7838,204.96,0.110445,6.754,20.7693
2015-03-20,880.535,348346,626,455230,32874198765,138,106909,47427554951,0.00151951,26,-2.7819,329395.5057870777,11.3194,4.82,2.01,898138.89,3466.51314794,281559180.4,1086723.45672033,20.8217,62902942,13.18683763,4278.39,16.51314794,649,3416.58,775,0.7849,203.36,0.0778542,6.76706,20.7654
2015-03-21,825.438,348481,641,407765,32929247102,135,102333,47427554951,0.00197266,29,-3.49765,325690.6483600246,11.3051,5.1,2.03,886510.02,3391.00340687,212083886.47,811245.40591705,21.2111,63005275,7.95679919,4183.77,16.00340687,592,2080.15,758,0.7843,205.04,0.0581049,6.77256,20.7685
2015-03-22,840.545,348632,570,355349,32982904789,151,96350,47427554951,0.00208443,26,-1.30785,332426.75277284824,11.2975,5.4,2.0,982493.39,3788.72970945,170805255.07,658665.95354062,25.1491,63101625,7.16813909,3560.39,13.72970945,602,1858.84,638,0.7815,202.66,0.0471638,6.7486,20.7693
2015-03-23,804.358,348774,604,386425,33037777148,142,90151,46717549645,0.0026158,24,-3.37818,331373.9722895841,11.2783,5.97,2.05,949510.27,3563.02401881,132681174.56,497884.25292049,22.0446,63191776,5.47207954,3470.77,13.02401881,684,1458.25,635,0.7792,207.65,0.0356421,6.71134,20.7697
2015-03-24,764.803,348919,595,406189,33096674550,145,102477,46717549645,0.00195792,29,-1.89179,332663.70211286546,11.2655,5.18,2.04,969167.74,3642.11852338,232653043.09,874306.81356858,21.8897,63294253,8.37982348,4555.24,17.11852338,629,2229.87,707,0.7783,207.11,0.0625725,6.67997,20.8021
2015-03-25,775.188,349092,498,292376,33147255582,173,92815,46717549645,0.00141864,27,2.68023,346947.657320354,11.2652,5.43,1.92,1085745.81,4338.64461309,240689630.53,961796.72537874,23.9421,63387068,9.00836696,3414.56,13.64461309,611,2254.34,537,0.7785,194.82,0.0688123,6.69374,20.8177
2015-03-26,762.836,349254,531,318175,33198799879,162,98394,46717549645,0.00148375,31,1.69408,349162.08745721664,11.2622,4.97,1.87,993608.12,4065.99877818,263491439.21,1078247.899533,21.2145,63485462,11.20654228,3909.62,15.99877818,588,2738.54,607,0.7781,190.14,0.0771216,6.70698,20.849
2015-03-27,752.28,349402,584,367855,33253242453,148,101586,46717549645,0.00145774,27,2.35042,351783.9119251199,11.2534,4.89,1.91,924295.93,3714.56791258,248664105.07,999333.30012645,20.3683,63587048,10.3053795,3624.93,14.56791258,565,2564.29,686,0.7779,193.56,0.0714583,6.72495,20.8785
2015-03-28,767.528,349573,500,296819,33303998486,171,98534,46717549645,0.00140258,27,5.59427,363046.7043054663,11.2489,5.02,1.89,1059681.44,4288.81915901,243436921.49,985255.46985167,22.1146,63685582,9.77492661,3414.44,13.81915901,543,2415.19,576,0.7771,192.01,0.0704301,6.74593,20.8839
2015-03-29,741.391,349721,575,347179,33355380991,148,89091,46717549645,0.00200393,25,5.78869,361290.0609050343,11.2396,5.7,1.92,933721.04,3712.75612589,160083908.85,636541.84598043,17.4287,63774673,6.94290165,3208.04,12.75612589,673,1746.07,602,0.7756,195.06,0.0454908,6.74085,20.8676
2015-03-30,780.255,349874,551,357333,33410053014,153,92048,46717549645,0.00226598,24,8.24502,364939.4554596305,11.2391,5.34,1.86,937085.89,3838.15643078,141751667.75,580592.53633086,18.6148,63866721,6.21008081,3212.14,13.15643078,650,1516.19,602,0.7727,188.65,0.0414812,6.723,20.874
