Date,Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Fee Rate,Two-Week Hash Growth,Hash Rate,Inflation Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Price Volatility,Bitcoin Core (BTC) Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Fees Value,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score
14-02-2016,279.503,398312,554,632229,59382461950,156,104953.28,184889,1.44E+11,0.00135485,35,25.5316,1210727.404,9.90062,5943664474,4.01,1.48,1537909.61,3934.983522,15207800,1009147520,2582062.584,64.86264066,390.83,141.998,109918187,11.84626057,13672.61,34.98352231,589,4629.87,1185,0.4337,169.5,0.169788,26.3208,49.7988,159.98,0.15213,1.1256,18.84,25.4,103.25,2763.492,8063,1864.78,-0.257136,29,0
15-02-2016,269.908,398478,513,634045,59487713369,166,108330.22,189842,1.44E+11,0.00124319,34,22.3601,1200493.022,9.90281,6145779920,4.03,1.52,1691073.23,4185.721221,15211950,1160852635,2873326.49,46.26884113,404.01,132.956,110108029,14.41473376,14431.73,35.72122093,648,5823.7,1144,0.4329,174.9,0.188888,26.3255,49.9255,159.98,0.15386,1.1156,18.84,25.4,103.25,2746.196,8066.51,1864.78,-0.295573,35,0
16-02-2016,272.619,398630,564,759323,59603130408,152,107601.38,220771,1.44E+11,0.00109243,37,21.9283,1204586.775,9.8991,6116275028,3.41,1.51,1544505.35,3842.33985,15215750,1557911397,3875690.716,46.2965022,401.97,131.446,110328800,16.69289002,17019.35,42.3398497,611,6710.04,1452,0.4326,173.89,0.254719,26.4443,50.1214,162.2,0.15343,1.1144,17.21,24.11,94.2,2836.571,8212.07,1895.58,-0.307845,34,0
17-02-2016,258.837,398768,610,759357,59707921721,138,108431.16,216386,1.44E+11,0.00107437,40,15.9903,1165696.123,9.89445,6174277248,3.51,1.53,1416840.41,3492.421339,15219200,1601848835,3948455.311,46.30936432,405.69,127.034,110545186,23.15868224,17209.91,42.42133863,548,9395.25,1568,0.4322,175.34,0.259442,26.5767,50.3222,164.93,0.15328,1.1128,17.82,22.31,88.96,2867.338,8214.25,1926.82,-0.319766,34,0
18-02-2016,252.915,398923,559,772175,59827608812,155,110661.75,224254,1.44E+11,0.00108908,36,12.778,1156485.179,9.8893,6313922587,3.46,1.56,1625084.76,3918.132809,15223075,1642633558,3960443.529,46.84073952,414.76,130.488,110769440,15.83539489,17889.76,43.13280908,669,6567.89,1447,0.4319,179.13,0.260163,26.7007,50.5167,164.52,0.15348,1.1107,18.9,21.64,87.53,2862.893,8314.67,1917.83,-0.33134,38,0
19-02-2016,230.755,399092,502,650943,59937618245,169,112151.59,213865,1.44E+11,0.00112749,40,8.49836,1132946.1,9.88688,6410693300,3.69,1.58,1797068.74,4268.571819,15227300,1626933654,3864450.486,46.84195785,421,124.333,110983305,17.85548691,18343.74,43.57181868,578,7517.16,1265,0.4315,181.66,0.253787,26.7994,50.7015,163.7,0.15335,1.113,18.38,20.53,86.25,2860.021,8325.04,1917.78,-0.34257,37,1.1088
20-02-2016,225.215,399237,596,772673,60049655839,145,111711.01,218218,1.63E+11,0.000965268,41,6.21331,1126287.604,9.88172,6397445428,3.61,1.58,1542021.61,3671.217787,15230925,2011116094,4788029.651,39.07588798,420.03,116.597,111201523,19.31593927,19412.86,46.21778652,769,8113.27,1505,0.4313,181.16,0.314365,27.0117,50.9574,163.7,0.15335,1.113,18.38,20.53,86.25,2860.021,8325.04,1917.78,-0.34257,34,-0.3472
21-02-2016,234.896,399387,571,731196,60159335190,150,115430.27,216170,1.63E+11,0.000998491,38,6.46794,1140785.834,9.88063,6622513223,3.77,1.63,1648024.4,3791.176439,15234675,1792627819,4123827.51,40.760699,434.7,117.043,111417693,17.85792004,17899.4,41.17643945,570,7762.84,1441,0.4308,187.27,0.27069,27.2008,51.1631,163.7,0.15335,1.113,18.38,20.53,86.25,2860.021,8325.04,1917.78,-0.34257,34,0
22-02-2016,223.088,399515,677,856711,60268994143,128,116265.13,208632,1.63E+11,0.000959505,37,2.0218,1119507.009,9.8738,6682570081,3.95,1.64,1421244.06,3240.779984,15237875,1863865957,4250064.889,33.63740231,438.55,114.906,111626325,18.35742503,17884.06,40.77998358,634,8050.65,1630,0.4296,188.4,0.278917,27.3848,51.3914,165.94,0.15329,1.103,18.53,19.38,86.19,2927.175,8326.68,1945.5,-0.374635,33,0
23-02-2016,223.067,399642,671,897707,60383002979,127,115738.96,236333,1.63E+11,0.00103762,40,-0.0140724,1111395.287,9.86857,6664911165,3.44,1.63,1408335.74,3220.52537,15241050,1918619447,4387421.558,33.69626396,437.3,108.981,111862658,16.52061559,19908.24,45.52537023,532,7224.47,1861,0.4286,187.43,0.287872,27.5722,51.6378,164.1508125,0.15322,1.102,18.92,20.98,89.67,2903.331,8334.64,1921.27,-0.385324,32,0
24-02-2016,232.035,399778,636,883962,60503221819,136,112097.51,249140,1.63E+11,0.00121168,41,-0.894497,1128060.977,9.86753,6468067691,3.16,1.58,1463435.56,3449.139875,15244450,1720698362,4055477.061,34.35281976,424.29,110.183,112111798,15.36093072,20849.56,49.13987521,570,6517.49,1832,0.4281,181.64,0.266033,27.7082,51.8352,164.67,0.15317,1.1013,19.11,20.72,86.74,2928.896,8282.86,1929.8,-0.396086,35,0
25-02-2016,225.676,399896,714,917662,60611505904,118,111153.94,219907,1.63E+11,0.00127609,42,-4.08103,1106429.666,9.85732,6425101886,3.59,1.57,1262214.15,2995.358584,15247400,1497805449,3554439.946,33.87292496,421.39,96.1751,112331705,15.36654228,19113.65,45.35858378,585,6475.31,1864,0.4281,180.4,0.233121,27.7973,52.0121,166.84,0.15296,1.1018,19.39,19.11,83.51,2741.245,8365.86,1951.7,-0.406923,32,0
26-02-2016,230.339,400051,550,799173,60735377672,155,111529.44,217777,1.63E+11,0.00146629,37,-7.73707,1113428.352,9.85556,6459982552,3.64,1.58,1660806.21,3920.972241,15251275,1327984923,3135219.499,33.85644348,423.57,100.764,112549482,13.67529957,19472.46,45.97224146,673,5792.45,1405,0.4285,181.5,0.205574,27.851,52.1509,166.28,0.15285,1.0934,18.69,19.81,83.72,2767.21,8411.16,1948.05,-0.41784,33,0
27-02-2016,228.118,400191,603,764791,60842448388,140,112967.7,203941,1.63E+11,0.00130099,40,-9.32668,1107623.199,9.8507,6554824270,3.97,1.6,1522133.23,3542.398544,15254775,1400312977,3258891.241,34.08979447,429.69,100.38,112753423,15.55983486,18218.23,42.3985438,589,6685.91,1457,0.4283,184.04,0.213634,27.9324,52.2754,166.28,0.15285,1.0934,18.69,19.81,83.72,2767.21,8411.16,1948.05,-0.41784,31,0
28-02-2016,224.923,400338,589,657568,60939110860,147,113577.08,177026,1.63E+11,0.00144594,38,-8.80358,1104140.107,9.84909,6600652886,4.66,1.61,1605451.21,3711.253635,15258450,1084602981,2507230.822,31.93537082,432.59,101.016,112930449,12.01081695,15682.96,36.25363538,636,5195.76,1204,0.4279,185.11,0.16432,27.9984,52.3297,166.28,0.15285,1.0934,18.69,19.81,83.72,2767.21,8411.16,1948.05,-0.41784,29,0
29-02-2016,230.52,400472,641,793967,61045502448,134,113021.29,239889,1.63E+11,0.000530805,43,-7.44584,1111106.291,9.84553,6579819834,3.34,1.6,1464046.97,3395.836465,15261800,3722906097,8635228.578,31.11049066,431.13,99.5806,113170338,30.07842316,19761.47,45.83646458,478,12967.71,1790,0.427,184.09,0.56581,28.3941,52.8435,164.96,0.15258,1.0873,19.38,20.55,85.06,2687.979,8411.16,1932.23,-0.451688,32,0
01-03-2016,227.426,400605,638,913204,61166958605,133,114226.7,264195,1.63E+11,0.000558939,45,-7.18207,1118072.474,9.83823,6663227063,3.05,1.61,1475459.29,3380.204556,15265125,4311143557,9876617.541,31.22860173,436.5,98.8033,113434533,33.98332664,24096.79,55.20455552,504,14833.72,1986,0.426,185.95,0.647009,28.8738,53.3931,168.52,0.15262,1.0868,18.57,17.7,79.45,2733.17,8485.69,1978.35,-0.464134,32,0
02-03-2016,220.113,400746,607,905523,61294637388,141,113461.34,275696,1.63E+11,0.000547789,47,-3.58743,1123877.627,9.83238,6632396187,2.9,1.6,1557215.5,3584.915281,15268650,4751072566,10937595.12,29.98409438,434.38,97.4781,113710229,33.17881051,26026,59.91528125,485,14412.21,1955,0.4252,184.7,0.716347,29.4044,53.9712,168.89,0.15265,1.0868,19.0508125,17.09,78.84,2849.681,8544.05,1986.45,-0.476377,33,0
03-03-2016,239.094,400903,546,893477,61434913318,157,110887.91,265794,1.63E+11,0.00161199,65,1.09579,1169157.821,9.83296,6496800679,2.95,1.57,1708462.19,4016.225561,15272575,2407326236,5659103.965,31.34001014,425.39,111.974,113976023,18.49550168,38806.44,91.22556131,642,7867.8,1693,0.4256,181.05,0.370546,29.6317,54.2572,169.35,0.15307,1.0957,19.82,16.7,79.41,2859.758,8611.79,1993.4,-0.48842,34,0
04-03-2016,238.213,401038,632,930014,61560465152,135,109270.73,228354,1.63E+11,0.00161565,46,1.14667,1145937.209,9.83117,6415135203,3.43,1.55,1441650.14,3432.909018,15275950,1505181617,3584192.445,31.91686194,419.95,103.945,114204377,14.36607137,24318.89,57.90901761,620,6033.03,1692,0.425,178.48,0.234634,29.686,54.4204,170.02,0.15378,1.1005,19.71,16.86,81.97,2874.147,8643.55,1999.99,-0.500267,31,0
05-03-2016,243.05,401193,554,776264,61680786047,155,107020.16,200885,1.58E+11,0.000676313,41,2.79595,1157778.088,9.82981,6295287900,3.87,1.52,1616988.41,3924.729139,15279825,3029407314,7352930.373,32.55007663,412,102.151,114405262,29.29969552,20488.41,49.72913921,969,12071.47,1296,0.4261,175.55,0.481221,29.8103,54.8188,170.02,0.15378,1.1005,19.71,16.86,81.97,2874.147,8643.55,1999.99,-0.500267,37,0
06-03-2016,243.158,401343,574,781985,61798083831,150,103352.69,235919,1.58E+11,0.000319691,53,1.32195,1155866.425,9.82913,6091115981,3.14,1.47,1519403.1,3812.423096,15283575,7781891610,19525998.92,32.25086076,398.54,97.5509,114641181,67.98837738,24878.1,62.42309569,619,27096.09,1573,0.4256,169.62,1.27758,30.7502,56.0292,170.02,0.15378,1.1005,19.71,16.86,81.97,2874.147,8643.55,1999.99,-0.500267,28,0
07-03-2016,240.214,401491,584,620822,61889965480,148,104516.67,161235,1.58E+11,0.00193878,42,4.22427,1166798.028,9.82494,6168874081,4.81,1.49,1508742.05,3738.859686,15287275,808795665.2,2004301.205,32.46187549,403.53,99.7903,114802416,11.43416545,15681.05,38.85968613,712,4614.03,1089,0.4254,171.66,0.131112,30.6635,56.0708,170.62,0.15353,1.1014,20.4,17.35,82.3,2897.34,8659.55,2001.76,-0.533717,33,0
08-03-2016,242.698,401624,638,726194,61986549289,133,106363.02,187354,1.58E+11,0.00152142,47,4.55458,1162014.679,9.82043,6287647626,4.16,1.51,1385852.6,3370.182141,15290600,1221167905,2969694.085,31.36707269,411.21,94.9457,114989770,15.82810035,18579.35,45.18214143,601,6508.67,1409,0.4253,174.89,0.19422,30.6504,56.1051,169.62,0.15376,1.1011,19.42,18.67,87.46,2901.387,8664.31,1979.26,-0.542913,32,0
09-03-2016,246.73,401778,558,670705,62089837932,154,106447.86,197659,1.58E+11,0.00195661,42,3.85693,1171569.462,9.81811,6303148734,3.94,1.52,1604723.04,3893.824714,15294450,923062067.9,2239789.546,31.33255672,412.12,92.9153,115187429,9.81691747,18061.04,43.82471447,607,4045.75,1284,0.425,175.15,0.146447,30.5329,56.1619,170.02,0.15354,1.0999,19.51,18.34,92.86,2862.556,8634.11,1989.26,-0.550978,33,0
10-03-2016,243.182,401946,508,733573,62213078176,168,106340.95,186842,1.58E+11,0.00265036,44,6.49558,1178298.673,9.81791,6309316247,4.19,1.52,1754302.02,4253.781471,15298650,836845604.4,2029159.342,31.11706913,412.41,79.8107,115374271,10.36879725,22180.02,53.78147081,772,4276.2,1112,0.4269,176.06,0.13264,30.4466,56.2079,170.0591875,0.15364,1.1177,20.38,18.05,94.77,2804.725,8660.7,1989.57,-0.557914,30,0
11-03-2016,247.956,402101,557,688153,62319741923,155,106922.21,190816,1.58E+11,0.00167688,39,7.41102,1195944.705,9.8199,6354679557,4.12,1.53,1626439.44,3916.583045,15302525,1029766542,2479751.83,31.14237722,415.27,79.5273,115565087,11.36834074,17268.19,41.58304543,692,4720.93,1231,0.4271,177.36,0.162051,30.3554,56.2973,172.2308125,0.15397,1.1156,19.98,16.5,92.35,2810.308,8706.14,2022.19,-0.563723,28,0
12-03-2016,249.484,402261,535,622785,62419387529,160,107854.24,195566,1.58E+11,0.00170555,41,8.48184,1201570.033,9.81984,6420321911,4.05,1.55,1694899.41,4040.766256,15306525,1002556931,2390170.297,30.90233011,419.45,80.2025,115760653,11.70363234,17099.41,40.76625565,680,4909.09,1222,0.4267,178.98,0.156156,30.2811,56.3706,172.2308125,0.15397,1.1156,19.98,16.5,92.35,2810.308,8706.14,2022.19,-0.563723,29,0
13-03-2016,249.853,402405,584,575015,62502189741,144,105830.84,166612,1.58E+11,0.00186386,41,8.21268,1194819.639,9.81987,6308230804,4.74,1.52,1497352.63,3634.086428,15310125,753510723.9,1828776.361,31.63328991,412.03,81.7937,115927265,9.65213191,14044.63,34.08642792,589,3976.97,1157,0.4266,175.77,0.119451,30.0561,56.4153,172.2308125,0.15397,1.1156,19.98,16.5,92.35,2810.308,8706.14,2022.19,-0.563723,28,0
14-03-2016,249.391,402538,651,629357,62585894204,133,105879.02,148034,1.58E+11,0.00217791,42,6.01539,1177943.656,9.81556,6319554546,5.39,1.52,1386798.79,3360.470064,15313450,672087248.6,1628591.763,31.44036227,412.68,72.1629,116075299,11.05063217,14637.79,35.47006372,682,4560.37,1113,0.4258,175.72,0.106353,29.8391,56.4568,172.4108125,0.15385,1.1103,19.12,16.92,89.74,2859.499,8747.9,2019.64,-0.574715,33,0
15-03-2016,257.517,402690,568,719966,62695329085,152,106230.24,189260,1.58E+11,0.00173173,37,7.26674,1199319.902,9.81544,6351604058,4.15,1.53,1592624.45,3840.703324,15317250,974641117.4,2350401.807,30.88749261,414.67,74.1434,116264559,12.43016215,16878.45,40.70332387,759,5154.42,1245,0.4263,176.77,0.153451,29.6978,56.5589,172.64,0.15352,1.1109,19.53,16.84,90.34,2864.368,8611.18,2015.93,-0.576642,31,0
16-03-2016,268.75,402851,539,664910,62802379576,161,106243.3,204389,1.58E+11,0.00121066,41,7.41342,1207195.361,9.8191,6363231933,3.83,1.53,1689688.38,4068.401193,15321275,1488868518,3584870.744,28.7646004,415.32,76.0047,116468948,18.24628611,18025.38,43.40119313,651,7578.05,1269,0.4264,177.09,0.233983,29.6345,56.7159,173.47,0.15333,1.1224,20.86,14.99,84.37,2870.43,8699.14,2027.22,-0.577753,31,0
17-03-2016,263.626,403003,562,673914,62904814500,152,106275.42,211990,1.58E+11,0.000364996,47,1.71375,1189194.311,9.81623,6375537702,3.68,1.53,1600835.4,3847.977011,15325075,5468370978,13144490.6,28.68414326,416.02,82.4976,116680938,48.17111307,19959.4,47.97701115,549,20040.15,1395,0.4264,177.39,0.857714,30.2151,57.5092,174.94,0.15444,1.1318,20.43,14.44,84.71,2904.832,8734.54,2040.59,-0.578049,30,0.1139
18-03-2016,256.241,403144,613,750540,63010640582,141,106687.63,206933,1.58E+11,0.000591816,44,2.40032,1173443.393,9.81434,6411033664,3.8,1.54,1493564.64,3571.07077,15328600,3255833119,7784604.817,28.57835655,418.24,74.1285,116887871,36.00520274,19268.64,46.07076972,594,15058.82,1468,0.4258,178.09,0.507851,30.4492,57.9033,175.69,0.15452,1.127,20.61,14.02,86.2,2955.15,8810.71,2049.58,-0.577528,27,0
19-03-2016,254.1,403280,636,725631,63109326458,136,104335.79,204445,1.65E+11,0.000814792,43,-0.389403,1153269.666,9.81215,6279527240,3.77,1.5,1409971.45,3442.56526,15332000,2139601454,5224018.981,28.5245144,409.57,67.8505,117092316,18.56184299,17433.45,42.56526025,539,7602.37,1503,0.4254,174.23,0.340729,30.5335,58.1603,175.69,0.15452,1.127,20.61,14.02,86.2,2955.15,8810.71,2049.58,-0.577528,28,0.7096
20-03-2016,246.271,403416,627,652301,63198039351,136,103741.72,180774,1.65E+11,0.00158199,39,-0.412629,1151096.988,9.80681,6252549288,4.29,1.49,1400396.85,3434.702379,15335400,894358602.3,2193560.783,28.00922789,407.72,60.5857,117273090,12.25240879,14148.85,34.70237857,616,4995.55,1329,0.4244,173.04,0.143041,30.4087,58.2376,175.69,0.15452,1.127,20.61,14.02,86.2,2955.15,8810.71,2049.58,-0.577528,30,0
21-03-2016,253.997,403562,587,658777,63294220852,146,104396.49,174932,1.65E+11,0.00190886,35,0.536057,1173052.735,9.80504,6301588521,4.48,1.5,1513150.96,3683.245596,15339050,715491092.1,1741616.991,28.16586752,410.82,66.1191,117448022,9.98249801,13657.96,33.24559552,736,4101.01,1198,0.4239,174.15,0.113544,30.1679,58.2943,176.01,0.15419,1.1241,20.57,13.79,87.78,3018.802,8812.7,2051.6,-0.570797,30,0.2417
22-03-2016,250.325,403701,620,747971,63398188849,139,104238.75,199892,1.65E+11,0.00202027,40,0.291792,1165405.343,9.80142,6302402420,3.88,1.5,1444455.74,3516.373084,15342525,841219953.8,2047860.056,25.17152158,410.78,65.8005,117647914,9.63247327,16995.24,41.37308373,593,3956.83,1438,0.4237,174.05,0.133479,29.9847,58.3821,175.7,0.15406,1.1217,20.58,14.17,85.04,2999.363,8785.68,2049.8,-0.566467,31,0
23-03-2016,233.828,403849,585,710488,63503341137,148,105322.76,203331,1.65E+11,0.00190233,40,-1.14032,1158209.794,9.79392,6378504959,3.85,1.52,1555404.39,3742.191287,15346225,921821015.3,2217835.183,25.34941341,415.64,61.8695,117851245,10.15542702,17536.39,42.19128667,568,4221,1374,0.423,175.82,0.144523,29.8334,58.4556,174.81,0.15368,1.1181,19.03,14.94,86.06,3009.96,8766.09,2036.71,-0.561048,30,0
24-03-2016,232.887,403998,581,683938,63605247894,149,105559.12,190083,1.65E+11,0.00185409,38,-1.3565,1162315.106,9.78875,6403078143,4.16,1.52,1570142.23,3764.065386,15349950,878891474.4,2106946.048,25.41520414,417.14,61.4258,118041328,10.60387445,16295.73,39.0653857,714,4423.3,1276,0.4229,176.41,0.137263,29.6524,58.516,174.94,0.15347,1.1174,19.46,14.74,84.2,2960.97,8743.38,2035.94,-0.554537,28,0
25-03-2016,234.423,404145,580,671989,63704030245,147,104872.26,189239,1.65E+11,0.00165578,39,-1.63044,1176445.598,9.78599,6371293766,4.16,1.51,1540883.44,3713.240561,15353625,958368291.2,2309488.135,23.2771118,414.97,64.4492,118230567,12.42103696,15868.69,38.24056126,605,5154.36,1287,0.4229,175.49,0.150422,29.5482,58.5822,174.94,0.15336,1.1167,19.46,14.74,84.2,2979.434,8704.97,2035.94,-0.546932,27,0
26-03-2016,227.285,404291,587,618086,63794270740,146,104849.78,170788,1.65E+11,0.0015782,36,-1.11285,1188198.302,9.77853,6378951317,4.65,1.51,1529551.9,3682.384135,15357275,852312264.5,2051935.057,23.17804027,415.37,63.9627,118401355,11.21334292,13451.4,32.38413521,660,4657.69,1170,0.4229,175.66,0.133615,29.5005,58.6368,174.94,0.15336,1.1167,19.46,14.74,84.2,2979.434,8704.97,2035.94,-0.546932,27,0
27-03-2016,234.407,404444,549,638061,63891894082,153,104950.11,159570,1.65E+11,0.00245814,38,1.11801,1208177.897,9.77684,6394825930,5.01,1.52,1607725.23,3861.93905,15361100,625569514,1502689.2,23.11084312,416.3,60.8286,118560925,8.96700286,15377.73,36.93905043,774,3732.96,1043,0.4234,176.26,0.0978267,29.497,58.6559,174.94,0.15336,1.1167,19.46,14.74,84.2,2979.434,8704.97,2035.94,-0.546932,29,0
28-03-2016,229.452,404585,607,614368,63978519901,141,106725.73,158866,1.65E+11,0.00177356,35,2.06783,1202301.546,9.77202,6511835368,5.13,1.54,1506904.22,3555.528802,15364625,729521613.8,1721300.585,23.43104157,423.82,59.7641,118719791,12.08492587,12938.72,30.5288016,701,5121.83,1127,0.423,179.28,0.112032,29.4602,58.7131,175.12,0.1541,1.1196,19.42,15.24,83.29,2957.82,8690.45,2037.05,-0.517738,28,0
29-03-2016,240.364,404755,509,682016,64094462558,170,106328.31,199511,1.65E+11,0.00220774,41,3.28645,1238734.926,9.77454,6499343549,4,1.54,1817148.13,4296.975879,15368875,899796355.2,2127731.455,23.29297374,422.89,63.3093,118919302,10.57908798,19865.63,46.97587948,732,4473.79,1174,0.4237,179.18,0.138447,29.4511,58.7975,176.07,0.15392,1.1291,20.54,13.82,81.39,2919.832,8617.35,2055.01,-0.506143,30,5.168
30-03-2016,250.622,404912,552,844312,64227019606,157,104361.54,200784,1.65E+11,0.00267812,44,3.48883,1249312.359,9.77317,6392317696,3.91,1.52,1656469.97,3983.622645,15372800,910183225.7,2188887.561,23.94938204,415.82,63.559,119120086,10.73863996,24376.47,58.62264486,915,4465.34,1279,0.4253,176.85,0.142391,29.4372,58.8704,176.89,0.15463,1.1338,20.23,13.56,80.33,3000.645,8737.04,2063.95,-0.493645,32,0
31-03-2016,260.018,405059,573,744988,64336532822,147,103366.76,198641,1.65E+11,0.0022616,41,4.8577,1246961.818,9.77355,6342180879,3.92,1.51,1534358.38,3720.017414,15376475,820986673.7,1990463.739,23.54979505,412.46,60.4834,119318727,9.9344684,18567.88,45.01741409,699,4097.57,1351,0.426,175.71,0.129452,29.485,58.9309,176.64,0.15506,1.138,19.97,13.95,82.94,3003.915,8744.83,2059.74,-0.480239,30,0
01-04-2016,246.244,405183,693,851311,64442095338,124,103806.32,210101,1.65E+11,0.00213947,44,3.96161,1219930.601,9.76316,6379601506,3.71,1.52,1305251.59,3146.625186,15379575,903972467.1,2179244.635,23.66896249,414.81,58.6207,119528828,10.04459998,19340.59,46.62518613,590,4166.6,1694,0.4259,176.67,0.1417,29.5591,58.9897,177.72,0.15435,1.1391,20.12,13.1,81.57,3009.53,8657.55,2072.78,-0.465923,28,0
02-04-2016,257.411,405336,562,754845,64557586632,153,103888.76,203717,1.67E+11,0.0024771,45,6.62115,1229629.384,9.76187,6396110052,3.84,1.52,1611949.61,3876.929177,15383400,871605645.9,2096314.507,22.64031117,415.78,61.2472,119732545,9.272306,21591.11,51.92917707,708,3855.24,1331,0.4262,177.21,0.136275,29.6216,59.0611,177.72,0.15435,1.1391,20.12,13.1,81.57,3009.53,8657.55,2072.78,-0.465923,28,0
03-04-2016,251.323,405475,625,814407,64670789217,139,104426.39,189736,1.67E+11,0.00284096,45,5.50916,1214512.807,9.75671,6440484269,4.18,1.54,1475928.69,3526.121539,15386875,753173380,1799396.469,22.34968634,418.57,65.5781,119922281,8.5617381,21397.94,51.12153884,649,3583.69,1365,0.4269,178.69,0.116947,29.6723,59.115,177.72,0.15435,1.1391,20.12,13.1,81.57,3009.53,8657.55,2072.78,-0.465923,27,0
04-04-2016,250.831,405617,604,709839,64771586294,142,104407.53,171979,1.67E+11,0.00276659,41,3.75102,1217054.146,9.75306,6449357596,4.65,1.54,1505077.13,3591.640924,15390425,630709994.1,1505094.843,21.27290702,419.05,58.7154,120094260,8.12369288,17449.63,41.64092422,698,3404.23,1211,0.4269,178.89,0.0977969,29.6949,59.1712,177.12,0.15429,1.1391,19.53,14.12,84.43,3009.53,8657.55,2066.13,-0.428703,29,0
05-04-2016,252.851,405783,516,666712,64882260486,166,104227.69,209257,1.67E+11,0.00210727,41,4.16548,1213950.019,9.758,6449249305,3.76,1.54,1757464.21,4195.126176,15394575,897097767.9,2141402.544,17.44849961,418.93,56.2116,120303517,10.06979343,18904.71,45.12617647,616,4218.54,1261,0.4265,178.67,0.139104,29.7351,59.264,175.82,0.15438,1.1384,20.13,15.42,89.11,3053.065,8657.55,2045.17,-0.41889,31,0
06-04-2016,248.941,405938,554,748984,64998353015,155,104745.89,219281,1.67E+11,0.00213677,42,4.73842,1213090.609,9.75589,6492910427,3.6,1.55,1654433.22,3923.619066,15398450,959402891.5,2275299.747,17.10599648,421.66,57.21,120522798,10.07277576,20500.72,48.61906587,626,4247.29,1415,0.4266,179.88,0.147765,29.7867,59.3497,177.04,0.15441,1.1399,20.15,14.09,85.59,3050.592,8513.3,2066.66,-0.410454,30,0
07-04-2016,252.655,406095,549,706071,65109206086,157,104561.96,219327,1.67E+11,0.00242062,53,5.50957,1226353.684,9.75942,6492563134,3.6,1.54,1679104.13,3983.35618,15402375,1016198213,2410737.583,15.91904349,421.53,58.1727,120742125,10.02636511,24598.88,58.35617955,572,4226.41,1397,0.426,179.57,0.156521,29.8336,59.4372,175.29,0.15468,1.1378,20.78,16.16,92.74,3008.42,8490.25,2041.91,-0.403394,30,7.5269
08-04-2016,266.942,406234,617,768604,65216042036,139,104154.13,221254,1.67E+11,0.00160756,42,5.85444,1245319.948,9.75818,6477851808,3.56,1.54,1480150.18,3520.144068,15405850,1180788069,2808190.804,15.95209772,420.48,55.0142,120963379,12.71200876,18982.18,45.14406752,614,5345.15,1592,0.4254,178.87,0.182284,29.9329,59.5474,175.66,0.15462,1.1399,21.44,15.36,89.73,2984.958,8541.5,2047.6,-0.397708,29,0
09-04-2016,258.584,406378,591,704031,65317422554,144,103638.28,210309,1.67E+11,0.0016304,42,3.90992,1234655.933,9.75411,6455789078,3.74,1.53,1526135.42,3642.76267,15409450,1098819874,2622794.783,16.02289338,418.95,52.8447,121173688,13.05936778,17915.42,42.76267009,562,5471.22,1460,0.4247,177.93,0.17021,30.039,59.6462,175.66,0.15462,1.1399,21.44,15.36,89.73,2984.958,8541.5,2047.6,-0.397708,26,0
10-04-2016,268.21,406540,523,641777,65421390425,162,103006.68,197696,1.67E+11,0.0016456,36,4.44724,1261908.415,9.7556,6426658825,3.98,1.52,1704042.38,4086.922596,15413500,935502825.2,2243681.077,15.95537874,416.95,52.0526,121371384,10.97386471,15394.88,36.92259575,675,4575.55,1220,0.4245,177,0.145568,30.103,59.7113,175.66,0.15462,1.1399,21.44,15.36,89.73,2984.958,8541.5,2047.6,-0.397708,29,0
11-04-2016,286.855,406713,499,553640,65517170098,173,103622.76,186486,1.67E+11,0.00165001,35,8.01284,1298640.021,9.76138,6474561431,4.27,1.53,1830173.24,4358.177936,15417825,844389866.6,2010739.312,15.76191862,419.94,58.0237,121557870,11.24095929,13932.74,33.17793552,574,4720.53,1078,0.4234,177.8,0.130419,30.1066,59.7846,175.44,0.15484,1.1408,22.7,16.26,92.81,3033.957,8562.59,2041.99,-0.388705,29,0
12-04-2016,270.636,406866,562,779670,65636459684,153,103834.57,234206,1.67E+11,0.00194887,43,3.5925,1283236.445,9.75814,6499608609,3.35,1.53,1633623.67,3876.106094,15421650,1105189516,2622288.038,14.41680462,421.46,54.3481,121792076,11.35755079,21539.17,51.10609378,592,4786.75,1531,0.4231,178.32,0.170043,30.1851,59.9083,177.09,0.15472,1.1386,22.88,14.85,89.78,3023.647,8531.18,2061.72,-0.388163,31,0
13-04-2016,269.364,407014,574,820864,65757947600,148,104521.13,233881,1.67E+11,0.00143902,41,2.05152,1274942.211,9.75538,6554693976,3.38,1.54,1593239.19,3749.415641,15425350,1459178369,3433926.457,14.64759319,424.93,50.6112,122025957,14.63036161,20998.19,49.4156405,632,6216.88,1580,0.4225,179.53,0.222619,30.3077,60.0544,178.92,0.15445,1.1274,22.25,13.84,87.89,3066.638,8652.08,2082.42,-0.388823,32,0
