Date,Annual Hash Growth,Block Height,Block Interval,Block Size,Blockchain Size,Daily Blocks,Chain Value Density,Daily Transactions,Difficulty,Fee Percentage,Fee Rate,Two-Week Hash Growth,Hash Rate,Inflation Rate,Market Capitalization,Metcalfe's Law - TX,Metcalfe's Law - UTXO,Miner Revenue Value,Miner Revenue,Money Supply,Output Value,Output Volume,Price Volatility,Bitcoin Core (BTC) Price,Quarterly Hash Growth,Total Transactions,Transaction Amount,Fees Value,Transaction Fees,Transaction Size,Transaction Value,Transactions per Block,Avg. UTXO Amount,Avg. UTXO Value,Velocity - Daily,Velocity - Quarterly,Velocity of Money,DIA.US.Index,CNYUSD.Curncy,EURUSD.Curncy,GDX.US.Equity,VIX.Index,VVIX.Index,SHCOMP.Index,TWSE.Index,SPX.Index,ADS_Index,Google trends,Sentiment Score
01-01-2015,2884.59,336865,567,265887,28565224287,152,159365.58,75981,40640955017,0.00118685,28,11.1225,311368.2408,12.0154,4341424519,8.56,2.77,1210245.95,3811.198077,13671625,299608345.2,943499.7487,36.42073908,317.55,28.9469,55480699,12.57691244,3555.95,11.19807656,579,3993.8,500,0.8583,272.55,0.0690124,6.02809,19.2134,177.88,0.16109,1.2104,18.38,19.2,113.08,3234.678,9307.26,2058.9,-0.213298,50,0
02-01-2015,2963.58,337030,525,190803,28596706708,165,158210.17,60342,40640955017,0.00170835,26,14.734,314716.1956,12.0185,4314699125,10.94,2.75,1304023.68,4133.19709,13675750,151381901.4,479815.8522,36.19727967,315.5,28.7583,55541041,8.73664611,2586.18,8.19708968,543,2756.41,366,0.8578,270.64,0.0350858,6.00811,19.2044,177.94,0.16112,1.2002,18.94,17.79,112.55,3234.678,9307.26,2058.2,-0.228104,51,0
03-01-2015,2988.86,337195,525,275957,28642239694,165,157515.51,83215,40640955017,0.00165245,27,17.282,319745.3945,12.0154,4302594285,7.68,2.73,1301276.11,4137.339774,13679875,234866080.6,746744.5016,36.1430623,314.52,28.2332,55624256,10.31920416,3881.11,12.33977385,573,3245.6,504,0.8558,269.17,0.054588,6.01388,19.1989,177.94,0.16112,1.2002,18.94,17.79,112.55,3234.678,9307.26,2058.2,-0.228104,56,0
04-01-2015,2980.75,337357,526,292996,28689705013,162,143937.95,81566,40640955017,0.00131521,25,20.548,323908.7622,12.0162,3938233615,7.18,2.49,1168953.49,4061.686915,13683925,255734231.8,888583.1542,46.20180148,287.8,25.0871,55705822,12.90732982,3363.49,11.68691488,658,3714.73,503,0.8526,245.38,0.0649371,6.00944,19.1947,177.94,0.16112,1.2002,18.94,17.79,112.55,3234.678,9307.26,2058.2,-0.228104,69,0
05-01-2015,2852.2,337529,498,274680,28736949981,172,134006.87,82941,40640955017,0.00202953,46,22.8029,326194.7089,12.0071,3672550768,6.58,2.31,1159478.11,4321.573277,13688225,285189334.9,1062949.441,50.42746696,268.3,23.1601,55788763,14.79609078,5788.11,21.57327749,590,3969.79,482,0.8507,228.24,0.0776559,6.00162,19.2191,174.84,0.16072,1.1933,19.44,19.92,121.87,3350.519,9274.11,2020.58,-0.267953,67,0
06-01-2015,2735.28,337685,552,362893,28793561346,156,135990.41,95877,40640955017,0.00140204,28,19.7942,325263.9259,11.9964,3734253251,5.71,2.35,1068010.62,3915.999765,13692125,311229651,1141163.975,51.2054622,272.73,25.0162,55884640,14.17979969,4363.62,15.99976518,615,3867.26,615,0.8505,231.96,0.0833457,6.02266,19.2301,173.39,0.16088,1.189,20.47,21.12,118.45,3351.446,9048.34,2002.61,-0.279667,74,0.2023
07-01-2015,2684.6,337843,546,317792,28843772452,158,141050.69,89006,40640955017,0.00109445,26,19.4956,326129.7571,11.9882,3879961087,6.43,2.44,1122681.43,3963.01114,13696075,336779310.1,1188814.678,53.84287022,283.29,26.6672,55973646,17.88096065,3685.93,13.0111396,608,5065.5,563,0.8508,241.02,0.0868006,6.04136,19.2385,175.59,0.16099,1.1839,20.09,19.31,107.69,3373.954,9080.09,2025.9,-0.290595,54,0
08-01-2015,2603.11,337983,604,345553,28892149891,140,145593.74,92709,40640955017,0.0010457,28,15.268,322666.4323,11.9727,4011646547,6.36,2.52,1028803.07,3513.311706,13699575,372766512,1272979.244,55.41846104,292.83,23.9644,56066355,16.87449903,3898.07,13.31170565,569,4941.36,662,0.851,249.2,0.092922,6.06241,19.2584,178.76,0.16099,1.1793,19.79,17.01,98.44,3293.456,9238.03,2062.14,-0.30074,60,0
09-01-2015,2405.26,338130,583,393142,28949941750,147,141649.34,105758,40640955017,0.00115034,28,10.2128,317471.445,11.9553,3910770518,5.37,2.46,1053380.74,3691.021888,13703250,397486869.3,1392784.853,54.91972425,285.39,20.7665,56172113,14.98813884,4572.49,16.02188773,613,4277.46,719,0.8505,242.72,0.10164,6.0906,19.2988,177.22,0.16101,1.1842,20.71,17.55,103.77,3285.412,9215.58,2044.81,-0.310106,56,0
10-01-2015,2298.74,338270,616,400166,29005965059,140,142705.13,100537,40640955017,0.00119828,27,6.15895,310256.1849,11.9412,3947544000,5.73,2.48,1012358.36,3515.133208,13706750,363715000.2,1262899.306,55.09999047,288,18.978,56272650,16.15821497,4358.36,15.13320827,622,4653.57,718,0.8491,244.54,0.0921381,6.1386,19.342,177.22,0.16101,1.1842,20.71,17.55,103.77,3285.412,9215.58,2044.81,-0.310106,54,0
11-01-2015,2144.65,338417,577,402864,29065186137,147,137743.7,106489,40640955017,0.00159099,26,2.90179,305927.0288,11.9232,3818079154,5.2,2.38,1027705.54,3690.410574,13710425,269736123.8,968601.4212,55.7135606,278.48,19.5228,56379139,9.27643281,4291.54,15.4105739,602,2583.3,724,0.8444,235.15,0.0706482,6.17272,19.3668,177.22,0.16101,1.1842,20.71,17.55,103.77,3285.412,9215.58,2044.81,-0.310106,50,0
12-01-2015,2086.03,338572,549,332664,29116749014,155,132688.62,89906,40640955017,0.00107275,26,-2.16046,301020.652,11.9076,3684483838,6.03,2.29,1044598.98,3888.182006,13714300,330127329.5,1228792.263,56.37829045,268.66,18.1142,56469045,14.20815547,3541.48,13.18200571,599,3817.16,580,0.842,226.21,0.0896003,6.20451,19.4196,176.24,0.16118,1.1834,21.49,19.6,109.04,3229.316,9178.3,2028.26,-0.33426,47,0
13-01-2015,2038.51,338714,603,395134,29172858009,142,131969.7,100893,43971662056,0.00320334,59,-2.38207,300338.819,11.898,3671582553,5.3,2.28,959021.03,3583.116123,13717850,276687924,1033767.696,56.40363705,267.65,17.9265,56569938,10.82192749,8863.53,33.11612285,582,2896.49,711,0.842,225.36,0.0753617,6.21249,19.4605,175.98,0.16142,1.1773,20.55,20.56,109.22,3235.301,9231.8,2023.03,-0.341946,64,0
14-01-2015,1955.83,338841,681,458298,29231061880,127,115622.77,98367,43971662056,0.000853294,26,-5.14718,294395.8156,11.8869,3223205983,4.78,2,749390.14,3190.115973,13721025,416135783.5,1771469.003,70.23867474,234.91,14.6527,56668305,19.56683828,3550.89,15.11597283,650,4596.45,775,0.8428,197.98,0.129107,6.25377,19.5457,174.06,0.16142,1.1789,20.31,21.48,113.5,3222.437,9180.23,2011.27,-0.349572,100,0.6249
15-01-2015,1933.87,338986,586,428812,29293239682,145,91664.01,107138,43971662056,0.000639628,25,-3.88598,299268.539,11.8745,2560745197,3.46,1.59,679267.38,3640.6227,13724650,455712826.6,2442452.71,103.246824,186.58,16.5504,56775443,26.21085415,2914.88,15.62269978,670,4890.42,739,0.843,157.29,0.177962,6.35333,19.6655,173.06,0.16167,1.1633,21.48,22.39,117.07,3336.455,9165.09,1992.67,-0.35714,84,0
16-01-2015,1929.31,339137,567,419382,29356566335,151,101131.92,119812,43971662056,0.000673331,27,-3.40676,303994.5695,11.8631,2831350372,3.39,1.75,782086.33,3792.117571,13728425,524304392.7,2542205.163,111.0571165,206.24,19.8999,56895255,21.21228776,3530.33,17.11757064,583,4374.82,793,0.8419,173.63,0.185179,6.47144,19.8004,174.67,0.16114,1.1567,22.16,20.95,111.32,3376.495,9138.29,2019.42,-0.364651,70,0
17-01-2015,1942.79,339276,615,396044,29411616437,139,102280.22,104881,43971662056,0.000745034,26,-3.98807,306993.7131,11.8568,2868868548,3.97,1.77,729041.4,3489.572083,13731900,408622718.7,1955881.288,111.4040428,208.92,18.7543,57000136,20.12302047,3044.4,14.57208331,570,4204.1,755,0.8403,175.56,0.142434,6.56858,19.895,174.67,0.16114,1.1567,22.16,20.95,111.32,3376.495,9138.29,2019.42,-0.364651,57,0
18-01-2015,1934.25,339414,626,383297,29464511442,138,98377.97,88554,43971662056,0.00121095,25,-5.01636,307660.3206,11.8452,2764376541,4.59,1.7,696993.46,3463.149462,13735350,218541187,1085864.986,111.5858513,201.26,20.7538,57088690,12.77800403,2646.46,13.14946231,650,2571.7,642,0.8354,168.13,0.0790572,6.61261,19.938,174.67,0.16114,1.1567,22.16,20.95,111.32,3376.495,9138.29,2019.42,-0.364651,54,0
19-01-2015,1945.9,339567,556,322728,29513888879,153,101857.77,83918,43971662056,0.0014141,28,-4.74953,310701.9944,11.8379,2866953647,5.05,1.75,801067.11,3838.918457,13739175,205383355.5,984249.559,112.7384387,208.67,24.1274,57172608,11.78832217,2904.36,13.91845739,621,2459.87,548,0.833,173.82,0.0716392,6.62207,19.9786,174.67,0.16075,1.1606,22.16,20.95,111.32,3116.35,9174.06,2019.42,-0.388268,50,0
20-01-2015,1906.36,339711,594,406057,29572361153,144,104134.08,99152,43971662056,0.00142145,25,-4.28495,311326.521,11.8228,2936831018,4.31,1.79,772410.92,3614.463834,13742775,217445840,1017528.498,112.1956407,213.7,21.8361,57271760,11.40207528,3090.92,14.46383358,709,2436.62,689,0.8328,177.97,0.074042,6.65241,20.0057,174.9,0.16085,1.155,22.94,19.89,108.4,3173.052,9251.69,2022.55,-0.398369,53,0
21-01-2015,1881.76,339829,726,462435,29626928424,118,102490.5,100300,43971662056,0.00102634,27,-5.4008,308516.1512,11.8091,2895811886,4.2,1.77,624559.04,2964.63209,13745725,300341083.2,1425647.141,112.1955131,210.67,19.804,57372060,15.80696514,3082.54,14.63209011,595,3330.05,850,0.8321,175.3,0.103717,6.69234,20.0489,175.35,0.16108,1.161,22.54,18.85,98.62,3323.611,9319.71,2032.12,-0.409821,60,0
22-01-2015,1876.87,339978,574,335909,29676978910,149,108320.83,93417,43971662056,0.000920627,26,-3.99832,309765.2045,11.7957,3065714867,4.8,1.87,833421.05,3737.816967,13749450,310416082.7,1392187.661,114.2132681,222.97,19.4541,57465477,17.30533612,2857.8,12.81696748,572,3858.57,627,0.8321,185.53,0.101255,6.71291,20.0997,177.92,0.16118,1.1366,22.42,16.4,93.25,3343.343,9369.51,2063.15,-0.422629,51,0
23-01-2015,1857.69,340113,627,407537,29731996424,135,112982.67,95623,43971662056,0.0011275,25,-4.00113,304768.9915,11.783,3203583056,4.89,1.95,789369.52,3388.724636,13752825,283546852.6,1217252.737,115.563797,232.94,15.1579,57561100,12.9616723,3197.02,13.72463626,646,3019.29,708,0.8329,194.02,0.0885103,6.74117,20.1477,176.41,0.16047,1.1204,21.74,16.66,96.33,3351.764,9470.94,2051.82,-0.436797,52,0
24-01-2015,1709.85,340237,696,397331,29781265521,124,112041.4,94202,43971662056,0.00134531,28,-3.2783,300085.0419,11.7652,3182158130,4.94,1.94,720349.53,3113.947724,13755925,239831353.6,1036749.897,115.4318239,231.33,13.885,57655302,11.60008172,3226.53,13.94772383,576,2683.45,760,0.8322,192.51,0.0753685,6.75646,20.182,176.41,0.16047,1.1204,21.74,16.66,96.33,3351.764,9470.94,2051.82,-0.436797,52,0
25-01-2015,1649.34,340363,684,361301,29826789495,126,117632.78,80759,43971662056,0.000947048,24,-3.13446,296337.8821,11.7534,3346069449,6.14,2.04,768759.03,3161.145733,13759075,286205540.3,1176880.383,117.3581205,243.19,12.9412,57736061,12.92448616,2710.53,11.14573254,617,3143.11,641,0.832,202.33,0.0855357,6.77703,20.2073,176.41,0.16047,1.1204,21.74,16.66,96.33,3351.764,9470.94,2051.82,-0.436797,56,0
26-01-2015,1575.92,340488,678,453766,29883510252,125,121676.02,85954,43971662056,0.00141721,23,-4.46021,287594.5094,11.7443,3467661534,5.94,2.09,790743.33,3138.24395,13762200,235464173.6,934492.8902,117.9526648,251.97,6.92792,57822015,11.66396608,3337.08,13.24394967,776,2938.97,688,0.8256,208.03,0.0679038,6.76473,20.2387,176.5,0.15994,1.1238,22.15,15.52,91.94,3383.182,9477.67,2057.09,-0.485023,78,0
27-01-2015,1522.98,340615,683,495645,29946457134,127,133960.86,108022,43971662056,0.000752128,25,-6.01081,282286.0331,11.7306,3825810674,5.11,2.31,886880.18,3191.019984,13765375,591973459.5,2129937.249,123.4817241,277.93,6.04441,57930037,20.98052247,4452.43,16.0199841,661,5831.12,851,0.8262,229.63,0.154733,6.85693,20.3596,173.59,0.16025,1.1381,22.88,17.22,96.11,3352.96,9521.59,2029.55,-0.499722,63,0
28-01-2015,1534.99,340764,583,380240,30003112966,149,126477.74,99414,41272873895,0.00122406,25,-1.79529,289110.5578,11.7259,3618932553,5.29,2.18,982718.43,3738.988807,13769100,300364773.8,1142810.082,124.7766227,262.83,8.57227,58029451,11.49313638,3676.68,13.98880719,636,3020.74,667,0.8266,217.26,0.0829992,6.87976,20.3704,171.72,0.1601,1.1287,21.97,20.44,108.68,3305.738,9510.92,2002.16,-0.513329,61,0
29-01-2015,1550.41,340928,524,272951,30047876905,164,115123.18,85251,41272873895,0.00123736,26,-2.8794,290651.3892,11.7247,3298956864,5.7,1.99,984809.29,4111.595247,13773200,224449485.9,937080.3517,128.3920311,239.52,7.19628,58114702,9.3171066,2777.29,11.59524688,548,2231.63,520,0.8274,198.18,0.0680373,6.89456,20.3873,173.9,0.16003,1.132,21.59,18.76,100.7,3262.305,9426.9,2021.25,-0.525847,58,0
30-01-2015,1538.16,341092,526,289398,30095338205,164,111169.23,92448,41272873895,0.00125996,26,-2.44434,296563.907,11.7181,3190684907,5.04,1.92,952414.31,4112.501888,13777300,229790462.5,992229.6408,128.6797535,231.59,6.46687,58207150,11.43142996,2895.31,12.50188755,537,2647.4,564,0.8265,191.41,0.0720201,6.87176,20.4181,171.45,0.15989,1.1291,22.29,20.97,108.99,3210.363,9361.91,1994.99,-0.537279,51,0
31-01-2015,1554.82,341230,621,309094,30137993128,138,110243.78,79874,41272873895,0.00124397,26,-2.83489,298290.7743,11.7044,3168607848,5.87,1.91,795787.26,3460.997977,13780750,203279383.3,884092.4773,128.2152421,229.93,6.69527,58287024,10.19436477,2528.76,10.99797737,562,2343.99,579,0.8256,189.83,0.064155,6.87928,20.4389,171.45,0.15989,1.1291,22.29,20.97,108.99,3210.363,9361.91,1994.99,-0.537279,47,0
01-02-2015,1571.79,341396,520,313585,30190048209,166,105351.66,86797,41272873895,0.00158316,24,-0.0196525,307599.8577,11.6953,3033229396,5.13,1.82,915933.55,4162.577484,13784900,174809444.7,794443.9408,128.7233487,220.04,7.08842,58373821,8.80094487,2767.55,12.57748445,628,1936.56,523,0.8216,180.78,0.0576324,6.89965,20.4615,171.45,0.15989,1.1291,22.29,20.97,108.99,3210.363,9361.91,1994.99,-0.537279,50,0
02-02-2015,1558.8,341551,555,299110,30236410333,155,107027.22,78312,41272873895,0.00151657,24,1.06054,313997.127,11.6846,3086203621,5.84,1.84,869792.89,3886.126753,13788775,164210040.4,733670.094,129.0898986,223.82,8.35159,58452133,10.11167022,2490.39,11.12675333,596,2263.19,505,0.8195,183.42,0.0532086,6.87321,20.4751,173.27,0.15978,1.1341,22.45,19.43,106.74,3128.3,9386.99,2020.85,-0.565183,47,0
03-02-2015,1585.78,341710,544,312260,30286059717,159,112417.24,87349,41272873895,0.00123601,26,3.08864,320942.2615,11.6759,3246951278,5.45,1.94,938735.67,3987.662676,13792750,241170047.5,1024468.151,127.7071659,235.41,8.45287,58539482,12.7543759,2980.92,12.66267626,594,3002.51,549,0.8197,192.97,0.0742768,6.86161,20.5092,176.33,0.15974,1.1481,21.87,17.33,101.03,3204.907,9448.73,2050.03,-0.57247,52,0
04-02-2015,1527.93,341837,677,403597,30337316565,127,110145.5,91505,41272873895,0.00101434,25,1.93765,314494.1064,11.6627,3186720716,5.09,1.9,736403.53,3188.032097,13795925,296769607.7,1284772.534,125.7383167,230.99,6.56151,58630987,13.82872861,3010.28,13.03209706,608,3194.3,721,0.8195,189.3,0.0931279,6.88453,20.5621,176.53,0.16006,1.1345,22.27,18.33,103.74,3174.126,9513.92,2041.51,-0.578767,48,0
05-02-2015,1459.06,341996,543,304819,30385782807,159,107825.18,89049,41272873895,0.00104101,25,1.05351,313028.6167,11.6569,3124573358,5.14,1.86,902809.54,3987.322425,13799900,268009142.9,1183681.401,125.6001604,226.42,6.11243,58720036,12.77707212,2790.04,12.32242544,561,2892.98,560,0.8189,185.42,0.0857755,6.91239,20.5857,178.55,0.15996,1.1477,22.58,16.85,98.56,3136.531,9512.05,2062.52,-0.584076,52,0
06-02-2015,1403.39,342155,538,301973,30433796480,159,103862.23,87707,41272873895,0.000977738,26,2.22927,311563.1269,11.648,3014490223,5.04,1.79,870734.89,3987.246511,13803875,273525949,1252522.891,124.9778068,218.38,7.75504,58807743,13.12746812,2674.39,12.24651138,557,2866.78,552,0.8195,178.96,0.0907379,6.94175,20.6082,178.09,0.16014,1.1316,21.33,17.29,101.69,3075.907,9456.18,2055.47,-0.5884,51,0
07-02-2015,1457.13,342332,489,258793,30479602832,177,105098.01,84886,41272873895,0.00124713,25,7.63414,322993.9472,11.6488,3054948292,5.29,1.81,981552.3,4436.595099,13808300,205694241.1,929733.507,124.3265086,221.24,10.7897,58892629,10.65113112,2565.3,11.59509943,553,2356.46,480,0.8174,180.84,0.0673323,6.9654,20.6257,178.09,0.16014,1.1316,21.33,17.29,101.69,3075.907,9456.18,2055.47,-0.5884,63,0
08-02-2015,1414.85,342491,544,285232,30524954761,159,108094.09,85927,41272873895,0.00185222,26,8.30281,320942.2615,11.6398,3146712491,5.37,1.87,908272.94,3986.800712,13812275,145144461.5,637101.4901,124.8943411,227.82,9.12164,58978556,7.57915406,2688.44,11.80071189,536,1726.68,540,0.8174,186.22,0.0461266,6.97025,20.6012,178.09,0.16014,1.1316,21.33,17.29,101.69,3075.907,9456.18,2055.47,-0.5884,59,0
09-02-2015,1406.41,342623,650,409999,30579074654,132,106284.67,83439,41272873895,0.0018688,22,9.25139,314201.0085,11.6354,3099524251,5.46,1.82,743013.67,3311.850527,13815575,142263627.6,634114.676,124.7761224,224.35,7.50405,59061995,7.49279887,2658.67,11.85052659,829,1681.01,632,0.8107,181.88,0.0458994,6.94619,20.6028,177.09,0.15999,1.1325,21.69,18.55,104.19,3095.124,9421.5,2046.74,-0.596781,63,0
10-02-2015,1420.53,342784,538,369962,30638638460,161,104160.34,105056,44455415962,0.00171172,25,12.8026,318425.92,11.6327,3043490508,4.17,1.79,889721.06,4039.963041,13819600,192510944.3,874135.8773,124.5020188,220.23,10.8917,59167051,8.73657959,3295.31,14.96304105,602,1924.06,653,0.8111,178.63,0.0632544,6.95785,20.6246,178.51,0.16025,1.1321,21.28,17.23,97.33,3141.593,9393.7,2068.59,-0.599803,61,0
11-02-2015,1432.54,342928,598,390984,30694940195,144,103377.77,102246,44455415962,0.0017111,25,12.989,326663.0886,11.6248,3026174944,4.27,1.78,791217.79,3614.18686,13823200,181504894.1,829092.3355,124.0895117,218.92,12.7663,59269297,8.61361821,3105.79,14.18685974,586,1885.69,710,0.811,177.54,0.0599793,6.93024,20.6213,178.7,0.16017,1.1336,20.86,16.96,98.73,3157.704,9462.22,2068.53,-0.603159,51,0
12-02-2015,1434.52,343086,544,353265,30750756117,158,103544.94,98718,44455415962,0.0016672,26,13.5177,329940.904,11.6166,3036580412,4.45,1.78,870685.03,3964.687545,13827150,193466463.2,880954.7069,124.1343787,219.61,14.9018,59368015,9.23290572,3225.53,14.68754513,591,2027.64,625,0.8108,178.06,0.063713,6.87818,20.6295,179.840125,0.1601,1.1403,21.15,15.34,93.24,3173.416,9496.31,2088.48,-0.606851,57,0
13-02-2015,1397.69,343205,697,423162,30801112409,119,103864.02,88377,44455415962,0.00169966,25,8.2082,320906.4712,11.6005,3050925575,5.05,1.78,659078.21,2987.661885,13830125,164336790.7,744953.7202,115.8308097,220.6,11.3195,59456392,8.32296708,2793.21,12.66188486,602,1836.05,743,0.8074,178.11,0.0538655,6.86084,20.6349,180.34,0.16014,1.1394,21.26,14.69,92.74,3203.827,9529.51,2096.99,-0.610879,49,0
14-02-2015,1326.08,343351,584,512476,30875933853,146,109310.26,113935,44455415962,0.0017077,23,5.64193,315120.1394,11.587,3218704429,4.04,1.86,853334.25,3667.573192,13833775,239426111.9,1029037.314,83.11500125,232.67,10.7165,59570327,9.64306205,4088.75,17.57319217,732,2243.65,780,0.7986,185.81,0.0743871,6.8766,20.6564,180.34,0.16014,1.1394,21.26,14.69,92.74,3203.827,9529.51,2096.99,-0.610879,52,0
15-02-2015,1337.71,343511,527,418558,30942903183,160,117813.19,100639,44455415962,0.00207115,23,3.7157,319029.3521,11.5772,3476602591,4.99,2.01,1008809.3,4015.321202,13837775,185849141.4,739727.5172,80.17540961,251.24,12.0899,59670966,7.43191626,3849.3,15.32120238,730,1867.19,629,0.7995,200.87,0.0534582,6.87495,20.6516,180.34,0.16014,1.1394,21.26,14.69,92.74,3203.827,9529.51,2096.99,-0.610879,52,0
16-02-2015,1254.79,343651,619,462761,31007689702,140,113215.68,82240,44455415962,0.00189556,21,3.35707,324538.2363,11.5616,3347927597,5.98,1.92,849809.86,3513.35316,13841275,170387674.4,704430.6037,81.6207229,241.88,14.3645,59753206,9.23684232,3229.86,13.35316022,974,2234.21,587,0.7941,192.08,0.0508944,6.86446,20.6282,180.34,0.16002,1.1355,21.26,14.69,92.74,3222.363,9529.51,2096.99,-0.62355,53,0
17-02-2015,1219.73,343808,532,404780,31071240164,157,109848.26,103609,44455415962,0.00210653,24,0.726978,323275.4416,11.5583,3255006520,4.52,1.86,926329.54,3940.151156,13845200,169091278.6,719231.2999,81.09722424,235.1,10.8748,59856815,6.98135889,3562.04,15.15115571,651,1641.32,660,0.7922,186.25,0.0519492,6.84311,20.6292,180.57,0.15975,1.1411,20.57,15.8,92.95,3246.906,9529.51,2100.34,-0.626041,54,0
18-02-2015,1196.04,343957,567,451624,31138532199,149,112648.36,104223,44455415962,0.00200607,24,3.29412,324853.935,11.5517,3345207834,4.62,1.9,903673.21,3741.143487,13848925,194378975,804715.2762,80.72130635,241.55,11.7959,59961038,7.9792807,3899.46,16.14348698,676,1927.4,699,0.7883,190.41,0.0581079,6.82851,20.6458,180.47,0.15984,1.1397,21.04,15.45,89.38,3246.906,9529.51,2099.68,-0.627426,50,0
19-02-2015,1150.91,344124,513,352799,31197449695,167,110458.06,104124,44455415962,0.00175363,25,4.68539,327695.223,11.5404,3286370913,4.54,1.86,993921.39,4189.695175,13853100,198792358.8,837973.1012,80.80568429,237.23,13.2751,60065162,8.1917546,3486.14,14.69517531,570,1943.33,623,0.7883,187.01,0.060491,6.81497,20.6645,180.09,0.15988,1.1368,20.54,15.29,87.6,3246.906,9529.51,2097.45,-0.627705,55,0
20-02-2015,1177.32,344290,518,315134,31249761939,166,111329.13,93881,44455415962,0.00191383,26,9.94018,342533.0607,11.5341,3317841368,5.13,1.88,996868.63,4163.507638,13857250,168984410.6,705777.9332,80.57102957,239.43,21.3254,60159043,7.63163769,3234.13,13.50763762,579,1827.24,566,0.7882,188.72,0.050933,6.7696,20.6751,181.14,0.15988,1.1381,20.45,14.3,85.78,3246.906,9529.51,2110.3,-0.626878,89,0
21-02-2015,1200.05,344448,547,384270,31310476610,158,112922.83,99386,44455415962,0.00190263,25,7.22227,346321.4447,11.5318,3371875512,4.9,1.91,964578.39,3965.215788,13861200,194536915.5,799707.7838,78.45383089,243.26,20.659,60258429,7.31495337,3701.39,15.21578848,672,1779.44,629,0.7895,192.05,0.0576951,6.76918,20.687,181.14,0.15988,1.1381,20.45,14.3,85.78,3246.906,9529.51,2110.3,-0.626878,56,0
22-02-2015,1154.27,344590,607,403625,31367791418,142,113301.54,88320,44455415962,0.0021385,23,6.13712,340638.8686,11.52,3389376785,5.6,1.92,871006.52,3562.98177,13864750,148396079.8,607036.2421,77.06660028,244.46,19.3226,60346749,7.67479563,3173.52,12.98177024,775,1876.18,622,0.7873,192.46,0.0437836,6.7668,20.6887,181.14,0.15988,1.1381,20.45,14.3,85.78,3246.906,9529.51,2110.3,-0.626878,53,0
23-02-2015,1204.68,344741,565,357737,31421809692,151,109962.71,84779,46684376317,0.0026492,23,10.2803,346501.7162,11.5127,3295161540,5.69,1.86,899889.07,3787.411929,13868525,111316568.6,468504.0764,77.72997161,237.6,20.7122,60431528,5.52823018,2949.07,12.41192904,696,1313.51,561,0.7851,186.54,0.0337827,6.74052,20.6885,180.92,0.15982,1.1335,20.54,14.56,86.13,3246.906,9529.51,2109.66,-0.618088,52,0
24-02-2015,1157.43,344883,604,413581,31480538263,142,109660.91,104654,46684376317,0.00170299,25,8.03578,344013.9383,11.4984,3292259560,4.52,1.85,846044.84,3564.845738,13872075,206887265.4,871728.2495,75.68347683,237.33,22.5331,60536182,8.07547394,3523.34,14.84573761,584,1916.55,737,0.7844,186.16,0.0628416,6.73436,20.7163,181.91,0.15987,1.134,20.42,13.69,82.65,3246.906,9629.37,2115.48,-0.613488,49,0
25-02-2015,1143.84,345012,665,428245,31535781845,129,109803.36,103282,46684376317,0.00201785,26,4.00376,339741.8915,11.4883,3302321400,4.6,1.86,770932.57,3239.212489,13875300,167629142.1,704324.1264,74.56213736,238,21.5069,60639464,6.71226127,3382.57,14.21248871,561,1597.52,801,0.7845,186.71,0.050762,6.70688,20.7061,181.96,0.15975,1.1361,20.79,13.84,86.57,3228.843,9699.54,2113.86,-0.608105,47,0
26-02-2015,1160.21,345171,544,348569,31591204308,159,109158.42,103414,46684376317,0.00183236,27,2.96786,339733.0954,11.479,3288694211,4.57,1.85,945419.31,3989.952778,13879275,193357267.9,816025.6085,65.25811961,236.95,21.1318,60742878,7.87833282,3543.06,14.95277841,573,1866.77,650,0.7847,185.93,0.0587956,6.69293,20.6812,182.01,0.15979,1.1198,20.96,13.91,86.93,3298.358,9622.1,2110.74,-0.601938,45,0
27-02-2015,1139.05,345321,576,366383,31646161743,150,108487.68,101372,46684376317,0.00120499,26,5.03255,337056.2499,11.467,3274172616,4.65,1.84,887746.87,3764.191287,13883025,277748070.1,1177697.041,62.65892995,235.84,17.6562,60844250,10.61584431,3346.87,14.19128681,579,2503.64,676,0.7847,185.06,0.084831,6.67887,20.7101,181.19,0.15958,1.1196,21.28,13.34,85.23,3310.303,9622.1,2104.5,-0.594985,48,-0.8236
28-02-2015,1074.99,345473,562,385426,31704746555,152,115118.81,103737,46684376317,0.00098603,25,7.1236,337568.0489,11.4571,3480732686,4.82,1.96,956142.49,3814.651859,13886825,372448204.4,1485929.401,57.86233282,250.65,17.4828,60947987,13.97368037,3672.49,14.6518585,682,3502.5,682,0.7851,196.79,0.107004,6.71353,20.7694,181.19,0.15958,1.1196,21.28,13.34,85.23,3310.303,9622.1,2104.5,-0.594985,44,0.087
01-03-2015,1086.88,345615,599,437200,31766828970,142,116234.52,88113,46684376317,0.00215627,22,6.51551,339815.7511,11.4533,3521348966,5.82,1.97,903343.95,3563.346429,13890375,156908850.5,618945.4086,56.53249227,253.51,16.1821,61036100,7.39006511,3383.45,13.3464288,1053,1873.46,621,0.7837,198.68,0.0445603,6.68433,20.7655,181.19,0.15958,1.1196,21.28,13.34,85.23,3310.303,9622.1,2104.5,-0.594985,48,0.5719
