Date,Sentiment
05-06-2012,0
05-06-2012,0
05-06-2012,0
05-06-2012,0
05-06-2012,0
05-06-2012,0
05-06-2012,0
06-06-2012,-0.6908
07-06-2012,-0.5994
07-06-2012,-0.5719
11-06-2012,0.2023
12-06-2012,0
16-06-2012,-0.6597
16-06-2012,0.2732
18-06-2012,0
21-06-2012,0
23-06-2012,0.5106
29-06-2012,0
03-07-2012,0
04-07-2012,0.5106
09-07-2012,0
09-07-2012,0
09-07-2012,0
10-07-2012,0.2023
12-07-2012,0.4588
12-07-2012,0.5574
15-07-2012,0
15-07-2012,0
15-07-2012,0
15-07-2012,0
15-07-2012,0
15-07-2012,0
15-07-2012,0
18-07-2012,0
18-07-2012,0
18-07-2012,0
19-07-2012,0
20-07-2012,0
20-07-2012,0.8176
27-07-2012,0
27-07-2012,0
30-07-2012,0.5859
07-08-2012,0.4019
14-08-2012,0
14-08-2012,0.4939
18-08-2012,0.2023
18-08-2012,0.2023
20-08-2012,0
03-09-2012,0.5574
04-09-2012,0.1779
04-09-2012,0.1779
04-09-2012,0.1779
04-09-2012,-0.0294
05-09-2012,0.7964
05-09-2012,0.4019
08-09-2012,0
09-09-2012,0
14-09-2012,0.7964
21-09-2012,0
22-09-2012,0.6369
23-09-2012,0.3612
23-09-2012,0.3612
23-09-2012,0
12-10-2012,0
13-10-2012,0
13-10-2012,0
18-10-2012,0.6249
18-10-2012,0.2263
21-10-2012,0.7964
21-10-2012,0.7964
25-10-2012,0.6369
30-10-2012,0.765
02-11-2012,0
04-11-2012,0.2732
04-11-2012,0.8834
04-11-2012,0.8834
07-11-2012,0
08-11-2012,0
13-11-2012,0
13-11-2012,0
13-11-2012,0
13-11-2012,0
13-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,0
17-11-2012,-0.2732
18-11-2012,0
18-11-2012,0
18-11-2012,0
19-11-2012,0
19-11-2012,0
22-11-2012,0
26-11-2012,0
28-11-2012,-0.2732
28-11-2012,0
28-11-2012,0
29-11-2012,0.7096
04-12-2012,0
06-12-2012,0
07-12-2012,0
09-12-2012,0.3182
13-12-2012,0
14-12-2012,-0.1531
18-12-2012,0
24-12-2012,0
26-12-2012,0
26-12-2012,0
26-12-2012,0
26-12-2012,0
26-12-2012,0
26-12-2012,0
26-12-2012,0
28-12-2012,0
29-12-2012,0.6705
31-12-2012,0
31-12-2012,0.296
31-12-2012,0
31-12-2012,0.4767
31-12-2012,0.4767
31-12-2012,0.4767
31-12-2012,0.4767
31-12-2012,0.4767
31-12-2012,0.4767
31-12-2012,0.3182
31-12-2012,0.2551
31-12-2012,0.3182
01-01-2013,0.6369
02-01-2013,0
02-01-2013,0.9249
03-01-2013,0.6369
04-01-2013,0.8658
05-01-2013,0
05-01-2013,0
06-01-2013,0
16-01-2013,0.5574
21-01-2013,0.2023
21-01-2013,0.2023
21-01-2013,0.2023
21-01-2013,0.2023
23-01-2013,0
26-01-2013,0
29-01-2013,0.1779
29-01-2013,-0.2716
08-02-2013,0
09-02-2013,0.4902
10-02-2013,0
10-02-2013,0
13-02-2013,0.8074
13-02-2013,0.836
13-02-2013,0
13-02-2013,0
13-02-2013,0.7964
13-02-2013,0.7964
13-02-2013,0.7964
13-02-2013,0.6597
13-02-2013,0.7964
13-02-2013,0.7845
15-02-2013,0.5719
15-02-2013,-0.5423
16-02-2013,0
16-02-2013,0
16-02-2013,0
16-02-2013,0
16-02-2013,0.5106
16-02-2013,0.0516
16-02-2013,0.4767
16-02-2013,0.5106
16-02-2013,0
16-02-2013,0
16-02-2013,0
16-02-2013,0.886
23-02-2013,0
23-02-2013,0
23-02-2013,0
24-02-2013,0
25-02-2013,0
