,ADS_Index
21/03/1900,1.57721
21/03/1900,1.58242
21/03/1900,1.58526
21/03/1900,1.58573
21/03/1900,1.58383
21/03/1900,1.57956
21/03/1900,1.57292
21/03/1900,1.5639
21/03/1900,1.55251
21/03/1900,1.53874
21/03/1900,1.52259
21/03/1900,1.50404
21/03/1900,1.48311
21/03/1900,1.45977
21/03/1900,1.43402
21/03/1900,1.40586
21/03/1900,1.37528
21/03/1900,1.34226
21/03/1900,1.30679
21/03/1900,1.26888
21/03/1900,1.22849
21/03/1900,1.18563
21/03/1900,1.14028
21/03/1900,1.09242
21/03/1900,1.04204
21/03/1900,0.989121
21/03/1900,0.938704
21/03/1900,0.89077
21/03/1900,0.845305
21/03/1900,0.802294
21/03/1900,0.761724
21/03/1900,0.723583
21/03/1900,0.68786
21/03/1900,0.654543
21/03/1900,0.623623
21/03/1900,0.595089
21/03/1900,0.568933
21/03/1900,0.545148
21/03/1900,0.523725
21/03/1900,0.504658
21/03/1900,0.487942
21/03/1900,0.473572
21/03/1900,0.461542
21/03/1900,0.45185
21/03/1900,0.444492
21/03/1900,0.439467
21/03/1900,0.436772
21/03/1900,0.436406
21/03/1900,0.438371
21/03/1900,0.442665
21/03/1900,0.449292
21/03/1900,0.458251
21/03/1900,0.469548
21/03/1900,0.483183
21/03/1900,0.499163
21/03/1900,0.517492
21/03/1900,0.535307
21/03/1900,0.552614
21/03/1900,0.569417
21/03/1900,0.585723
21/03/1900,0.601536
21/03/1900,0.616861
21/03/1900,0.631702
21/03/1900,0.646065
21/03/1900,0.659953
21/03/1900,0.673371
21/03/1900,0.686323
21/03/1900,0.698813
21/03/1900,0.710844
21/03/1900,0.722421
21/03/1900,0.733547
21/03/1900,0.744225
21/03/1900,0.754458
21/03/1900,0.76425
21/03/1900,0.773603
21/03/1900,0.782522
21/03/1900,0.791007
21/03/1900,0.799062
21/03/1900,0.806689
21/03/1900,0.813891
21/03/1900,0.82067
21/03/1900,0.827027
21/03/1900,0.832966
21/03/1900,0.838486
21/03/1900,0.843592
21/03/1900,0.848283
21/03/1900,0.852561
21/03/1900,0.856159
21/03/1900,0.859079
21/03/1900,0.86132
21/03/1900,0.862884
21/03/1900,0.863772
21/03/1900,0.863983
21/03/1900,0.863517
21/03/1900,0.862374
21/03/1900,0.860555
21/03/1900,0.858058
21/03/1900,0.854883
21/03/1900,0.851028
21/03/1900,0.846493
21/03/1900,0.841277
21/03/1900,0.835376
21/03/1900,0.828791
21/03/1900,0.821518
21/03/1900,0.813556
21/03/1900,0.804902
21/03/1900,0.795553
21/03/1900,0.785507
21/03/1900,0.774761
21/03/1900,0.763311
21/03/1900,0.751153
21/03/1900,0.738285
21/03/1900,0.724701
21/03/1900,0.710399
21/03/1900,0.695374
21/03/1900,0.67962
21/03/1900,0.663134
21/03/1900,0.646977
21/03/1900,0.631144
21/03/1900,0.615632
21/03/1900,0.600435
21/03/1900,0.585548
21/03/1900,0.570967
21/03/1900,0.556688
21/03/1900,0.542705
21/03/1900,0.529016
21/03/1900,0.515615
21/03/1900,0.502498
21/03/1900,0.489663
21/03/1900,0.477103
21/03/1900,0.464817
21/03/1900,0.4528
21/03/1900,0.441048
21/03/1900,0.429558
21/03/1900,0.418326
21/03/1900,0.407349
21/03/1900,0.396623
21/03/1900,0.386146
21/03/1900,0.375913
21/03/1900,0.365923
21/03/1900,0.356172
21/03/1900,0.346656
21/03/1900,0.337373
21/03/1900,0.328321
21/03/1900,0.319495
21/03/1900,0.310895
21/03/1900,0.302517
21/03/1900,0.294358
21/03/1900,0.286878
21/03/1900,0.280076
21/03/1900,0.273949
21/03/1900,0.268496
21/03/1900,0.263714
21/03/1900,0.259602
21/03/1900,0.256159
21/03/1900,0.253384
21/03/1900,0.251276
21/03/1900,0.249835
21/03/1900,0.24906
21/03/1900,0.24895
21/03/1900,0.249506
21/03/1900,0.250728
21/03/1900,0.252616
21/03/1900,0.255171
21/03/1900,0.258393
21/03/1900,0.262284
21/03/1900,0.266845
21/03/1900,0.272077
21/03/1900,0.277982
21/03/1900,0.284561
21/03/1900,0.291817
21/03/1900,0.299752
21/03/1900,0.308368
21/03/1900,0.317668
21/03/1900,0.327654
21/03/1900,0.33833
21/03/1900,0.349699
21/03/1900,0.361765
21/03/1900,0.374531
21/03/1900,0.387027
21/03/1900,0.399258
21/03/1900,0.411227
21/03/1900,0.422939
21/03/1900,0.434395
21/03/1900,0.445601
21/03/1900,0.456559
21/03/1900,0.467273
21/03/1900,0.477746
21/03/1900,0.487981
21/03/1900,0.497981
21/03/1900,0.50775
21/03/1900,0.51729
21/03/1900,0.526604
21/03/1900,0.535696
21/03/1900,0.544568
21/03/1900,0.553222
21/03/1900,0.561661
21/03/1900,0.569888
21/03/1900,0.577906
21/03/1900,0.585716
21/03/1900,0.593322
21/03/1900,0.600725
21/03/1900,0.607928
21/03/1900,0.614933
21/03/1900,0.621742
21/03/1900,0.628357
21/03/1900,0.63478
21/03/1900,0.641014
21/03/1900,0.647059
21/03/1900,0.651717
21/03/1900,0.654987
21/03/1900,0.656871
21/03/1900,0.65737
21/03/1900,0.656484
21/03/1900,0.654213
21/03/1900,0.650555
21/03/1900,0.64551
21/03/1900,0.639076
21/03/1900,0.631251
21/03/1900,0.622034
21/03/1900,0.61142
21/03/1900,0.599407
21/03/1900,0.585991
21/03/1900,0.571168
21/03/1900,0.554934
21/03/1900,0.537283
21/03/1900,0.51821
21/03/1900,0.49771
21/03/1900,0.475776
21/03/1900,0.452401
21/03/1900,0.427578
21/03/1900,0.4013
21/03/1900,0.373559
21/03/1900,0.344345
21/03/1900,0.313652
21/03/1900,0.281467
21/03/1900,0.247783
21/03/1900,0.212589
21/03/1900,0.175874
21/03/1900,0.137626
21/03/1900,0.101205
21/03/1900,0.0666
21/03/1900,0.0337995
21/03/1900,0.00279379
21/03/1900,-0.0264265
21/03/1900,-0.0538703
21/03/1900,-0.079546
21/03/1900,-0.103461
21/03/1900,-0.125624
21/03/1900,-0.14604
21/03/1900,-0.164717
21/03/1900,-0.181659
21/03/1900,-0.196872
21/03/1900,-0.21036
21/03/1900,-0.222128
21/03/1900,-0.23218
21/03/1900,-0.240518
21/03/1900,-0.247144
21/03/1900,-0.252062
21/03/1900,-0.255272
21/03/1900,-0.256775
21/03/1900,-0.256573
21/03/1900,-0.254664
21/03/1900,-0.251048
21/03/1900,-0.245724
21/03/1900,-0.238691
21/03/1900,-0.229946
21/03/1900,-0.219487
21/03/1900,-0.20731
21/03/1900,-0.193412
21/03/1900,-0.17941
21/03/1900,-0.165301
21/03/1900,-0.151078
21/03/1900,-0.13674
21/03/1900,-0.12228
21/03/1900,-0.107695
21/03/1900,-0.0929793
21/03/1900,-0.0781297
21/03/1900,-0.0631412
21/03/1900,-0.0480091
21/03/1900,-0.0327289
21/03/1900,-0.017296
21/03/1900,-0.00170546
21/03/1900,0.0140473
21/03/1900,0.0299671
21/03/1900,0.0460589
21/03/1900,0.0623275
21/03/1900,0.078778
21/03/1900,0.0954153
21/03/1900,0.112244
21/03/1900,0.129271
21/03/1900,0.146499
21/03/1900,0.163935
21/03/1900,0.181584
21/03/1900,0.199451
21/03/1900,0.217542
21/03/1900,0.235862
21/03/1900,0.254417
21/03/1900,0.273212
21/03/1900,0.292253
21/03/1900,0.311547
21/03/1900,0.328386
21/03/1900,0.342777
21/03/1900,0.354723
21/03/1900,0.364229
21/03/1900,0.371296
21/03/1900,0.375928
21/03/1900,0.378125
21/03/1900,0.37771
21/03/1900,0.374681
21/03/1900,0.369038
21/03/1900,0.360779
21/03/1900,0.349901
21/03/1900,0.336402
21/03/1900,0.320276
21/03/1900,0.301995
21/03/1900,0.281552
21/03/1900,0.258941
21/03/1900,0.234156
21/03/1900,0.207188
21/03/1900,0.178029
21/03/1900,0.146672
21/03/1900,0.112066
21/03/1900,0.0742031
21/03/1900,0.0330704
21/03/1900,-0.0113444
21/03/1900,-0.0590548
21/03/1900,-0.110075
21/03/1900,-0.164422
21/03/1900,-0.22106
21/03/1900,-0.280007
21/03/1900,-0.341281
21/03/1900,-0.399295
21/03/1900,-0.454066
21/03/1900,-0.505612
21/03/1900,-0.553948
21/03/1900,-0.599069
21/03/1900,-0.640989
21/03/1900,-0.679722
21/03/1900,-0.715279
21/03/1900,-0.74767
21/03/1900,-0.776906
21/03/1900,-0.802996
21/03/1900,-0.826532
21/03/1900,-0.847521
21/03/1900,-0.86597
21/03/1900,-0.881883
21/03/1900,-0.895267
21/03/1900,-0.906125
21/03/1900,-0.91446
21/03/1900,-0.919704
21/03/1900,-0.921857
21/03/1900,-0.92092
21/03/1900,-0.916893
21/03/1900,-0.909776
21/03/1900,-0.899565
21/03/1900,-0.886257
21/03/1900,-0.867371
21/03/1900,-0.8429
21/03/1900,-0.812837
21/03/1900,-0.78044
21/03/1900,-0.745697
21/03/1900,-0.708599
21/03/1900,-0.669134
21/03/1900,-0.633269
21/03/1900,-0.600993
21/03/1900,-0.572296
21/03/1900,-0.54717
21/03/1900,-0.525607
21/03/1900,-0.507601
21/03/1900,-0.493145
21/03/1900,-0.479062
21/03/1900,-0.465349
21/03/1900,-0.452001
21/03/1900,-0.439013
21/03/1900,-0.426382
21/03/1900,-0.414105
21/03/1900,-0.402176
21/03/1900,-0.390667
21/03/1900,-0.379573
21/03/1900,-0.368892
21/03/1900,-0.358619
21/03/1900,-0.348753
21/03/1900,-0.339289
21/03/1900,-0.330225
21/03/1900,-0.321103
21/03/1900,-0.311919
21/03/1900,-0.30267
21/03/1900,-0.293355
21/03/1900,-0.283969
21/03/1900,-0.274511
21/03/1900,-0.265397
21/03/1900,-0.257225
21/03/1900,-0.249993
21/03/1900,-0.243698
21/03/1900,-0.238339
21/03/1900,-0.233913
21/03/1900,-0.230419
21/03/1900,-0.227857
21/03/1900,-0.224266
21/03/1900,-0.219645
21/03/1900,-0.213992
21/03/1900,-0.207306
21/03/1900,-0.199584
21/03/1900,-0.190825
21/03/1900,-0.181025
21/03/1900,-0.174395
21/03/1900,-0.170931
21/03/1900,-0.170634
21/03/1900,-0.173502
21/03/1900,-0.179537
21/03/1900,-0.188741
21/03/1900,-0.201116
21/03/1900,-0.213898
21/03/1900,-0.227089
21/03/1900,-0.240695
21/03/1900,-0.25472
21/03/1900,-0.269167
21/03/1900,-0.284041
21/03/1900,-0.299348
21/03/1900,-0.315579
21/03/1900,-0.330547
21/03/1900,-0.344258
21/03/1900,-0.356716
21/03/1900,-0.367923
21/03/1900,-0.377885
21/03/1900,-0.386603
21/03/1900,-0.395069
21/03/1900,-0.403287
21/03/1900,-0.411257
21/03/1900,-0.418984
21/03/1900,-0.426468
21/03/1900,-0.433713
21/03/1900,-0.44072
21/03/1900,-0.446549
21/03/1900,-0.451201
21/03/1900,-0.454677
21/03/1900,-0.456979
21/03/1900,-0.458107
21/03/1900,-0.458061
21/03/1900,-0.456842
21/03/1900,-0.454494
21/03/1900,-0.451016
21/03/1900,-0.446407
21/03/1900,-0.440666
21/03/1900,-0.433792
21/03/1900,-0.425781
21/03/1900,-0.416631
21/03/1900,-0.405355
21/03/1900,-0.39195
21/03/1900,-0.37641
21/03/1900,-0.358731
21/03/1900,-0.340973
21/03/1900,-0.32313
21/03/1900,-0.305197
21/03/1900,-0.288462
21/03/1900,-0.272921
21/03/1900,-0.258568
21/03/1900,-0.245401
21/03/1900,-0.233414
21/03/1900,-0.222604
21/03/1900,-0.212967
21/03/1900,-0.204684
21/03/1900,-0.197753
21/03/1900,-0.19217
21/03/1900,-0.187935
21/03/1900,-0.185047
21/03/1900,-0.183503
21/03/1900,-0.183304
21/03/1900,-0.184112
21/03/1900,-0.185927
21/03/1900,-0.18875
21/03/1900,-0.192581
21/03/1900,-0.197421
21/03/1900,-0.203272
21/03/1900,-0.210137
21/03/1900,-0.218163
21/03/1900,-0.227355
21/03/1900,-0.237714
21/03/1900,-0.249244
21/03/1900,-0.261948
21/03/1900,-0.27583
21/03/1900,-0.287831
21/03/1900,-0.296191
21/03/1900,-0.300915
21/03/1900,-0.302003
21/03/1900,-0.299455
21/03/1900,-0.293271
21/03/1900,-0.283448
21/03/1900,-0.269985
21/03/1900,-0.25416
21/03/1900,-0.235969
21/03/1900,-0.215406
21/03/1900,-0.192465
21/03/1900,-0.167139
21/03/1900,-0.139419
21/03/1900,-0.109299
21/03/1900,-0.0768296
21/03/1900,-0.0420017
21/03/1900,-0.00480457
21/03/1900,0.0347732
21/03/1900,0.0767436
21/03/1900,0.12112
21/03/1900,0.167915
21/03/1900,0.215845
21/03/1900,0.264927
21/03/1900,0.315174
21/03/1900,0.366602
21/03/1900,0.419226
21/03/1900,0.473064
21/03/1900,0.52813
21/03/1900,0.586362
21/03/1900,0.647777
21/03/1900,0.705739
21/03/1900,0.760267
21/03/1900,0.811376
21/03/1900,0.859082
21/03/1900,0.903401
21/03/1900,0.943018
21/03/1900,0.977945
21/03/1900,1.00819
21/03/1900,1.03377
21/03/1900,1.05469
21/03/1900,1.07095
21/03/1900,1.08256
21/03/1900,1.09094
21/03/1900,1.09608
21/03/1900,1.09799
21/03/1900,1.09667
21/03/1900,1.09211
21/03/1900,1.08432
21/03/1900,1.0733
21/03/1900,1.05837
21/03/1900,1.03954
21/03/1900,1.0168
21/03/1900,0.990147
21/03/1900,0.959566
21/03/1900,0.925049
21/03/1900,0.886588
21/03/1900,0.844446
21/03/1900,0.798611
21/03/1900,0.749068
21/03/1900,0.695802
21/03/1900,0.638798
21/03/1900,0.58415
21/03/1900,0.531844
21/03/1900,0.482182
21/03/1900,0.43515
21/03/1900,0.390733
21/03/1900,0.348917
21/03/1900,0.309691
21/03/1900,0.273041
21/03/1900,0.238957
21/03/1900,0.206347
21/03/1900,0.175202
21/03/1900,0.145511
21/03/1900,0.117265
21/03/1900,0.0904565
21/03/1900,0.0650766
21/03/1900,0.0411176
21/03/1900,0.0185372
21/03/1900,-0.00267167
21/03/1900,-0.0225154
21/03/1900,-0.0410001
21/03/1900,-0.0581315
21/03/1900,-0.0739146
21/03/1900,-0.0883544
21/03/1900,-0.101215
21/03/1900,-0.1125
21/03/1900,-0.122214
21/03/1900,-0.130358
21/03/1900,-0.136936
21/03/1900,-0.14195
21/03/1900,-0.145401
21/03/1900,-0.145365
21/03/1900,-0.141843
21/03/1900,-0.134832
21/03/1900,-0.124333
21/03/1900,-0.11034
21/03/1900,-0.0928493
21/03/1900,-0.0718564
21/03/1900,-0.049617
21/03/1900,-0.0261243
21/03/1900,-0.00137123
21/03/1900,0.0246498
21/03/1900,0.0519468
21/03/1900,0.0805281
21/03/1900,0.110402
21/03/1900,0.143442
21/03/1900,0.179658
21/03/1900,0.219061
21/03/1900,0.261662
21/03/1900,0.307475
21/03/1900,0.356515
21/03/1900,0.408795
21/03/1900,0.462929
21/03/1900,0.518934
21/03/1900,0.576827
21/03/1900,0.636626
21/03/1900,0.698348
21/03/1900,0.762013
21/03/1900,0.827641
21/03/1900,0.896665
21/03/1900,0.969108
21/03/1900,1.04499
21/03/1900,1.11804
21/03/1900,1.18828
21/03/1900,1.25574
21/03/1900,1.32042
21/03/1900,1.38141
21/03/1900,1.43871
21/03/1900,1.49236
21/03/1900,1.54236
21/03/1900,1.58873
21/03/1900,1.63149
21/03/1900,1.67064
21/03/1900,1.70586
21/03/1900,1.73718
21/03/1900,1.76459
21/03/1900,1.7881
21/03/1900,1.80773
21/03/1900,1.82348
21/03/1900,1.83534
21/03/1900,1.84373
21/03/1900,1.84863
21/03/1900,1.85005
21/03/1900,1.84799
21/03/1900,1.84245
21/03/1900,1.83344
21/03/1900,1.82093
21/03/1900,1.80545
21/03/1900,1.787
21/03/1900,1.76556
21/03/1900,1.74113
21/03/1900,1.7137
21/03/1900,1.68536
21/03/1900,1.65611
21/03/1900,1.62679
21/03/1900,1.59742
21/03/1900,1.56797
21/03/1900,1.53844
21/03/1900,1.50882
21/03/1900,1.47911
21/03/1900,1.44928
21/03/1900,1.41747
21/03/1900,1.38367
21/03/1900,1.34787
21/03/1900,1.31006
21/03/1900,1.27022
21/03/1900,1.22835
21/03/1900,1.18443
21/03/1900,1.13981
21/03/1900,1.09448
21/03/1900,1.04843
21/03/1900,1.00164
21/03/1900,0.954098
21/03/1900,0.905788
21/03/1900,0.856695
21/03/1900,0.805982
21/03/1900,0.753631
21/03/1900,0.699628
21/03/1900,0.643956
21/03/1900,0.586598
21/03/1900,0.527536
21/03/1900,0.466753
22/03/1900,0.404576
22/03/1900,0.346207
22/03/1900,0.291628
22/03/1900,0.240821
22/03/1900,0.19377
22/03/1900,0.150463
22/03/1900,0.110885
22/03/1900,0.0747309
22/03/1900,0.0419898
22/03/1900,0.0126516
22/03/1900,-0.0132927
22/03/1900,-0.0358508
22/03/1900,-0.0550299
22/03/1900,-0.0708356
22/03/1900,-0.083331
22/03/1900,-0.0925199
22/03/1900,-0.0984051
22/03/1900,-0.100988
22/03/1900,-0.100271
22/03/1900,-0.0962514
22/03/1900,-0.0889297
22/03/1900,-0.0792783
22/03/1900,-0.0672941
22/03/1900,-0.0529736
22/03/1900,-0.0363123
22/03/1900,-0.0173052
22/03/1900,0.00405352
22/03/1900,0.0277704
22/03/1900,0.0569159
22/03/1900,0.0914991
22/03/1900,0.13153
22/03/1900,0.177022
22/03/1900,0.222481
22/03/1900,0.267921
22/03/1900,0.313357
22/03/1900,0.355336
22/03/1900,0.393873
22/03/1900,0.428979
22/03/1900,0.460664
22/03/1900,0.488939
22/03/1900,0.513811
22/03/1900,0.535289
22/03/1900,0.554244
22/03/1900,0.570681
22/03/1900,0.584605
22/03/1900,0.596021
22/03/1900,0.604932
22/03/1900,0.61134
22/03/1900,0.615249
22/03/1900,0.617133
22/03/1900,0.616993
22/03/1900,0.61483
22/03/1900,0.610642
22/03/1900,0.604429
22/03/1900,0.596188
22/03/1900,0.585918
22/03/1900,0.573601
22/03/1900,0.559234
22/03/1900,0.542814
22/03/1900,0.524334
22/03/1900,0.50379
22/03/1900,0.483961
22/03/1900,0.464841
22/03/1900,0.447164
22/03/1900,0.430922
22/03/1900,0.416112
22/03/1900,0.402728
22/03/1900,0.390767
22/03/1900,0.380225
22/03/1900,0.371099
22/03/1900,0.362149
22/03/1900,0.353372
22/03/1900,0.344767
22/03/1900,0.336329
22/03/1900,0.328058
22/03/1900,0.319949
22/03/1900,0.312002
22/03/1900,0.305256
22/03/1900,0.29971
22/03/1900,0.295363
22/03/1900,0.292212
22/03/1900,0.290258
22/03/1900,0.289498
22/03/1900,0.289934
22/03/1900,0.290777
22/03/1900,0.292028
22/03/1900,0.293686
22/03/1900,0.295752
22/03/1900,0.298227
22/03/1900,0.301111
22/03/1900,0.304406
22/03/1900,0.308417
22/03/1900,0.312482
22/03/1900,0.316603
22/03/1900,0.320783
22/03/1900,0.325021
22/03/1900,0.329319
22/03/1900,0.333678
22/03/1900,0.337257
22/03/1900,0.340055
22/03/1900,0.342075
22/03/1900,0.343315
22/03/1900,0.343778
22/03/1900,0.343462
22/03/1900,0.342368
22/03/1900,0.341894
22/03/1900,0.342039
22/03/1900,0.342804
22/03/1900,0.344188
22/03/1900,0.346192
22/03/1900,0.348818
22/03/1900,0.352064
22/03/1900,0.358447
22/03/1900,0.367967
22/03/1900,0.380628
22/03/1900,0.396434
22/03/1900,0.415388
22/03/1900,0.437498
22/03/1900,0.46277
22/03/1900,0.486423
22/03/1900,0.508465
22/03/1900,0.528901
22/03/1900,0.547311
22/03/1900,0.563701
22/03/1900,0.578075
22/03/1900,0.590437
22/03/1900,0.60195
22/03/1900,0.612617
22/03/1900,0.62244
22/03/1900,0.631424
22/03/1900,0.639571
22/03/1900,0.646882
22/03/1900,0.653361
22/03/1900,0.659887
22/03/1900,0.66646
22/03/1900,0.673084
22/03/1900,0.67976
22/03/1900,0.686489
22/03/1900,0.693276
22/03/1900,0.70012
22/03/1900,0.706592
22/03/1900,0.712693
22/03/1900,0.718426
22/03/1900,0.723792
22/03/1900,0.728792
22/03/1900,0.733429
22/03/1900,0.737703
22/03/1900,0.742058
22/03/1900,0.746497
22/03/1900,0.751019
22/03/1900,0.755627
22/03/1900,0.760322
22/03/1900,0.765106
22/03/1900,0.769423
22/03/1900,0.772752
22/03/1900,0.775092
22/03/1900,0.776445
22/03/1900,0.776811
22/03/1900,0.77619
22/03/1900,0.774582
22/03/1900,0.771987
22/03/1900,0.768792
22/03/1900,0.764998
22/03/1900,0.760603
22/03/1900,0.755605
22/03/1900,0.750004
22/03/1900,0.743796
22/03/1900,0.736982
22/03/1900,0.729242
22/03/1900,0.720576
22/03/1900,0.71098
22/03/1900,0.700452
22/03/1900,0.688987
22/03/1900,0.676584
22/03/1900,0.663237
22/03/1900,0.64937
22/03/1900,0.63498
22/03/1900,0.620061
22/03/1900,0.604609
22/03/1900,0.588619
22/03/1900,0.572087
22/03/1900,0.555007
22/03/1900,0.538035
22/03/1900,0.52197
22/03/1900,0.506806
22/03/1900,0.492539
22/03/1900,0.479166
22/03/1900,0.46668
22/03/1900,0.45508
22/03/1900,0.442239
22/03/1900,0.428154
22/03/1900,0.41282
22/03/1900,0.396233
22/03/1900,0.378388
22/03/1900,0.359279
22/03/1900,0.3389
22/03/1900,0.31817
22/03/1900,0.297084
22/03/1900,0.275635
22/03/1900,0.253815
22/03/1900,0.231619
22/03/1900,0.20904
22/03/1900,0.186071
22/03/1900,0.164058
22/03/1900,0.142995
22/03/1900,0.122874
22/03/1900,0.10369
22/03/1900,0.0854366
22/03/1900,0.0681089
22/03/1900,0.0517012
22/03/1900,0.0351585
22/03/1900,0.0184758
22/03/1900,0.00164787
22/03/1900,-0.0153303
22/03/1900,-0.0309086
22/03/1900,-0.0450918
22/03/1900,-0.0578842
22/03/1900,-0.0688092
22/03/1900,-0.07787
22/03/1900,-0.0850695
22/03/1900,-0.0904098
22/03/1900,-0.0938925
22/03/1900,-0.0955188
22/03/1900,-0.0952892
22/03/1900,-0.0948801
22/03/1900,-0.0942916
22/03/1900,-0.0935234
22/03/1900,-0.0925754
22/03/1900,-0.0914471
22/03/1900,-0.0901383
22/03/1900,-0.0886486
22/03/1900,-0.0858078
22/03/1900,-0.0816152
22/03/1900,-0.0760694
22/03/1900,-0.0691688
22/03/1900,-0.0609112
22/03/1900,-0.0512941
22/03/1900,-0.0403146
22/03/1900,-0.0282258
22/03/1900,-0.0150241
22/03/1900,-0.000705345
22/03/1900,0.0147347
22/03/1900,0.0313009
22/03/1900,0.0489982
22/03/1900,0.067832
22/03/1900,0.0862174
22/03/1900,0.10416
22/03/1900,0.121665
22/03/1900,0.138738
22/03/1900,0.155385
22/03/1900,0.17161
22/03/1900,0.187417
22/03/1900,0.203051
22/03/1900,0.218515
22/03/1900,0.233815
22/03/1900,0.248954
22/03/1900,0.263938
22/03/1900,0.278771
22/03/1900,0.293457
22/03/1900,0.307577
22/03/1900,0.321134
22/03/1900,0.334133
22/03/1900,0.346578
22/03/1900,0.358472
22/03/1900,0.369819
22/03/1900,0.380623
22/03/1900,0.39098
22/03/1900,0.400893
22/03/1900,0.410365
22/03/1900,0.419399
22/03/1900,0.427997
22/03/1900,0.436164
22/03/1900,0.4439
22/03/1900,0.451123
22/03/1900,0.457836
22/03/1900,0.46476
22/03/1900,0.471897
22/03/1900,0.479249
22/03/1900,0.486819
22/03/1900,0.494608
22/03/1900,0.502843
22/03/1900,0.511527
22/03/1900,0.520662
22/03/1900,0.530251
22/03/1900,0.540298
22/03/1900,0.550804
22/03/1900,0.561774
22/03/1900,0.5734
22/03/1900,0.585685
22/03/1900,0.598632
22/03/1900,0.612247
22/03/1900,0.626533
22/03/1900,0.641494
22/03/1900,0.657135
22/03/1900,0.672857
22/03/1900,0.688666
22/03/1900,0.704565
22/03/1900,0.720559
22/03/1900,0.736655
22/03/1900,0.752856
22/03/1900,0.769167
22/03/1900,0.785952
22/03/1900,0.803216
22/03/1900,0.820965
22/03/1900,0.839203
22/03/1900,0.857936
22/03/1900,0.874752
22/03/1900,0.889655
22/03/1900,0.902794
22/03/1900,0.914173
22/03/1900,0.923796
22/03/1900,0.931665
22/03/1900,0.937783
22/03/1900,0.942153
22/03/1900,0.944774
22/03/1900,0.945966
22/03/1900,0.945727
22/03/1900,0.944058
22/03/1900,0.940959
22/03/1900,0.936428
22/03/1900,0.930465
22/03/1900,0.923067
22/03/1900,0.914148
22/03/1900,0.903707
22/03/1900,0.891739
22/03/1900,0.878241
22/03/1900,0.863208
22/03/1900,0.846637
22/03/1900,0.828523
22/03/1900,0.806892
22/03/1900,0.78174
22/03/1900,0.753057
22/03/1900,0.720835
22/03/1900,0.685065
22/03/1900,0.645736
22/03/1900,0.602835
22/03/1900,0.56235
22/03/1900,0.52427
22/03/1900,0.488583
22/03/1900,0.455277
22/03/1900,0.424342
22/03/1900,0.39577
22/03/1900,0.369551
22/03/1900,0.344843
22/03/1900,0.321638
22/03/1900,0.299929
22/03/1900,0.27971
22/03/1900,0.260974
22/03/1900,0.243716
22/03/1900,0.22793
22/03/1900,0.213162
22/03/1900,0.199407
22/03/1900,0.186661
22/03/1900,0.174921
22/03/1900,0.164182
22/03/1900,0.154441
22/03/1900,0.145695
22/03/1900,0.139446
22/03/1900,0.13569
22/03/1900,0.134427
22/03/1900,0.135656
22/03/1900,0.139378
22/03/1900,0.145593
22/03/1900,0.154305
22/03/1900,0.162712
22/03/1900,0.170817
22/03/1900,0.178624
22/03/1900,0.18534
22/03/1900,0.190968
22/03/1900,0.19551
22/03/1900,0.198968
22/03/1900,0.202815
22/03/1900,0.207053
22/03/1900,0.211684
22/03/1900,0.216709
22/03/1900,0.22213
22/03/1900,0.227947
22/03/1900,0.234164
22/03/1900,0.240788
22/03/1900,0.247821
22/03/1900,0.255266
22/03/1900,0.263125
22/03/1900,0.2714
22/03/1900,0.280094
22/03/1900,0.28921
22/03/1900,0.298759
22/03/1900,0.308744
22/03/1900,0.319169
22/03/1900,0.330036
22/03/1900,0.34135
22/03/1900,0.353112
22/03/1900,0.365328
22/03/1900,0.378413
22/03/1900,0.392371
22/03/1900,0.407208
22/03/1900,0.422926
22/03/1900,0.439531
22/03/1900,0.457029
22/03/1900,0.474394
22/03/1900,0.490947
22/03/1900,0.506692
22/03/1900,0.521635
22/03/1900,0.535779
22/03/1900,0.549131
22/03/1900,0.561692
22/03/1900,0.573468
22/03/1900,0.584508
22/03/1900,0.594817
22/03/1900,0.604396
22/03/1900,0.61325
22/03/1900,0.62138
22/03/1900,0.628789
22/03/1900,0.63548
22/03/1900,0.641677
22/03/1900,0.64738
22/03/1900,0.652593
22/03/1900,0.657316
22/03/1900,0.661552
22/03/1900,0.665301
22/03/1900,0.668564
22/03/1900,0.671746
22/03/1900,0.674849
22/03/1900,0.677873
22/03/1900,0.680819
22/03/1900,0.683688
22/03/1900,0.686481
22/03/1900,0.688836
22/03/1900,0.689923
22/03/1900,0.68974
22/03/1900,0.688288
22/03/1900,0.685567
22/03/1900,0.681576
22/03/1900,0.676313
22/03/1900,0.669777
22/03/1900,0.662304
22/03/1900,0.653891
22/03/1900,0.644535
22/03/1900,0.634234
22/03/1900,0.622985
22/03/1900,0.610784
22/03/1900,0.597627
22/03/1900,0.58323
22/03/1900,0.567587
22/03/1900,0.550694
22/03/1900,0.532546
22/03/1900,0.513138
22/03/1900,0.492463
22/03/1900,0.470514
22/03/1900,0.447702
22/03/1900,0.42402
22/03/1900,0.39946
22/03/1900,0.374014
22/03/1900,0.347675
22/03/1900,0.320435
22/03/1900,0.292285
22/03/1900,0.263063
22/03/1900,0.23276
22/03/1900,0.203494
22/03/1900,0.175259
22/03/1900,0.148044
22/03/1900,0.121841
22/03/1900,0.0966435
22/03/1900,0.0728204
22/03/1900,0.0503649
22/03/1900,0.02927
22/03/1900,0.00952938
22/03/1900,-0.00886309
22/03/1900,-0.025913
