"Date","Hash Rate","Average Transaction Fees"
"2021-05-22","591.81029567","9.586897692545605"
"2021-05-21","592.28389924","19.371983546195104"
"2021-05-20","610.97949292","23.49989987974114"
"2021-05-19","601.04117361","53.448793323429506"
"2021-05-18","598.86246674","19.50056166110991"
"2021-05-17","583.56577362","20.277237937920525"
"2021-05-16","601.33712435","19.338681012648752"
"2021-05-15","583.08935831","22.245565352915975"
"2021-05-14","591.25717482","32.60770259491173"
"2021-05-13","589.01110849","38.249290639942494"
"2021-05-12","576.52929334","65.9460986449531"
"2021-05-11","575.69888958","68.29806719433053"
"2021-05-10","575.90845624","51.84192104104762"
"2021-05-09","576.39783778","27.704162822534663"
"2021-05-08","567.8605115","29.810515351201524"
"2021-05-07","553.89241209","14.468904401504224"
"2021-05-06","570.10566701","14.033719878597516"
"2021-05-05","557.79848389","12.949734063985712"
"2021-05-04","563.20951663","13.651388898944065"
"2021-05-03","547.76410227","14.203874911027619"
"2021-05-02","544.03453728","8.045457625916292"
"2021-05-01","545.67770939","10.141037417744755"
"2021-04-30","542.41825376","10.015281396131037"
"2021-04-29","544.58643431","11.997120545035793"
"2021-04-28","545.75144934","13.067070267715275"
"2021-04-27","533.76416906","11.040502587718056"
"2021-04-26","537.08753362","9.928586424720448"
"2021-04-25","534.19451859","8.559522517469667"
"2021-04-24","517.11741368","10.226946196508276"
"2021-04-23","514.73035113","17.61416239920098"
"2021-04-22","513.73913411","20.202930443015884"
"2021-04-21","517.42785482","22.485536831824597"
"2021-04-20","507.70983399","32.37437434431777"
"2021-04-19","488.51134247","22.616038884159035"
"2021-04-18","507.62730894","22.468278121622557"
"2021-04-17","499.80973283","18.849505052713628"
"2021-04-16","491.60603111","24.39662300426012"
"2021-04-15","513.49266402","16.59100282943474"
"2021-04-14","511.04272052","19.02612005183018"
"2021-04-13","512.91157886","16.002954086087946"
"2021-04-12","516.42576558","13.726727238714483"
"2021-04-11","489.6763015","11.414464929574489"
"2021-04-10","498.24735293","12.941329726037269"
"2021-04-09","491.754257","14.831304480381668"
"2021-04-08","495.23828243","15.558487027197586"
"2021-04-07","498.88470787","18.499481780261316"
"2021-04-06","485.31986605","19.37839699288702"
"2021-04-05","492.8833312","18.978754726276094"
"2021-04-04","483.42363867","15.368348083724316"
"2021-04-03","472.51462173","18.421147574659653"
"2021-04-02","469.77835637","22.967516774967404"
"2021-04-01","468.39945627","22.389902085123033"
"2021-03-31","460.94919808","23.80782487455623"
"2021-03-30","464.73297163","18.789889793004065"
"2021-03-29","465.36069058","16.955526938293108"
"2021-03-28","456.8606684","13.63260781234843"
"2021-03-27","453.05299075","13.112616586415104"
"2021-03-26","457.8712416","15.60737054896865"
"2021-03-25","446.99377994","17.127257126278458"
"2021-03-24","435.96084497","17.001489909935398"
"2021-03-23","438.25751763","16.81029250222095"
"2021-03-22","433.83155339","19.365431260018962"
"2021-03-21","437.12551252","16.00683555827412"
"2021-03-20","443.41544638","16.166582103201623"
"2021-03-19","433.08878609","17.677095207696205"
"2021-03-18","425.92958927","19.67551270093734"
"2021-03-17","430.27462401","22.16242708891128"
"2021-03-16","428.0423862","20.500631781521363"
"2021-03-15","419.39736655","20.42173562113261"
"2021-03-14","424.3435589","17.49334898369618"
"2021-03-13","416.56167914","19.3697271848988"
"2021-03-12","406.01973454","18.13963956099762"
"2021-03-11","410.04184477","15.108676256690567"
"2021-03-10","413.19591931","15.402110631533185"
"2021-03-09","408.20398785","16.076007359732092"
"2021-03-08","414.69534379","16.304072367643034"
"2021-03-07","413.71881057","15.240767448326501"
"2021-03-06","419.19281406","11.218516852916993"
"2021-03-05","406.7887091","13.9416658062155"
"2021-03-04","393.35136653","11.125347118352453"
"2021-03-03","390.21922623","13.065574971048767"
"2021-03-02","404.50981154","11.933769789057308"
"2021-03-01","402.19354337","12.222732414100879"
"2021-02-28","399.78778377","11.582139598151935"
"2021-02-27","400.64260867","11.465559679787917"
"2021-02-26","398.27026159","14.845028442106587"
"2021-02-25","396.04577815","15.88747698253388"
"2021-02-24","397.80849506","20.505000256276876"
"2021-02-23","389.5195393","38.03326917946225"
"2021-02-22","393.79219533","30.193939400116456"
"2021-02-21","376.44332108","17.775513871567448"
"2021-02-20","385.63647675","22.775454523765717"
"2021-02-19","390.9955527","22.151038478276142"
"2021-02-18","377.56549184","21.440956664571974"
"2021-02-17","386.37331265","20.3064565021412"
"2021-02-16","380.64221443","19.679013142031092"
"2021-02-15","380.10819866","21.071527839248123"
"2021-02-14","381.12508595","17.536128895590103"
"2021-02-13","370.9207678","21.099732379259574"
"2021-02-12","377.5389341","20.070555192262262"
"2021-02-11","369.09787868","19.11641414818204"
"2021-02-10","363.30355939","22.437435794437874"
"2021-02-09","361.14660378","24.482914201390752"
"2021-02-08","363.476337","22.57383691136512"
"2021-02-07","365.97835371","16.52299931634024"
"2021-02-06","353.87958645","19.29377937382613"
"2021-02-05","351.10251709","25.79546433065199"
"2021-02-04","350.26535737","23.08178817981229"
"2021-02-03","342.32680463","17.30316134015645"
"2021-02-02","346.37354967","16.113542138119932"
"2021-02-01","346.6046925","12.781864192970312"
"2021-01-31","341.82472789","10.857959734334923"
"2021-01-30","329.13450327","9.789119436769418"
"2021-01-29","331.54549206","11.655844016114957"
"2021-01-28","337.00542938","8.264867039002832"
"2021-01-27","342.21467102","8.444461922285743"
"2021-01-26","334.64095461","7.619469691919057"
"2021-01-25","334.48094959","9.459508646541805"
"2021-01-24","328.46416288","7.9389163685710376"
"2021-01-23","329.09237149","6.848436208063282"
"2021-01-22","321.73992008","10.844632162229331"
"2021-01-21","319.22183685","9.360698743364653"
"2021-01-20","325.20304347","7.5028306632756125"
"2021-01-19","316.70360384","8.809889815874207"
"2021-01-18","313.11891087","5.960115653029259"
"2021-01-17","309.41312267","5.341434458429239"
"2021-01-16","318.33597411","6.504167534390331"
"2021-01-15","313.02080852","7.061870266583538"
"2021-01-14","312.61845221","6.653077927690304"
"2021-01-13","312.07371192","5.379430139948709"
"2021-01-12","310.90847903","6.040351925188486"
"2021-01-11","307.71293418","16.70380659341833"
"2021-01-10","305.52889392","7.301200785226861"
"2021-01-09","298.73984832","7.5241323656871275"
"2021-01-08","302.33023725","10.593333860617944"
"2021-01-07","294.10535417","9.992339661508284"
"2021-01-06","293.76521286","9.144722532731722"
"2021-01-05","292.14770591","9.592524672281113"
"2021-01-04","291.35660991","16.25803930245695"
"2021-01-03","290.29336504","10.43870497594214"
"2021-01-02","294.23280443","5.305364062810434"
"2021-01-01","282.58949242","3.3363557849136445"
"2020-12-31","281.36748495","4.931014066011746"
"2020-12-30","278.02170104","5.499053587835144"
"2020-12-29","280.75428734","4.501397225816453"
"2020-12-28","289.037066","5.157690281508342"
"2020-12-27","275.00484262","4.420707664504891"
"2020-12-26","278.42205189","2.9030970076559197"
"2020-12-25","268.84057805","3.896522750597404"
"2020-12-24","275.9379285","3.573323105659581"
"2020-12-23","282.24510795","4.210175370937312"
"2020-12-22","276.05741972","2.8836728892239556"
"2020-12-21","276.80569449","3.300462792506254"
"2020-12-20","274.24863511","2.030175420873971"
"2020-12-19","269.42008856","2.7737607856014725"
"2020-12-18","272.90333489","3.0371150031406238"
"2020-12-17","271.28676723","5.279346017988729"
"2020-12-16","269.28169617","3.2343639320413766"
"2020-12-15","267.98998758","3.1598119919491237"
"2020-12-14","265.93253758","2.2432465975662543"
"2020-12-13","275.08386802","1.7163720438898635"
"2020-12-12","270.36022117","1.6174316241773825"
"2020-12-11","267.45531192","2.3475841096947123"
"2020-12-10","274.5947981","2.180410820786307"
"2020-12-09","277.747662","2.507231482819093"
"2020-12-08","273.03896433","2.335850033887345"
"2020-12-07","271.23585798","1.916750949484196"
"2020-12-06","275.49842036","1.5417219739554564"
"2020-12-05","271.83577592","1.5005948815862098"
"2020-12-04","271.39519665","1.9855434962694922"
"2020-12-03","274.12485568","1.9333834399962462"
"2020-12-02","262.36959659","1.7637558084513794"
"2020-12-01","278.58826337","3.2822565619411495"
"2020-11-30","274.97592699","3.1206649103190602"
"2020-11-29","272.50980956","1.1349931441134358"
"2020-11-28","264.7296573","1.2226900659413984"
"2020-11-27","264.17947875","1.464721718727893"
"2020-11-26","266.14541055","4.94606824099552"
"2020-11-25","266.38071542","2.1576241788301807"
"2020-11-24","267.13978331","3.4936851691617634"
"2020-11-23","255.47108376","2.914890349750872"
"2020-11-22","267.85670925","2.3886136709427506"
"2020-11-21","265.81210134","2.368358859566285"
"2020-11-20","262.03876882","2.234199722971775"
"2020-11-19","262.94938377","1.63078289101257"
"2020-11-18","255.29764643","2.7258525381163197"
"2020-11-17","257.83446929","2.422238733249513"
"2020-11-16","252.24402969","1.4805905919154423"
"2020-11-15","261.53086331","1.091852501754878"
"2020-11-14","253.89554599","1.21010084906974"
"2020-11-13","259.00859394","1.6935243430291498"
"2020-11-12","253.26671408","1.7584003060285116"
"2020-11-11","257.23844957","1.5884522850160696"
"2020-11-10","252.6086322","1.4732239045885798"
"2020-11-09","253.08562419","1.2328629418163888"
"2020-11-08","250.57368795","0.9549860423950067"
"2020-11-07","258.65249604","1.6500644652516485"
"2020-11-06","256.77604922","1.76018547994033"
"2020-11-05","249.02893918","1.390634309587538"
"2020-11-04","252.34510458","0.9792839892716524"
"2020-11-03","252.69929407","1.164507041765688"
"2020-11-02","246.65331693456648","1.459134519098884"
"2020-11-01","255.98133033822558","0.9088529349512187"
"2020-10-31","253.0692847879435","1.0617995827429272"
"2020-10-30","251.8763409866588","1.5946500934014591"
"2020-10-29","257.13338959598946","1.778775644328199"
"2020-10-28","252.161114425219","1.65500283628889"
"2020-10-27","249.47103949951187","1.1796303884392576"
"2020-10-26","243.2075086910853","1.60290539174393"
"2020-10-25","251.9477115989693","0.9887851412394624"
"2020-10-24","258.58222880728414","0.921005004611091"
"2020-10-23","253.54518665726889","1.59078976012553"
"2020-10-22","252.3512105013941","1.6907374974387526"
"2020-10-21","251.4135466181574","1.944174962256277"
"2020-10-20","252.04320175111","1.5118993246927745"
"2020-10-19","253.9720183508807","1.4054309840981698"
"2020-10-18","243.03767123836835","1.0418094238194568"
"2020-10-17","252.08340502748734","0.9067965796637217"
"2020-10-16","251.16530731650295","1.4964752798196737"
"2020-10-15","253.9438853859088","1.7594433538910124"
"2020-10-14","248.2699799534331","2.054508217126067"
"2020-10-13","252.65637650260393","1.929823498494716"
"2020-10-12","246.4604100278159","1.9576328016778404"
"2020-10-11","248.9964989147222","1.3351714291353716"
"2020-10-10","251.32471004132188","1.6102130457096777"
"2020-10-09","244.6840508295402","2.007435008699929"
"2020-10-08","240.71905279075696","2.0588355067178954"
"2020-10-07","247.6359695008338","2.0176003120358685"
"2020-10-06","254.35984485274375","2.610951776539626"
"2020-10-05","243.26676636556314","2.2226248533039263"
"2020-10-04","239.9958183136524","2.1088773101044485"
"2020-10-03","237.19204601426128","2.0151177628458385"
"2020-10-02","241.8719507610286","2.3546064617078795"
"2020-10-01","242.7533534366962","2.575975130135442"
"2020-09-30","242.09937172621372","2.951031889614299"
"2020-09-29","240.32884969341913","3.7265105870762496"
"2020-09-28","240.42054358349102","2.9783879811275775"
"2020-09-27","241.24051206281504","2.349414483563857"
"2020-09-26","241.82076562692146","2.2611459006923478"
"2020-09-25","235.44787823451009","2.6123763114366505"
"2020-09-24","236.04455941570885","2.72229765304338"
"2020-09-23","243.04360561618722","2.9759541072135245"
"2020-09-22","237.26965378995112","3.8594145188672715"
"2020-09-21","242.98879995015324","4.097219540555292"
"2020-09-20","240.7001708780312","3.4425053055439325"
"2020-09-19","236.94297489824018","4.784944565637906"
"2020-09-18","232.4474425804824","7.594861506145206"
"2020-09-17","241.10160074539638","11.84480290707463"
"2020-09-16","229.13030606199996","4.112465094456686"
"2020-09-15","235.558672964714","4.9263473397536135"
"2020-09-14","230.72550007306248","5.406037927122164"
"2020-09-13","234.5942256745953","3.2662571736322916"
"2020-09-12","234.80000044834924","3.065926736611245"
"2020-09-11","230.95981903552087","4.01594025500753"
"2020-09-10","222.08210521475962","4.554653555542614"
"2020-09-09","226.03667615313276","3.0906937261615077"
"2020-09-08","227.83893752336405","2.6216629351723655"
"2020-09-07","229.52987085631386","2.906306576523774"
