#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)",,,,,,
21/12/2016,199.16,0.14409,1.0424,1.14010989,#N/A,#N/A,#N/A,,,,,,
22/12/2016,198.97,0.14387,1.0437,1.154065934,#N/A,#N/A,#N/A,,,,,,
23/12/2016,199.05,0.14388,1.0456,1.216483516,#N/A,#N/A,#N/A,,,,,,
26/12/2016,199.05,0.14391,1.0455,1.216483516,#N/A,#N/A,#N/A,,,,,,
27/12/2016,199.21,0.14375,1.0457,1.260989011,#N/A,#N/A,#N/A,,,,,,
28/12/2016,198.08,0.14335,1.0413,1.318681319,#N/A,#N/A,#N/A,,,,,,
29/12/2016,197.99,0.14393,1.049,1.335164835,#N/A,#N/A,#N/A,,,,,,
30/12/2016,197.51,0.14388,1.0517,1.336813187,#N/A,#N/A,#N/A,,,,,,
02/01/2017,197.51,0.14376,1.0455,1.336813187,#N/A,#N/A,#N/A,,,,,,
03/01/2017,198.42,0.14385,1.0405,1.494505495,#N/A,#N/A,#N/A,,,,,,
04/01/2017,199.15,0.14504,1.0489,1.604395604,#N/A,#N/A,#N/A,,,,,,
05/01/2017,198.75,0.14547,1.0607,1.417582418,#N/A,#N/A,#N/A,,,,,,
06/01/2017,199.51,0.14424,1.0532,1.282967033,#N/A,#N/A,#N/A,,,,,,
09/01/2017,198.76,0.14416,1.0574,1.258791209,#N/A,#N/A,#N/A,,,,,,
10/01/2017,198.4,0.14435,1.0554,1.263736264,#N/A,#N/A,#N/A,,,,,,
11/01/2017,199.33,0.14471,1.0582,1.214285714,#N/A,#N/A,#N/A,,,,,,
12/01/2017,198.75,0.14515,1.0613,1.186813187,#N/A,#N/A,#N/A,,,,,,
13/01/2017,198.7,0.14506,1.0643,1.197692308,#N/A,#N/A,#N/A,,,,,,
16/01/2017,198.7,0.14506,1.0601,1.197692308,#N/A,#N/A,#N/A,,,,,,
17/01/2017,198.09,0.14613,1.0713,1.285714286,#N/A,#N/A,#N/A,,,,,,
18/01/2017,197.95,0.14546,1.063,1.274725275,#N/A,#N/A,#N/A,,,,,,
19/01/2017,197.28,0.1453,1.0664,1.285714286,#N/A,#N/A,#N/A,,,,,,
20/01/2017,197.96,0.14551,1.0703,1.274725275,#N/A,#N/A,#N/A,,,,,,
23/01/2017,197.78,0.14635,1.0765,1.285714286,#N/A,#N/A,#N/A,,,,,,
24/01/2017,198.84,0.14599,1.0731,1.229450549,#N/A,#N/A,#N/A,,,,,,
25/01/2017,200.42,0.14569,1.0748,1.17043956,#N/A,#N/A,#N/A,,,,,,
26/01/2017,200.72,0.14543,1.0682,1.184065934,#N/A,#N/A,#N/A,,,,,,
27/01/2017,200.63,0.145,1.0699,1.208791209,#N/A,#N/A,#N/A,,,,,,
30/01/2017,199.38,0.14506,1.0695,1.183956044,#N/A,#N/A,#N/A,,,,,,
31/01/2017,198.36,0.14565,1.0798,1.192252747,#N/A,#N/A,#N/A,,,,,,
01/02/2017,198.63,0.14561,1.0769,1.186263736,#N/A,#N/A,#N/A,,,,,,
02/02/2017,198.61,0.1463,1.0759,1.203296703,#N/A,#N/A,#N/A,,,,,,
03/02/2017,200.38,0.14625,1.0783,1.208791209,#N/A,#N/A,#N/A,,,,,,
06/02/2017,200.28,0.14602,1.075,1.208791209,#N/A,#N/A,#N/A,,,,,,
07/02/2017,200.58,0.14528,1.0683,1.208901099,#N/A,#N/A,#N/A,,,,,,
08/02/2017,200.51,0.1454,1.0698,1.197802198,#N/A,#N/A,#N/A,,,,,,
09/02/2017,201.72,0.14528,1.0655,1.142857143,#N/A,#N/A,#N/A,,,,,,
10/02/2017,202.74,0.14536,1.0643,1.159340659,#N/A,#N/A,#N/A,,,,,,
13/02/2017,204.2,0.14529,1.0598,1.15989011,#N/A,#N/A,#N/A,,,,,,
14/02/2017,205.17,0.14568,1.0578,1.186813187,#N/A,#N/A,#N/A,,,,,,
15/02/2017,206.38,0.14592,1.0601,1.186813187,#N/A,#N/A,#N/A,,,,,,
16/02/2017,206.48,0.14575,1.0674,1.186813187,#N/A,#N/A,#N/A,,,,,,
17/02/2017,205.88,0.14555,1.0616,1.186813187,#N/A,#N/A,#N/A,,,,,,
20/02/2017,205.88,0.14559,1.0614,1.186813187,#N/A,#N/A,#N/A,,,,,,
21/02/2017,207.07,0.14527,1.0536,1.21978022,#N/A,#N/A,#N/A,,,,,,
22/02/2017,207.45,0.14547,1.0558,1.247252747,#N/A,#N/A,#N/A,,,,,,
23/02/2017,207.82,0.1456,1.0582,1.285714286,#N/A,#N/A,#N/A,,,,,,
24/02/2017,207.93,0.14564,1.0563,1.307362637,#N/A,#N/A,#N/A,,,,,,
27/02/2017,208.29,0.14559,1.0587,1.285714286,#N/A,#N/A,#N/A,,,,,,
28/02/2017,207.98,0.14566,1.0576,1.263736264,#N/A,#N/A,#N/A,,,,,,
01/03/2017,211.02,0.14546,1.0547,1.286263736,#N/A,#N/A,#N/A,,,,,,
02/03/2017,209.89,0.14516,1.0507,1.378021978,#N/A,#N/A,#N/A,,,,,,
03/03/2017,209.91,0.14495,1.0622,1.417582418,#N/A,#N/A,#N/A,,,,,,
06/03/2017,209.48,0.14507,1.0582,1.527472527,#N/A,#N/A,#N/A,,,,,,
07/03/2017,209.17,0.14503,1.0566,1.450549451,#N/A,#N/A,#N/A,,,,,,
08/03/2017,208.61,0.14467,1.0541,1.353296703,#N/A,#N/A,#N/A,,,,,,
09/03/2017,208.67,0.14462,1.0577,1.401098901,#N/A,#N/A,#N/A,,,,,,
10/03/2017,209.15,0.145,1.0673,1.483516484,#N/A,#N/A,#N/A,,,,,,
13/03/2017,208.94,0.14473,1.0653,1.46978022,#N/A,#N/A,#N/A,,,,,,
14/03/2017,208.54,0.14473,1.0604,1.43956044,#N/A,#N/A,#N/A,,,,,,
15/03/2017,209.58,0.14575,1.0734,1.451098901,#N/A,#N/A,#N/A,,,,,,
16/03/2017,209.44,0.14526,1.0766,1.346153846,#N/A,#N/A,#N/A,,,,,,
17/03/2017,208.86,0.14493,1.0738,1.296703297,#N/A,#N/A,#N/A,,,,,,
20/03/2017,208.813625,0.14497,1.0739,1.164835165,#N/A,#N/A,#N/A,,,,,,
21/03/2017,206.35,0.14518,1.0811,1.351648352,#N/A,#N/A,#N/A,,,,,,
22/03/2017,206.41,0.14542,1.0797,1.22021978,#N/A,#N/A,#N/A,,,,,,
23/03/2017,206.31,0.14519,1.0783,1.230769231,#N/A,#N/A,#N/A,,,,,,
24/03/2017,205.75,0.14523,1.0798,1.197802198,#N/A,#N/A,#N/A,,,,,,
27/03/2017,205.23,0.14564,1.0864,1.252197802,#N/A,#N/A,#N/A,,,,,,
28/03/2017,206.75,0.14514,1.0814,1.225274725,#N/A,#N/A,#N/A,,,,,,
29/03/2017,206.31,0.14516,1.0766,1.247252747,#N/A,#N/A,#N/A,,,,,,
30/03/2017,206.96,0.14505,1.0674,1.230769231,#N/A,#N/A,#N/A,,,,,,
31/03/2017,206.34,0.14539,1.0652,1.275934066,#N/A,#N/A,#N/A,,,,,,
03/04/2017,206.25,0.14534,1.067,1.332417582,#N/A,#N/A,#N/A,,,,,,
04/04/2017,206.65,0.1451,1.0674,1.31978022,#N/A,#N/A,#N/A,,,,,,
05/04/2017,206.26,0.14516,1.0663,1.302197802,#N/A,#N/A,#N/A,,,,,,
06/04/2017,206.45,0.14501,1.0644,1.345054945,#N/A,#N/A,#N/A,,,,,,
07/04/2017,206.38,0.14482,1.0591,1.351648352,#N/A,#N/A,#N/A,,,,,,
10/04/2017,206.39,0.14481,1.0596,1.373626374,#N/A,#N/A,#N/A,,,,,,
11/04/2017,206.33,0.14499,1.0605,1.384835165,#N/A,#N/A,#N/A,,,,,,
12/04/2017,205.67,0.14537,1.0665,1.384725275,#N/A,#N/A,#N/A,,,,,,
13/04/2017,204.37,0.14529,1.0613,1.318791209,#N/A,#N/A,#N/A,,,,,,
14/04/2017,204.37,0.14536,1.0618,1.318791209,#N/A,#N/A,#N/A,,,,,,
17/04/2017,206.17,0.1454,1.0643,1.351648352,#N/A,#N/A,#N/A,,,,,,
18/04/2017,205.08,0.14547,1.073,1.386043956,#N/A,#N/A,#N/A,,,,,,
19/04/2017,203.85,0.14537,1.0711,1.379120879,#N/A,#N/A,#N/A,,,,,,
20/04/2017,205.7,0.14541,1.0717,1.410989011,#N/A,#N/A,#N/A,,,,,,
21/04/2017,205.25,0.14512,1.0728,1.39010989,#N/A,#N/A,#N/A,,,,,,
24/04/2017,207.38,0.14533,1.0868,1.400549451,#N/A,#N/A,#N/A,,,,,,
25/04/2017,209.68,0.14522,1.0926,1.413186813,#N/A,#N/A,#N/A,,,,,,
26/04/2017,209.47,0.14524,1.0904,1.472527473,#N/A,#N/A,#N/A,,,,,,
27/04/2017,209.56,0.14509,1.0873,1.56043956,#N/A,#N/A,#N/A,,,,,,
28/04/2017,209.08,0.14519,1.0895,1.513186813,#N/A,#N/A,#N/A,,,,,,
01/05/2017,208.92,0.14498,1.0899,1.697692308,#N/A,#N/A,#N/A,,,,,,
02/05/2017,209.13,0.14518,1.093,1.652747253,#N/A,#N/A,#N/A,,,,,,
03/05/2017,209.22,0.1451,1.0886,1.82967033,#N/A,#N/A,#N/A,,,,,,
04/05/2017,209.19,0.14509,1.0985,1.868131868,#N/A,#N/A,#N/A,,,,,,
05/05/2017,209.77,0.1451,1.0998,2.010989011,#N/A,#N/A,#N/A,,,,,,
08/05/2017,209.92,0.14492,1.0924,2.197802198,#N/A,#N/A,#N/A,,,,,,
09/05/2017,209.62,0.14481,1.0874,2.56043956,#N/A,#N/A,#N/A,,,,,,
10/05/2017,209.48,0.14487,1.0868,2.417582418,#N/A,#N/A,#N/A,,,,,,
11/05/2017,209.28,0.14501,1.0861,2.351648352,#N/A,#N/A,#N/A,,,,,,
12/05/2017,209.01,0.14514,1.0931,2.065934066,#N/A,#N/A,#N/A,,,,,,
15/05/2017,209.93,0.14532,1.0975,2.197802198,#N/A,#N/A,#N/A,,,,,,
16/05/2017,209.95,0.14554,1.1083,2.252747253,#N/A,#N/A,#N/A,,,,,,
17/05/2017,206.47,0.1456,1.1159,2.324175824,#N/A,#N/A,#N/A,,,,,,
18/05/2017,206.96,0.14555,1.1103,2.362637363,#N/A,#N/A,#N/A,,,,,,
19/05/2017,207.77,0.14567,1.1206,2.406593407,#N/A,#N/A,#N/A,,,,,,
22/05/2017,208.65,0.14566,1.1237,2.648351648,#N/A,#N/A,#N/A,,,,,,
23/05/2017,209.12,0.14557,1.1183,3.230769231,#N/A,#N/A,#N/A,,,,,,
24/05/2017,209.82,0.14558,1.1219,4.56043956,#N/A,#N/A,#N/A,,,,,,
25/05/2017,210.58,0.14579,1.121,5.241758242,#N/A,#N/A,#N/A,,,,,,
26/05/2017,210.54,0.14584,1.1183,4.450549451,#N/A,#N/A,#N/A,,,,,,
29/05/2017,210.54,0.1459,1.1164,4.450549451,#N/A,#N/A,#N/A,,,,,,
30/05/2017,210.21,0.14602,1.1186,4.692307692,#N/A,#N/A,#N/A,,,,,,
31/05/2017,210,0.14663,1.1244,5.319230769,#N/A,#N/A,#N/A,,,,,,
01/06/2017,211.4,0.14695,1.1213,5.623626374,#N/A,#N/A,#N/A,,,,,,
02/06/2017,211.91,0.14708,1.1279,5.494505495,#N/A,#N/A,#N/A,,,,,,
05/06/2017,211.86,0.14704,1.1254,5.67032967,#N/A,#N/A,#N/A,,,,,,
06/06/2017,211.37,0.14746,1.1277,6.004945055,#N/A,#N/A,#N/A,,,,,,
07/06/2017,211.72,0.14741,1.1257,5.802197802,#N/A,#N/A,#N/A,,,,,,
08/06/2017,211.86,0.14718,1.1214,5.32967033,#N/A,#N/A,#N/A,,,,,,
09/06/2017,212.67,0.14723,1.1195,5,#N/A,#N/A,#N/A,,,,,,
12/06/2017,212.4,0.14713,1.1203,4.250659341,#N/A,#N/A,#N/A,,,,,,
13/06/2017,213.37,0.14724,1.1211,4.376373626,#N/A,#N/A,#N/A,,,,,,
14/06/2017,213.84,0.14736,1.1218,3.846153846,#N/A,#N/A,#N/A,,,,,,
15/06/2017,213.69,0.14702,1.1145,4.203296703,#N/A,#N/A,#N/A,,,,,,
16/06/2017,213.56,0.1471,1.1198,4.395604396,#N/A,#N/A,#N/A,,,,,,
19/06/2017,214.92,0.14693,1.1149,4.659340659,#N/A,#N/A,#N/A,,,,,,
20/06/2017,214.4,0.14684,1.1134,5.054835165,#N/A,#N/A,#N/A,,,,,,
21/06/2017,213.89,0.1467,1.1168,4.78021978,#N/A,#N/A,#N/A,,,,,,
22/06/2017,213.73,0.14655,1.1152,4.660824176,#N/A,#N/A,#N/A,,,,,,
23/06/2017,213.74,0.14666,1.1194,4.816483516,#N/A,#N/A,#N/A,,,,,,
26/06/2017,213.87,0.14653,1.1182,4.305494505,#N/A,#N/A,#N/A,,,,,,
27/06/2017,212.93,0.14682,1.1339,4.35989011,#N/A,#N/A,#N/A,,,,,,
28/06/2017,214.24,0.14702,1.1378,4.527472527,#N/A,#N/A,#N/A,,,,,,
29/06/2017,212.61,0.14744,1.1441,4.395604396,#N/A,#N/A,#N/A,,,,,,
30/06/2017,213.24,0.1475,1.1426,4.285714286,#N/A,#N/A,#N/A,,,,,,
03/07/2017,214.49,0.14736,1.1364,4.43956044,#N/A,#N/A,#N/A,,,,,,
04/07/2017,214.49,0.14706,1.1346,4.43956044,#N/A,#N/A,#N/A,,,,,,
05/07/2017,214.58,0.14729,1.1352,4.476373626,#N/A,#N/A,#N/A,,,,,,
06/07/2017,213.14,0.14729,1.1423,4.395604396,#N/A,#N/A,#N/A,,,,,,
07/07/2017,214.05,0.14706,1.1401,4.318791209,#N/A,#N/A,#N/A,,,,,,
10/07/2017,213.99,0.14716,1.1399,4.230769231,#N/A,#N/A,#N/A,,,,,,
11/07/2017,213.98,0.14727,1.1467,4.131868132,#N/A,#N/A,#N/A,,,,,,
12/07/2017,215.23,0.14744,1.1412,4.394615385,#N/A,#N/A,#N/A,,,,,,
13/07/2017,215.46,0.14746,1.1398,4.302197802,#N/A,#N/A,#N/A,,,,,,
14/07/2017,216.26,0.14794,1.147,4.120879121,#N/A,#N/A,#N/A,,,,,,
17/07/2017,216.22,0.14804,1.1478,3.802197802,#N/A,#N/A,#N/A,,,,,,
18/07/2017,215.7,0.14826,1.1554,4.153846154,#N/A,#N/A,#N/A,,,,,,
19/07/2017,216.32,0.14814,1.1515,3.934065934,#N/A,#N/A,#N/A,,,,,,
20/07/2017,216.19,0.14822,1.1631,4.286263736,#N/A,#N/A,#N/A,,,,,,
21/07/2017,215.53,0.14824,1.1663,4.351648352,#N/A,#N/A,#N/A,,,,,,
24/07/2017,215.09,0.14841,1.1642,4.593406593,#N/A,#N/A,#N/A,,,,,,
25/07/2017,215.86,0.14812,1.1647,4.43956044,#N/A,#N/A,#N/A,,,,,,
26/07/2017,216.81,0.14836,1.1734,4.401098901,#N/A,#N/A,#N/A,,,,,,
27/07/2017,217.72,0.14842,1.1677,4.450549451,#N/A,#N/A,#N/A,,,,,,
28/07/2017,218.02,0.14852,1.1751,4.615384615,#N/A,#N/A,#N/A,,,,,,
31/07/2017,218.7,0.14877,1.1842,4.615384615,#N/A,#N/A,#N/A,,,,,,
01/08/2017,219.37,0.14878,1.1802,4.659340659,#N/A,#N/A,#N/A,,,,,,
02/08/2017,219.89,0.14885,1.1856,4.869230769,#N/A,#N/A,#N/A,,,,,,
03/08/2017,220.06,0.14879,1.187,5.186813187,#N/A,#N/A,#N/A,,,,,,
04/08/2017,220.57,0.14886,1.1773,5.21978022,#N/A,#N/A,#N/A,,,,,,
07/08/2017,220.85,0.14887,1.1795,5.923076923,#N/A,#N/A,#N/A,,,,,,
08/08/2017,220.69,0.14919,1.1752,5.813186813,#N/A,#N/A,#N/A,,,,,,
09/08/2017,220.5,0.14969,1.1759,5.714285714,#N/A,#N/A,0.1848,,,,,,
10/08/2017,218.6,0.15032,1.1772,6.153846154,#N/A,#N/A,0.185,,,,,,
11/08/2017,218.7,0.15014,1.1821,6.775274725,#N/A,#N/A,0.1796,,,,,,
14/08/2017,219.97,0.14991,1.178,8.131868132,#N/A,#N/A,0.1684,,,,,,
15/08/2017,220.16,0.14975,1.1735,7.527582418,#N/A,#N/A,0.1565,,,,,,
16/08/2017,220.47,0.14978,1.1767,8.054945055,#N/A,#N/A,0.1561,,,,,,
17/08/2017,217.81,0.14986,1.1723,8.164835165,#N/A,#N/A,0.1581,,,,,,
18/08/2017,216.53,0.15001,1.1761,7.73077033,#N/A,#N/A,0.1577,,,,,,
21/08/2017,216.74,0.15018,1.1815,7.681318681,#N/A,#N/A,0.1595,,,,,,
22/08/2017,218.69,0.15006,1.1762,7.887362637,#N/A,#N/A,0.1972,,,,,,
23/08/2017,217.92,0.15007,1.1807,8.021978022,#N/A,#N/A,0.2925,,,,,,
24/08/2017,217.66,0.15024,1.1799,8.241758242,#N/A,#N/A,0.2818,,,,,,
25/08/2017,218.04,0.15045,1.1924,8.296703297,#N/A,#N/A,0.2184,,,,,,
28/08/2017,217.94,0.1511,1.1979,8.42032967,#N/A,#N/A,0.1967,,,,,,
29/08/2017,218.59,0.15127,1.1972,9.153736264,#N/A,#N/A,0.2229,,,,,,
30/08/2017,218.93,0.1515,1.1884,10.18681319,#N/A,#N/A,0.2246,,,,,,
31/08/2017,219.52,0.1516,1.191,11.04395604,#N/A,#N/A,0.2429,,,,,,
01/09/2017,219.92,0.15245,1.186,8.791208791,#N/A,#N/A,0.2523,,,,,,
04/09/2017,219.92,0.15315,1.1896,8.791208791,#N/A,#N/A,0.2031,,,,,,
05/09/2017,217.67,0.15298,1.1914,8.516483516,#N/A,#N/A,0.2151,,,,,,
06/09/2017,218.25,0.15311,1.1917,9.123626374,#N/A,#N/A,0.2282,,,,,,
07/09/2017,218.11,0.15415,1.2023,8.681318681,#N/A,#N/A,0.229,,,,,,
08/09/2017,218.24,0.15394,1.2036,7.901318681,#N/A,#N/A,0.2128,,,,,,
11/09/2017,220.76,0.15312,1.1953,7.582417582,#N/A,#N/A,0.221,,,,,,
12/09/2017,221.42,0.15316,1.1967,7.637362637,#N/A,#N/A,0.2194,,,,,,
13/09/2017,221.76,0.15277,1.1885,6.21978022,#N/A,#N/A,0.1926,,,,,,
14/09/2017,222.32,0.15284,1.1919,5.696483516,#N/A,#N/A,0.1805,,,,,,
15/09/2017,222.45,0.15285,1.1945,6.923131868,#N/A,#N/A,0.1791,,,,,,
18/09/2017,223.16,0.15232,1.1954,8.186593407,#N/A,#N/A,0.192,,,,,,
19/09/2017,223.58,0.15227,1.1994,7.747252747,#N/A,#N/A,0.1869,,,,,,
20/09/2017,223.9,0.15202,1.1892,7.802197802,#N/A,#N/A,0.1878,,,,,,
21/09/2017,223.47,0.15237,1.1941,7.197912088,#N/A,#N/A,0.182,,,,,,
22/09/2017,223.2,0.15186,1.1951,7.285714286,#N/A,#N/A,0.1708,,,,,,
25/09/2017,222.82,0.15123,1.1848,7.583516484,#N/A,#N/A,0.1828,,,,,,
26/09/2017,222.69,0.15087,1.1793,7.60989011,#N/A,#N/A,0.1852,,,,,,
27/09/2017,223.12,0.15073,1.1745,8.126373626,#N/A,#N/A,0.2103,,,,,,
28/09/2017,223.6,0.1504,1.1786,7.862637363,#N/A,#N/A,0.1997,,,,,,
29/09/2017,223.82,0.15075,1.1814,7.714285714,#N/A,#N/A,0.1982,,,,,,
02/10/2017,225.24,0.15008,1.1733,7.807802198,#N/A,#N/A,0.203,,,,,,
03/10/2017,226.24,0.15036,1.1744,7.538461538,#N/A,#N/A,0.1989,,,,,,
04/10/2017,226.41,0.15073,1.1759,7.523351648,#N/A,#N/A,0.2051,,,,,,
05/10/2017,227.64,0.15057,1.1711,7.648351648,#N/A,#N/A,0.2288,,,,,,
06/10/2017,227.55,0.15064,1.173,7.56043956,#N/A,#N/A,0.2404,,,,,,
09/10/2017,227.53,0.15104,1.174,7.667582418,#N/A,#N/A,0.2743,,,,,,
10/10/2017,228.26,0.15197,1.1808,7.356373626,#N/A,#N/A,0.2569,,,,,,
11/10/2017,228.61,0.15214,1.1859,6.868351648,#N/A,#N/A,0.2606,,,,,,
12/10/2017,228.33,0.152,1.183,7.457472527,#N/A,#N/A,0.2585,,,,,,
13/10/2017,228.73,0.15215,1.182,7.442857143,#N/A,#N/A,0.2509,,,,,,
16/10/2017,229.45,0.15178,1.1796,7.208791209,#N/A,#N/A,0.2902,,,,,,
17/10/2017,229.85,0.15155,1.1766,7.383516484,#N/A,#N/A,0.2539,,,,,,
18/10/2017,231.46,0.15136,1.1787,7.32043956,#N/A,#N/A,0.2168,,,,,,
19/10/2017,231.65,0.15154,1.1852,7.429450549,#N/A,#N/A,0.2073,,,,,,
20/10/2017,233.13,0.1511,1.1784,7.71989011,#N/A,#N/A,0.2143,,,,,,
23/10/2017,232.65,0.15098,1.1749,7.56043956,#N/A,#N/A,0.1872,,,,,,
24/10/2017,234.29,0.15076,1.1761,7.472527473,#N/A,#N/A,0.2127,,,,,,
25/10/2017,233.16,0.1506,1.1813,7.43956044,#N/A,#N/A,0.1994,,,,,,
26/10/2017,233.85,0.1505,1.1651,7.68956044,#N/A,#N/A,0.2034,,,,,,
27/10/2017,234.17,0.15056,1.1608,7.489010989,#N/A,#N/A,0.2006,,,,,,
30/10/2017,233.33,0.15075,1.1651,7.978021978,#N/A,#N/A,0.2026,,,,,,
31/10/2017,233.63,0.15082,1.1646,9.102857143,#N/A,#N/A,0.2009,,,,,,
01/11/2017,234.19,0.15131,1.1619,9.318681319,#N/A,#N/A,0.1978,,,,,,
02/11/2017,234.96,0.15141,1.1658,10.18681319,#N/A,#N/A,0.1907,,,,,,
03/11/2017,235.18,0.15089,1.1608,10.43956044,#N/A,#N/A,0.2083,,,,,,
06/11/2017,235.41,0.1512,1.161,10.15395604,#N/A,#N/A,0.203,,,,,,
07/11/2017,235.42,0.15075,1.1587,9.879120879,#N/A,#N/A,0.2018,,,,,,
08/11/2017,235.46,0.15102,1.1595,10.12087912,#N/A,#N/A,0.2103,,,,,,
09/11/2017,234.72,0.15058,1.1642,10.17857143,#N/A,#N/A,0.2175,,,,,,
10/11/2017,234.43,0.15061,1.1665,9.67032967,#N/A,#N/A,0.2073,,,,,,
13/11/2017,234.66,0.15057,1.1667,9.417582418,#N/A,#N/A,0.1993,,,,,,
14/11/2017,234.28,0.15085,1.1798,8.791208791,#N/A,#N/A,0.2035,,,,,,
15/11/2017,232.96,0.15095,1.1791,9.56043956,#N/A,#N/A,0.207,,,,,,
16/11/2017,234.91,0.15106,1.177,9.923021978,#N/A,#N/A,0.2445,,,,,,
17/11/2017,233.39,0.15099,1.179,9.950549451,#N/A,#N/A,0.228,,,,,,
20/11/2017,234.15,0.15068,1.1733,10.54945055,#N/A,#N/A,0.2411,,,,,,
21/11/2017,235.73,0.15089,1.1738,10.67252747,#N/A,#N/A,0.2366,,,,,,
22/11/2017,235.17,0.15144,1.1822,10.93406593,#N/A,#N/A,0.2344,,,,,,
23/11/2017,235.17,0.15196,1.1851,10.93406593,#N/A,#N/A,0.242,,,,,,
24/11/2017,235.47,0.1519,1.1933,11.80230769,#N/A,#N/A,0.2376,,,,,,
27/11/2017,235.73,0.15166,1.1898,14.6043956,#N/A,#N/A,0.2466,,,,,,
28/11/2017,238.34,0.15145,1.184,16.15395604,#N/A,#N/A,0.262,,,,,,
29/11/2017,239.42,0.15137,1.1847,17.17582418,#N/A,#N/A,0.2628,,,,,,
30/11/2017,242.84,0.15143,1.1904,16.71428571,#N/A,#N/A,0.2234,,,,,,
01/12/2017,242.45,0.15168,1.1896,18.2967033,#N/A,#N/A,0.2435,,,,,,
04/12/2017,243.11,0.15135,1.1866,20.05489011,#N/A,#N/A,0.2424,,,,,,
05/12/2017,242.01,0.15125,1.1826,17.29538462,#N/A,#N/A,0.2392,,,,,,
06/12/2017,241.62,0.15124,1.1796,18.37362637,#N/A,#N/A,0.2306,,,,,,
07/12/2017,242.36,0.15117,1.1773,20.00010989,#N/A,#N/A,0.21,,,,,,
08/12/2017,243.62,0.15111,1.1773,18.13076923,#N/A,#N/A,0.2283,,,,,,
11/12/2017,244.17,0.15124,1.1769,20.33230769,#N/A,#N/A,0.2421,,,,,,
12/12/2017,245.44,0.15105,1.1742,24.97802198,#N/A,#N/A,0.277,,,,,,
13/12/2017,246.3,0.15134,1.1826,25.65934066,#N/A,#N/A,0.4703,,,,,,
14/12/2017,245.57,0.15144,1.1778,26.09879121,#N/A,#N/A,0.6636,,,,,,
15/12/2017,246.25,0.15141,1.1749,29.65934066,#N/A,#N/A,0.7936,,,,,,
18/12/2017,247.79,0.15126,1.1782,38.05494505,#N/A,#N/A,0.7176,,,,,,
19/12/2017,247.4,0.15148,1.184,33.19769231,#N/A,#N/A,0.7576,,,,,,
20/12/2017,247.07,0.15231,1.1871,26.18675824,#N/A,#N/A,0.7083,,,,,,
21/12/2017,247.66,0.15221,1.1874,19.47252747,#N/A,#N/A,0.9707,,,,,,
22/12/2017,247.4,0.1523,1.1862,21.86813187,#N/A,#N/A,0.8667,,,,,,
25/12/2017,247.4,0.15291,1.187,21.86813187,#N/A,#N/A,0.9659,,,,,,
26/12/2017,247.25,0.15281,1.1858,25.93406593,#N/A,#N/A,0.9898,,,,,,
27/12/2017,247.48,0.15251,1.1888,23.62637363,#N/A,#N/A,1.1285,,,,,,
28/12/2017,248.13,0.15302,1.1943,21.28571429,#N/A,#N/A,1.2501,,,,,,
29/12/2017,247.38,0.15356,1.2005,22.15384615,#N/A,#N/A,1.6155,,,,,,
01/01/2018,247.38,0.15369,1.2012,22.15384615,#N/A,#N/A,1.8978,,,,,,
02/01/2018,248.02,0.15392,1.2059,24.85164835,#N/A,#N/A,2.1135,,,,,,
03/01/2018,248.95,0.15378,1.2015,24.78021978,#N/A,#N/A,2.5889,,,,,,
04/01/2018,250.6,0.154,1.2068,24.21978022,#N/A,#N/A,3.0427,,,,,,
05/01/2018,252.72,0.15411,1.2029,25.69098901,#N/A,#N/A,2.5882,,,,,,
08/01/2018,252.59,0.15384,1.1967,24.2278022,#N/A,#N/A,2.2761,,,,,,
09/01/2018,253.82,0.15297,1.1937,23.73626374,#N/A,#N/A,2.2876,,,,,,
10/01/2018,253.62,0.15364,1.1948,21.54945055,#N/A,#N/A,1.8919,,,,,,
11/01/2018,255.61,0.15394,1.2032,18.76928571,#N/A,#N/A,2.1421,,,,,,
12/01/2018,257.91,0.155,1.2202,21.64835165,#N/A,#N/A,1.9979,,,,,,
15/01/2018,257.91,0.15533,1.2264,21.64835165,#N/A,#N/A,1.8091,,,,,,
16/01/2018,257.81,0.15508,1.226,19.07692308,#N/A,#N/A,1.3589,,,,,,
17/01/2018,261.08,0.15544,1.2186,17.97802198,#N/A,#N/A,0.9146,,,,,,
18/01/2018,260.16,0.15573,1.2238,20.40659341,#N/A,#N/A,1.6247,,,,,,
19/01/2018,260.54,0.15611,1.2222,19.4289011,#N/A,#N/A,1.5926,,,,,,
22/01/2018,261.98,0.15613,1.2262,18.52747253,#N/A,#N/A,1.1902,,,,,,
23/01/2018,261.87,0.15614,1.2299,18.16098901,#N/A,#N/A,1.3302,,,,,,
24/01/2018,262.57,0.15702,1.2408,18.3521978,#N/A,#N/A,1.338,,,,,,
